排名,推荐层级,老药新用类型,药物,原适应症领域,原领域英文,候选靶点,拟新用细分病种,拟新用病种英文,拟新用病种大类,优先级分数,ConPLEx分数,药物内靶点排名,OpenTargets病种分数,实验类型,风险等级,文献状态,PubMed总窗计数,上市后PubMed计数,是否同原适应症领域,是否同已知靶点家族
287,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,YES1,乳腺癌,breast carcinoma,实体瘤,50.864802270222334,0.30593204,5,0.0853914253432148,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,否
288,第一轮候补,跨大领域老药新用,Abacavir Sulfate,感染性疾病,Infectious Disease,HDAC11,乳腺癌,breast carcinoma,实体瘤,50.76065930307237,0.34871158,3,0.0364793586550682,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
289,第一轮候补,跨大领域老药新用,Siponimod,神经/精神,Neurology/Psychiatry,SLC29A1,,,实体瘤,50.71026,0.408077,14,0.0,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
290,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,FLT4,,,血液肿瘤/血液病,50.69975826666666,0.36499482,6,0.0,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
291,第一轮候补,同领域同靶点家族扩展,Axitinib,肿瘤,Oncology,PDGFRB,乳腺癌,breast cancer,实体瘤,50.63089713024608,0.54424566,5,0.4280398724553814,酶/表观遗传生化,中高,上市后文献有新靶点线索,4,4,是,是
292,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,ACVRL1,动脉粥样硬化,atherosclerosis,心血管,50.54454972618916,0.3351373,25,0.0550285507935923,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
293,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,MAPK3,乳腺癌,breast carcinoma,实体瘤,50.49844072548311,0.5627311,3,0.1110418100214714,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,是,是
294,第一轮候补,跨领域但同靶点家族扩展,Alpelisib,肿瘤,Oncology,NOX4,动脉粥样硬化,atherosclerosis,心血管,50.48272363161798,0.39866704,23,0.0982931154793176,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,否,是
295,第一轮候补,同领域同靶点家族扩展,Axitinib,肿瘤,Oncology,CSF1R,乳腺癌,breast cancer,实体瘤,50.30305461263023,0.43712664,15,0.4105397664872695,酶/表观遗传生化,medium,上市后文献有新靶点线索,2,2,是,是
296,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,MAP2K2,心肌梗死,myocardial infarction,心血管,50.26498236379248,0.3236473,39,0.0219900013537397,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,否
297,第一轮候补,跨大领域老药新用,Aprepitant,其他,Other,BCL2,B细胞慢性淋巴细胞白血病,B-cell chronic lymphocytic leukemia,血液肿瘤/血液病,50.22034407647622,0.21142954,5,0.7416429130285728,离子通道功能,medium,上市后文献有新靶点线索,9,9,否,否
298,第一轮候补,同领域同靶点家族扩展,Dasatinib,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,50.14365046216874,0.3803712,35,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,206,206,是,是
299,第一轮候补,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,PTK6,食管鳞癌,esophageal squamous cell carcinoma,实体瘤,50.117442649148785,0.40380198,34,0.2936303814436496,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,是,是
300,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,EPHB4,乳腺癌,breast carcinoma,实体瘤,50.067765105075694,0.30179527,8,0.1029919631885494,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
301,第一轮候补,同领域同靶点家族扩展,Fulvestrant,肿瘤,Oncology,ESR2,乳腺癌,breast carcinoma,实体瘤,50.06305345529092,0.74039876,5,0.4916912646795965,核受体/转录因子 reporter,medium,上市后文献有新靶点线索,55,24,是,是
302,第一轮候补,同领域同靶点家族扩展,Enzalutamide,肿瘤,Oncology,KEAP1,乳腺癌,breast carcinoma,实体瘤,49.96550937205515,0.46443567,44,0.2944523602394882,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,是,是
303,第一轮候补,同领域新靶点/新病种探索,Ribociclib Succinate,肿瘤,Oncology,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,49.89521094380286,0.2765289,51,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,是,否
304,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,CSF1R,乳腺癌,breast cancer,实体瘤,49.84254554596356,0.29868716,45,0.4105397664872695,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,是,是
305,第一轮候补,同领域同靶点家族扩展,Osimertinib Mesylate,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,49.817327728835416,0.37337857,4,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,39,39,是,是
306,第一轮候补,跨大领域老药新用,Tipranavir,感染性疾病,Infectious Disease,MMP3,乳腺癌,breast cancer,实体瘤,49.706113752230166,0.20587422,1,0.2858659326917113,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,否,否
307,第一轮候补,跨大领域老药新用,Aprepitant,其他,Other,TOP1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,49.60586379822544,0.2391485,2,0.2123970576989084,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
308,第一轮候补,同领域同靶点家族扩展,Apalutamide,肿瘤,Oncology,KEAP1,乳腺癌,breast carcinoma,实体瘤,49.47719077205515,0.4539717,3,0.2944523602394882,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,是,是
309,第一轮候补,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,EPHB4,乳腺癌,breast carcinoma,实体瘤,49.31731917174236,0.80215883,10,0.1029919631885494,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,是,是
310,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,IGF1R,肝细胞癌,hepatocellular carcinoma,实体瘤,49.23590360547059,0.23480129,17,0.2049708180209151,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,否,否
311,第一轮候补,同领域同靶点家族扩展,Pazopanib Hydrochloride,肿瘤,Oncology,TEK,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,49.171482010610916,0.54070735,13,0.3631769782493742,酶/表观遗传生化,中高,上市后文献有新靶点线索,1,1,是,是
312,第一轮候补,同领域新靶点/新病种探索,Vismodegib,肿瘤,Oncology,CTSS,乳腺癌,breast cancer,实体瘤,49.1664059103697,0.34767953,3,0.1010975337942088,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,是,否
313,第一轮候补,同领域同靶点家族扩展,Fluorouracil,肿瘤,Oncology,PARP1,乳腺癌,breast cancer,实体瘤,49.15788469457447,0.33116832,1,0.5794087301292358,酶/表观遗传生化,medium,上市后文献有新靶点线索,44,38,是,是
314,第一轮候补,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,UGCG,,,心血管,49.043790666666666,0.3295098,23,0.0,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
315,第一轮候补,跨领域但同靶点家族扩展,Palbociclib,肿瘤,Oncology,ADAM17,银屑病,psoriasis,皮肤/免疫,48.76385731668149,0.37644085,98,0.0679978214821399,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,是
316,第一轮候补,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,TRPV1,心律失常,cardiac arrhythmia,心血管,48.738515189556665,0.40602872,6,0.0055040706469626,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
317,第一轮候补,同领域同靶点家族扩展,Fulvestrant,肿瘤,Oncology,PGR,子宫内膜癌,endometrial cancer,实体瘤,48.35523704606973,0.5263448,34,0.4157883131586546,核受体/转录因子 reporter,medium,上市后文献有新靶点线索,155,46,是,是
318,第一轮候补,跨领域但同靶点家族扩展,Palbociclib,肿瘤,Oncology,ACVRL1,动脉粥样硬化,atherosclerosis,心血管,48.23814239285583,0.52171177,10,0.0550285507935923,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,否,是
319,第一轮候补,跨领域但同靶点家族扩展,Palbociclib,肿瘤,Oncology,MAP2K2,银屑病,psoriasis,皮肤/免疫,48.08315546730406,0.5038251,21,0.003695798546847,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,否,是
320,第一轮候补,跨领域但同靶点家族扩展,Obeticholic Acid,其他,Other,NR3C2,心律失常,cardiac arrhythmia,心血管,47.94125897957155,0.38067394,37,0.2448803753883651,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,否,是
321,第一轮候补,跨大领域老药新用,Dasabuvir Sodium,感染性疾病,Infectious Disease,EZH2,乳腺癌,breast cancer,实体瘤,47.833458233755735,0.2187052,11,0.1760243955743292,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
322,第一轮候补,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,JAK2,骨髓增殖性肿瘤,myeloproliferative neoplasm,实体瘤,47.62788544720154,0.41734564,78,0.2882261739496983,激酶生化/细胞,medium,上市后文献有新靶点线索,4,4,是,是
323,第一轮候补,跨大领域老药新用,Entrectinib,肿瘤,Oncology,SLC29A1,,,实体瘤,47.556875266666665,0.34050447,3,0.0,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
324,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,JAK2,骨髓增殖性肿瘤,myeloproliferative neoplasm,实体瘤,47.490317247201546,0.41439775,84,0.2882261739496983,激酶生化/细胞,medium,上市后文献有新靶点线索,3,3,是,是
325,第一轮候补,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,TRPV3,银屑病,psoriasis,皮肤/免疫,47.33597033597578,0.34874752,27,0.0619741956729978,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
326,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,EPHA2,乳腺癌,breast cancer,实体瘤,47.313181552397054,0.51516056,3,0.1472525134398691,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,是,是
327,第一轮候补,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,IGF1R,肝细胞癌,hepatocellular carcinoma,实体瘤,47.14798820547059,0.40434596,33,0.2049708180209151,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,是,是
328,第一轮候补,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,HCK,乳腺癌,breast cancer,实体瘤,47.110496582330114,0.20751777,34,0.4337629918072645,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,是,是
329,第一轮候补,跨大领域老药新用,Rolapitant Hydrochloride,胃肠/消化,Gastroenterology,TGFBR1,乳腺癌,breast carcinoma,实体瘤,46.715107128635594,0.24289532,22,0.076147801272693,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
330,第一轮候补,跨大领域老药新用,Rolapitant Hydrochloride,胃肠/消化,Gastroenterology,KEAP1,乳腺癌,breast carcinoma,实体瘤,46.70942577205515,0.24466245,8,0.2944523602394882,核受体/转录因子 reporter,中,PubMed pair审计未见明确报道,0,0,否,否
331,第一轮候补,跨大领域老药新用,Fosnetupitant Chloride Hydrochloride,胃肠/消化,Gastroenterology,TYRP1,黑色素瘤,melanoma,实体瘤,46.566832292545584,0.21589541,40,0.1255576218909147,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,否,否
332,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,ITK,前列腺癌,prostate cancer,实体瘤,46.3679551309955,0.3492944,30,0.106705916933133,激酶生化/细胞,中,PubMed pair审计未见明确报道,0,0,是,是
333,第一轮候补,跨大领域老药新用,Rolapitant Hydrochloride,胃肠/消化,Gastroenterology,ACVRL1,动脉粥样硬化,atherosclerosis,心血管,46.31551559285583,0.24451514,18,0.0550285507935923,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
334,第一轮候补,跨领域但同靶点家族扩展,Palbociclib,肿瘤,Oncology,SYK,银屑病,psoriasis,皮肤/免疫,46.16989316007724,0.43823168,66,0.0467739893367659,激酶生化/细胞,medium,上市后文献有新靶点线索,2,2,否,是
335,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,ANO1,心律失常,cardiac arrhythmia,心血管,45.76906149039905,0.34042293,14,0.0095996188325502,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
336,第一轮候补,跨大领域老药新用,Abacavir Sulfate,感染性疾病,Infectious Disease,KEAP1,乳腺癌,breast carcinoma,实体瘤,45.43712163872182,0.21739879,35,0.2944523602394882,核受体/转录因子 reporter,中,PubMed pair审计未见明确报道,0,0,否,否
337,第一轮候补,同领域同靶点家族扩展,Neratinib Maleate,肿瘤,Oncology,CSF1R,乳腺癌,breast cancer,实体瘤,45.36776274596356,0.3956561,8,0.4105397664872695,酶/表观遗传生化,中高,上市后文献有新靶点线索,1,1,是,是
338,第一轮候补,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,ANO1,心律失常,cardiac arrhythmia,心血管,45.197469490399044,0.32817453,24,0.0095996188325502,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
339,第一轮候补,跨领域但同靶点家族扩展,Ensartinib Hydrochloride,肿瘤,Oncology,PTPRB,糖尿病肾病,diabetic kidney disease,肾脏,45.12377802152171,0.30386686,3,0.0567403505861499,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,否,是
340,阳性/再发现对照,文献再发现/阳性对照,Osimertinib Mesylate,肿瘤,Oncology,ERBB2,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,45.538271818469994,0.5243336,3,0.7794787474875552,激酶生化/细胞,对照,上市后文献有新靶点线索,122,122,是,是
341,阳性/再发现对照,文献再发现/阳性对照,Dacomitinib,肿瘤,Oncology,ERBB2,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,44.13306475180332,0.46988842,6,0.7794787474875552,激酶生化/细胞,对照,上市后文献有新靶点线索,68,34,是,是
342,阳性/再发现对照,文献再发现/阳性对照,Axitinib,肿瘤,Oncology,PDGFRA,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,43.39543006666666,0.48704493,9,0.8245011238749937,酶/表观遗传生化,medium,上市后文献有新靶点线索,8,7,是,是
343,阳性/再发现对照,再发现/流程对照,Neratinib Maleate,肿瘤,Oncology,PDGFRA,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,42.493246733333336,0.46771243,6,0.8245011238749937,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,是,是
344,阳性/再发现对照,文献再发现/阳性对照,Bosutinib Monohydrate,肿瘤,Oncology,FLT3,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,42.29322786666667,0.44199774,27,0.8354100756215777,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,是,是
345,阳性/再发现对照,文献再发现/阳性对照,Palbociclib,肿瘤,Oncology,CDK4,乳腺癌,breast cancer,实体瘤,42.19123738405045,0.52171177,4,0.6307216615133534,激酶生化/细胞,对照,上市后文献有新靶点线索,1797,1790,是,是
346,阳性/再发现对照,文献再发现/阳性对照,Lacosamide,神经/精神,Neurology/Psychiatry,GABRB3,癫痫,epilepsy,神经/精神,40.979979556710866,0.5095838,51,0.7102213136315941,离子通道功能,low,上市后文献有新靶点线索,1,1,是,是
347,阳性/再发现对照,文献再发现/阳性对照,Imatinib Mesylate,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,40.72632779550208,0.86487234,1,0.4767256798000925,激酶生化/细胞,low,上市后文献有新靶点线索,3005,238,是,是
348,阳性/再发现对照,文献再发现/阳性对照,Palbociclib,肿瘤,Oncology,AKT1,乳腺癌,breast carcinoma,实体瘤,40.034887192884604,0.47793218,40,0.6250986130170937,激酶生化/细胞,medium,上市后文献有新靶点线索,13,13,是,是
349,阳性/再发现对照,已知药理/阳性对照,Lacosamide,神经/精神,Neurology/Psychiatry,SCN3A,癫痫,epilepsy,神经/精神,39.91507084096431,0.52166593,49,0.7517809262650805,离子通道功能,对照,已知药理/对照，不算新发现,1,1,是,是
350,阳性/再发现对照,文献再发现/阳性对照,Larotrectinib Sulfate,肿瘤,Oncology,AKT1,乳腺癌,breast carcinoma,实体瘤,39.87734892621794,0.47455636,45,0.6250986130170937,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,是,是
351,阳性/再发现对照,文献再发现/阳性对照,Afatinib Dimaleate,肿瘤,Oncology,ERBB2,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,39.42252768513666,0.36894834,9,0.7794787474875552,激酶生化/细胞,对照,上市后文献有新靶点线索,389,374,是,是
352,阳性/再发现对照,文献再发现/阳性对照,Palbociclib,肿瘤,Oncology,AKT2,乳腺癌,breast cancer,实体瘤,39.0157624676277,0.48113787,36,0.5731553422649348,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,是,是
353,阳性/再发现对照,再发现/流程对照,Selpercatinib,肿瘤,Oncology,DNMT3A,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,38.0,0.67054677,1,0.8577261614555013,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,是,否
