排序,原候选编号,小分子药物名称,新靶点名称,当前实验建议,pair_id,原冻结药内排名_384,A药内靶点排名_384,A靶点内药物排名_720,A固定名额重选保留,A三个种子保留次数,B药内靶点排名_384,B靶点内药物排名_720,B固定名额重选保留,B三个种子保留次数,AB共同保留,AB至少一个保留
140,C384-053,amantadine,GBA1 — Lysosomal acid glucosylceramidase,仍可探索,DKNWSYNQZKUICI-UHFFFAOYSA-N__CHEMBL2179,14,34,478,False,0,204,462,False,0,False,False
141,C384-146,labetalol,CA1 — Carbonic anhydrase 1,仍可探索,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL261,14,285,459,False,0,61,177,False,0,False,False
142,C384-236,xanomeline,CA4 — Carbonic anhydrase 4,仍可探索,JOLJIIDDOBNFHW-UHFFFAOYSA-N__CHEMBL3729,14,26,1,False,0,70,108,False,1,False,False
143,C384-237,glimepiride,MME — Neprilysin,仍可探索,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL1944,14,83,49,True,2,64,66,True,2,True,True
144,C384-238,pitavastatin,MME — Neprilysin,仍可探索,VGYFMXBACGZSIL-MCBHFWOFSA-N__CHEMBL1944,14,48,304,False,0,3,14,True,3,False,True
145,C384-240,afatinib,REN — Renin,仍可探索,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL286,14,381,654,False,0,57,369,False,0,False,False
146,C384-273,metoclopramide,CA4 — Carbonic anhydrase 4,仍可探索,TTWJBBZEZQICBI-UHFFFAOYSA-N__CHEMBL3729,14,20,312,False,0,54,654,False,0,False,False
147,C384-369,rasagiline,ACE — Angiotensin-converting enzyme,仍可探索,RUOKEQAAGRXIBM-GFCCVEGCSA-N__CHEMBL1808,14,74,123,False,0,328,483,False,0,False,False
148,C384-370,lofexidine,GSK3A — Glycogen synthase kinase-3 alpha,仍可探索,KSMAGQUYOIHWFS-UHFFFAOYSA-N__CHEMBL2850,14,136,233,False,0,187,381,False,0,False,False
149,C384-371,lenalidomide,PRKCB — Protein kinase C beta type,仍可探索,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3045,14,129,362,False,0,227,153,False,0,False,False
150,C384-018,terazosin,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",仍可探索,VCKUSRYTPJJLNI-UHFFFAOYSA-N__CHEMBL4005,15,91,259,False,0,227,522,False,0,False,False
151,C384-054,bupivacaine,MMP12 — Macrophage metalloelastase,仍可探索,LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL4393,15,26,442,False,0,236,664,False,0,False,False
152,C384-055,pregabalin,REN — Renin,仍可探索,AYXYPKUFHZROOJ-ZETCQYMHSA-N__CHEMBL286,15,81,347,False,0,61,381,False,0,False,False
153,C384-147,rilpivirine,MAPK9 — Mitogen-activated protein kinase 9,仍可探索,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL4179,15,84,65,True,2,212,118,False,0,False,True
154,C384-149,guanfacine,ROCK2 — Rho-associated protein kinase 2,仍可探索,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2973,15,136,127,False,0,162,441,False,0,False,False
155,C384-241,larotrectinib,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,仍可探索,NYNZQNWKBKUAII-KBXCAEBGSA-N__CHEMBL1902,15,272,231,False,0,162,10,False,0,False,False
156,C384-242,dolutegravir,MAPK9 — Mitogen-activated protein kinase 9,仍可探索,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL4179,15,38,210,False,0,191,176,False,0,False,False
157,C384-243,ribociclib,REN — Renin,仍可探索,RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL286,15,222,590,False,0,14,517,False,0,False,False
158,C384-244,etravirine,TYMS — Thymidylate synthase,仍可探索,PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL1952,15,216,429,False,0,178,302,False,0,False,False
159,C384-245,etonogestrel,VDR — Vitamin D3 receptor,仍可探索,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1977,15,205,147,False,0,263,41,False,0,False,False
160,C384-173,quetiapine,ESRRG — Estrogen-related receptor gamma,仍可探索,URKOMYMAXPYINW-UHFFFAOYSA-N__CHEMBL4245,15,315,259,False,0,146,140,False,1,False,False
161,C384-174,naltrexone,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",仍可探索,DQCKKXVULJGBQN-XFWGSAIBSA-N__CHEMBL3535,15,195,438,False,0,306,519,False,0,False,False
162,C384-275,nicardipine,FAAH — Fatty-acid amide hydrolase 1,仍可探索,ZBBHBTPTTSWHBA-UHFFFAOYSA-N__CHEMBL2243,15,133,191,False,1,164,231,False,0,False,False
163,C384-298,panobinostat,PARP2 — Poly [ADP-ribose] polymerase 2,仍可探索,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL5366,15,65,79,True,1,100,253,False,0,False,True
164,C384-348,enasidenib,GSK3B — Glycogen synthase kinase-3 beta,仍可探索,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL262,15,349,711,False,0,232,99,False,1,False,False
165,C384-350,tipiracil,TYMS — Thymidylate synthase,仍可探索,QQHMKNYGKVVGCZ-UHFFFAOYSA-N__CHEMBL1952,15,47,48,True,0,179,213,False,0,False,True
166,C384-019,dasabuvir,AR — Androgen receptor,仍可探索,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL1871,16,1,73,False,0,100,136,False,0,False,False
167,C384-077,elexacaftor,"PIK3CG — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",仍可探索,MVRHVFSOIWFBTE-INIZCTEOSA-N__CHEMBL3267,16,327,392,False,0,191,56,False,0,False,False
168,C384-246,labetalol,ACE — Angiotensin-converting enzyme,仍可探索,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL1808,16,331,537,False,0,303,416,False,0,False,False
169,C384-247,ubrogepant,JAK3 — Tyrosine-protein kinase JAK3,仍可探索,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL2148,16,113,51,False,0,94,29,False,0,False,False
170,C384-113,amlodipine,CA12 — Carbonic anhydrase 12,仍可探索,HTIQEAQVCYTUBX-UHFFFAOYSA-N__CHEMBL3242,16,8,191,False,0,1,25,True,1,False,True
171,C384-179,rucaparib,"PIK3CB — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",仍可探索,HMABYWSNWIZPAG-UHFFFAOYSA-N__CHEMBL3145,16,105,34,False,0,373,294,False,0,False,False
172,C384-276,binimetinib,HDAC1 — Histone deacetylase 1,仍可探索,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL325,16,128,708,False,0,357,719,False,0,False,False
173,C384-351,albuterol,CTSC — Dipeptidyl peptidase 1,仍可探索,NDAUXUAQIAJITI-UHFFFAOYSA-N__CHEMBL2252,16,109,640,False,0,14,394,True,3,False,True
174,C384-373,mebendazole,HCK — Tyrosine-protein kinase HCK,仍可探索,OPXLLQIJSORQAM-UHFFFAOYSA-N__CHEMBL3234,16,317,598,False,0,256,379,False,0,False,False
175,C384-057,quinidine,ACVRL1 — Activin receptor type-1-like,仍可探索,LOUPRKONTZGTKE-LHHVKLHASA-N__CHEMBL5311,17,52,35,True,0,110,327,False,0,False,True
176,C384-059,avibactam,DPP4 — Dipeptidyl peptidase 4,仍可探索,NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL284,17,35,356,False,0,3,93,False,0,False,False
177,C384-060,labetalol,EGLN3 — Prolyl hydroxylase EGLN3,仍可探索,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL5705,17,10,119,False,0,157,420,False,0,False,False
178,C384-061,mebendazole,FGFR2 — Fibroblast growth factor receptor 2,仍可探索,OPXLLQIJSORQAM-UHFFFAOYSA-N__CHEMBL4142,17,293,525,False,0,168,407,False,0,False,False
179,C384-150,methocarbamol,CA7 — Carbonic anhydrase 7,仍可探索,GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL2326,17,1,454,False,0,4,310,False,0,False,False
180,C384-249,bictegravir,MAPK8 — Mitogen-activated protein kinase 8,仍可探索,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2276,17,1,49,True,3,111,17,True,3,True,True
181,C384-114,glasdegib,PDGFRA — Platelet-derived growth factor receptor alpha,仍可探索,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2007,17,79,412,False,0,51,184,False,0,False,False
182,C384-299,asenapine,MAOB — Amine oxidase [flavin-containing] B,仍可探索,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL2039,17,301,225,False,0,166,99,True,2,False,True
183,C384-354,binimetinib,DHFR — Dihydrofolate reductase,仍可探索,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL202,17,141,631,False,0,116,714,False,0,False,False
184,C384-375,esketamine,GSK3B — Glycogen synthase kinase-3 beta,仍可探索,YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL262,17,106,473,False,0,324,452,False,0,False,False
185,C384-062,nevirapine,AKT1 — RAC-alpha serine/threonine-protein kinase,仍可探索,NQDJXKOVJZTUJA-UHFFFAOYSA-N__CHEMBL4282,18,223,365,False,0,274,420,False,0,False,False
186,C384-063,dasabuvir,ALK — ALK tyrosine kinase receptor,仍可探索,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL4247,18,125,236,False,0,46,129,False,2,False,False
187,C384-066,doravirine,NR3C1 — Glucocorticoid receptor,仍可探索,ZIAOVIPSKUPPQW-UHFFFAOYSA-N__CHEMBL2034,18,31,511,False,0,142,323,False,0,False,False
188,C384-078,relugolix,FLT1 — Vascular endothelial growth factor receptor 1,仍可探索,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL1868,18,332,398,False,0,35,44,False,1,False,False
189,C384-193,roflumilast,ACHE — Acetylcholinesterase,仍可探索,MNDBXUUTURYVHR-UHFFFAOYSA-N__CHEMBL220,18,275,313,False,0,106,426,False,0,False,False
190,C384-251,glasdegib,FAAH — Fatty-acid amide hydrolase 1,仍可探索,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2243,18,220,536,False,0,171,258,False,0,False,False
191,C384-252,lubiprostone,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,仍可探索,WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1902,18,65,195,False,0,80,74,False,0,False,False
192,C384-253,vaborbactam,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,仍可探索,IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1902,18,171,100,False,0,69,63,False,0,False,False
193,C384-254,ubrogepant,METAP2 — Methionine aminopeptidase 2,仍可探索,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL3922,18,210,74,False,1,233,105,True,2,False,True
194,C384-255,mirabegron,MME — Neprilysin,仍可探索,PBAPPPCECJKMCM-IBGZPJMESA-N__CHEMBL1944,18,145,335,False,1,38,403,False,1,False,False
195,C384-280,silodosin,CSF1R — Macrophage colony-stimulating factor 1 receptor,仍可探索,PNCPYILNMDWPEY-QGZVFWFLSA-N__CHEMBL1844,18,32,336,False,0,4,384,False,0,False,False
196,C384-185,loxapine,NTRK3 — NT-3 growth factor receptor,仍可探索,XJGVXQDUIWGIRW-UHFFFAOYSA-N__CHEMBL5608,18,153,224,False,0,64,178,False,1,False,False
197,C384-186,brivaracetam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",仍可探索,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL3535,18,75,544,False,0,132,208,False,0,False,False
198,C384-187,levetiracetam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",仍可探索,HPHUVLMMVZITSG-LURJTMIESA-N__CHEMBL3535,18,31,410,False,0,45,253,False,0,False,False
199,C384-357,enasidenib,LCK — Tyrosine-protein kinase Lck,仍可探索,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL258,18,165,532,False,0,214,149,False,0,False,False
200,C384-358,duvelisib,PARP2 — Poly [ADP-ribose] polymerase 2,仍可探索,SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL5366,18,66,385,False,0,52,82,True,2,False,True
201,C384-359,desoximetasone,RARB — Retinoic acid receptor beta,仍可探索,VWVSBHGCDBMOOT-IIEHVVJPSA-N__CHEMBL2008,18,241,356,False,0,154,219,False,0,False,False
202,C384-379,gepirone,GSK3B — Glycogen synthase kinase-3 beta,仍可探索,QOIGKGMMAGJZNZ-UHFFFAOYSA-N__CHEMBL262,18,28,26,True,2,357,501,False,0,False,True
203,C384-023,tapinarof,ESR1 — Estrogen receptor,仍可探索,ZISJNXNHJRQYJO-CMDGGOBGSA-N__CHEMBL206,19,172,246,False,0,126,107,False,0,False,False
204,C384-024,givinostat,FLT1 — Vascular endothelial growth factor receptor 1,仍可探索,YALNUENQHAQXEA-UHFFFAOYSA-N__CHEMBL1868,19,319,296,False,0,95,199,False,0,False,False
205,C384-025,ozanimod,JAK2 — Tyrosine-protein kinase JAK2,仍可探索,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2971,19,170,204,False,0,235,97,False,0,False,False
206,C384-151,ranolazine,CA7 — Carbonic anhydrase 7,仍可探索,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2326,19,29,243,False,0,145,358,False,1,False,False
207,C384-152,rilpivirine,MAPK8 — Mitogen-activated protein kinase 8,仍可探索,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2276,19,67,59,True,2,234,130,False,1,False,True
208,C384-153,dasabuvir,NR3C1 — Glucocorticoid receptor,仍可探索,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL2034,19,10,227,False,0,124,217,False,0,False,False
209,C384-257,indapamide,ACE — Angiotensin-converting enzyme,仍可探索,NDDAHWYSQHTHNT-UHFFFAOYSA-N__CHEMBL1808,19,157,304,False,1,70,229,False,0,False,False
210,C384-258,vibegron,ROCK2 — Rho-associated protein kinase 2,仍可探索,DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL2973,19,181,129,False,2,8,170,False,0,False,False
211,C384-259,nalmefene,VDR — Vitamin D3 receptor,仍可探索,WJBLNOPPDWQMCH-MBPVOVBZSA-N__CHEMBL1977,19,269,212,False,0,204,187,False,0,False,False
212,C384-188,selinexor,ABL1 — Tyrosine-protein kinase ABL1,仍可探索,DEVSOMFAQLZNKR-RJRFIUFISA-N__CHEMBL1862,19,85,122,False,0,53,120,False,0,False,False
213,C384-221,rosuvastatin,NR3C2 — Mineralocorticoid receptor,仍可探索,BPRHUIZQVSMCRT-VEUZHWNKSA-N__CHEMBL1994,19,10,270,False,1,219,534,False,0,False,False
214,C384-361,tasimelteon,NR3C1 — Glucocorticoid receptor,仍可探索,PTOIAAWZLUQTIO-GXFFZTMASA-N__CHEMBL2034,19,47,521,False,0,176,689,False,0,False,False
215,C384-067,sapropterin,CHEK2 — Serine/threonine-protein kinase Chk2,仍可探索,FNKQXYHWGSIFBK-RPDRRWSUSA-N__CHEMBL2527,20,181,171,False,1,179,305,False,0,False,False
216,C384-070,lubiprostone,NR3C2 — Mineralocorticoid receptor,仍可探索,WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1994,20,3,216,False,1,286,530,False,0,False,False
217,C384-071,varenicline,NTRK3 — NT-3 growth factor receptor,仍可探索,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL5608,20,317,677,False,0,209,642,False,0,False,False
218,C384-086,belzutifan,AR — Androgen receptor,仍可探索,LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL1871,20,3,54,True,0,48,70,False,1,False,True
219,C384-263,bictegravir,PARP2 — Poly [ADP-ribose] polymerase 2,仍可探索,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL5366,20,199,201,False,1,201,96,False,0,False,False
220,C384-115,ketoprofen,PPARG — Peroxisome proliferator-activated receptor gamma,仍可探索,DKYWVDODHFEZIM-UHFFFAOYSA-N__CHEMBL235,20,180,525,False,0,186,568,False,0,False,False
221,C384-130,vemurafenib,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",仍可探索,GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL4005,20,379,669,False,0,174,685,False,0,False,False
222,C384-190,metformin,FLT3 — Receptor-type tyrosine-protein kinase FLT3,仍可探索,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL1974,20,330,679,False,0,121,532,False,0,False,False
223,C384-191,alpelisib,MMP12 — Macrophage metalloelastase,仍可探索,STUWGJZDJHPWGZ-LBPRGKRZSA-N__CHEMBL4393,20,66,598,False,0,275,716,False,0,False,False
224,C384-092,pomalidomide,HDAC2 — Histone deacetylase 2,先解决具体问题,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL1937,1,121,589,False,0,20,81,False,0,False,False
225,C384-116,dabrafenib,HDAC1 — Histone deacetylase 1,先解决具体问题,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL325,1,357,679,False,0,379,656,False,0,False,False
226,C384-117,telmisartan,MME — Neprilysin,先解决具体问题,RMMXLENWKUUMAY-UHFFFAOYSA-N__CHEMBL1944,1,318,486,False,0,101,343,False,0,False,False
227,C384-088,esmolol,CA4 — Carbonic anhydrase 4,先解决具体问题,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL3729,1,28,608,False,0,7,551,False,0,False,False
228,C384-090,levamlodipine,CA7 — Carbonic anhydrase 7,先解决具体问题,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL2326,1,9,234,False,1,7,69,True,3,False,True
229,C384-091,nevirapine,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",先解决具体问题,NQDJXKOVJZTUJA-UHFFFAOYSA-N__CHEMBL3522,1,307,558,False,0,273,463,False,0,False,False
230,C384-284,pilocarpine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL2722,1,39,236,False,1,1,110,False,1,False,False
231,C384-079,idelalisib,HDAC11 — Histone deacetylase 11,先解决具体问题,IFSDAJWBUCMOAH-HNNXBMFYSA-N__CHEMBL3310,2,183,710,False,0,173,704,False,0,False,False
232,C384-097,betrixaban,F7 — Coagulation factor VII,先解决具体问题,XHOLNRLADUSQLD-UHFFFAOYSA-N__CHEMBL3991,2,288,85,False,1,371,564,False,0,False,False
233,C384-002,tedizolid,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4898,2,284,419,False,0,104,179,False,0,False,False
234,C384-095,clascoterone,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",先解决具体问题,GPNHMOZDMYNCPO-PDUMRIMRSA-N__CHEMBL3522,2,262,569,False,0,145,114,False,1,False,False
235,C384-096,levamlodipine,DHFR — Dihydrofolate reductase,先解决具体问题,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL202,2,69,287,False,0,159,376,False,0,False,False
236,C384-099,acetaminophen,MIF — Macrophage migration inhibitory factor,先解决具体问题,RZVAJINKPMORJF-UHFFFAOYSA-N__CHEMBL2085,2,142,608,False,0,30,575,False,0,False,False
237,C384-195,gemcitabine,DNMT1 — DNA (cytosine-5)-methyltransferase 1,先解决具体问题,SDUQYLNIPVEERB-QPPQHZFASA-N__CHEMBL1993,2,99,635,False,0,228,216,False,0,False,False
238,C384-286,pilocarpine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL1908,2,44,248,False,1,2,80,True,1,False,True
239,C384-101,thalidomide,HDAC2 — Histone deacetylase 2,先解决具体问题,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL1937,3,45,591,False,0,134,281,False,0,False,False
240,C384-100,etonogestrel,ESR2 — Estrogen receptor beta,先解决具体问题,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL242,3,127,117,False,0,73,29,True,2,False,True
241,C384-159,bictegravir,EZH2 — Histone-lysine N-methyltransferase EZH2,先解决具体问题,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2189110,3,69,206,False,0,216,91,False,0,False,False
242,C384-160,baricitinib,HDAC1 — Histone deacetylase 1,先解决具体问题,XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL325,3,231,640,False,0,253,566,False,0,False,False
243,C384-161,articaine,MME — Neprilysin,先解决具体问题,QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1944,3,165,346,False,0,273,550,False,0,False,False
244,C384-266,oxycodone,CA2 — Carbonic anhydrase 2,先解决具体问题,BRUQQQPBMZOVGD-XFKAJCMBSA-N__CHEMBL205,3,10,120,False,0,11,381,False,0,False,False
245,C384-154,bempedoic acid,MMP3 — Stromelysin-1,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL283,3,145,227,False,0,312,444,False,0,False,False
246,C384-223,olmesartan,MME — Neprilysin,先解决具体问题,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL1944,3,77,182,False,1,4,56,True,3,False,True
247,C384-081,duvelisib,HDAC11 — Histone deacetylase 11,先解决具体问题,SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL3310,4,313,675,False,0,335,482,False,0,False,False
248,C384-118,nilotinib,GART — Trifunctional purine biosynthetic protein adenosine-3,先解决具体问题,HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3972,4,321,672,False,0,315,635,False,0,False,False
249,C384-041,landiolol,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,WMDSZGFJQKSLLH-RBBKRZOGSA-N__CHEMBL5141,4,173,408,False,0,126,484,False,0,False,False
250,C384-104,rilpivirine,YES1 — Tyrosine-protein kinase Yes,先解决具体问题,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2073,4,121,91,False,2,98,84,False,0,False,False
251,C384-075,capmatinib,EZH2 — Histone-lysine N-methyltransferase EZH2,先解决具体问题,LIOLIMKSCNQPLV-UHFFFAOYSA-N__CHEMBL2189110,4,302,719,False,0,362,720,False,0,False,False
252,C384-155,bempedoic acid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL402,4,150,245,False,0,180,531,False,0,False,False
253,C384-224,thalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3310,4,33,511,False,0,190,362,False,0,False,False
254,C384-289,nicotine,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,SNICXCGAKADSCV-JTQLQIEISA-N__CHEMBL4523510,4,101,376,False,1,242,526,False,0,False,False
255,C384-306,hydroxychloroquine,CTSC — Dipeptidyl peptidase 1,先解决具体问题,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL2252,4,196,175,True,3,26,132,True,3,True,True
256,C384-083,paroxetine,MAOB — Amine oxidase [flavin-containing] B,先解决具体问题,AHOUBRCZNHFOSL-YOEHRIQHSA-N__CHEMBL2039,5,124,95,False,0,114,153,False,1,False,False
257,C384-107,lenalidomide,HDAC2 — Histone deacetylase 2,先解决具体问题,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL1937,5,150,539,False,0,16,51,True,1,False,True
258,C384-005,ranolazine,IGF1R — Insulin-like growth factor 1 receptor,先解决具体问题,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL1957,5,197,237,False,0,85,163,False,0,False,False
259,C384-028,nimodipine,F7 — Coagulation factor VII,先解决具体问题,UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL3991,5,114,98,False,0,216,395,False,0,False,False
260,C384-029,articaine,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1929,5,134,249,False,1,222,493,False,0,False,False
261,C384-105,pemigatinib,CDK9 — Cyclin-dependent kinase 9,先解决具体问题,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL3116,5,338,599,False,0,337,30,False,0,False,False
262,C384-106,rilpivirine,FYN — Tyrosine-protein kinase Fyn,先解决具体问题,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL1841,5,90,75,False,0,129,91,True,0,False,True
263,C384-108,teriflunomide,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,UTNUDOFZCWSZMS-YFHOEESVSA-N__CHEMBL1929,5,11,85,False,1,2,100,False,0,False,False
264,C384-165,baricitinib,HDAC11 — Histone deacetylase 11,先解决具体问题,XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL3310,5,346,678,False,0,257,644,False,0,False,False
265,C384-087,dabrafenib,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",先解决具体问题,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4005,5,372,569,False,0,277,602,False,0,False,False
266,C384-109,ruxolitinib,HDAC11 — Histone deacetylase 11,先解决具体问题,HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL3310,6,363,702,False,0,289,674,False,0,False,False
267,C384-030,alvimopan,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,UPNUIXSCZBYVBB-JVFUWBCBSA-N__CHEMBL5705,6,154,419,False,0,6,64,True,2,False,True
268,C384-264,retapamulin,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,先解决具体问题,STZYTFJPGGDRJD-NHUWBDDWSA-N__CHEMBL1902,6,3,63,True,2,35,310,False,0,False,True
269,C384-267,pomalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL3310,6,44,369,False,1,243,265,True,2,False,True
270,C384-309,brivaracetam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL4523510,6,249,661,False,0,99,134,True,2,False,True
271,C384-311,meropenem,MMP7 — Matrilysin,先解决具体问题,DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL4073,6,180,317,False,0,290,123,False,1,False,False
272,C384-320,mirdametinib,HDAC11 — Histone deacetylase 11,先解决具体问题,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3310,6,21,598,False,0,112,684,False,0,False,False
273,C384-123,esmolol,CA7 — Carbonic anhydrase 7,先解决具体问题,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL2326,7,2,491,False,0,3,410,False,0,False,False
274,C384-202,ivabradine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL2722,7,226,348,False,0,16,494,False,0,False,False
275,C384-203,epinephrine,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL2243,7,363,717,False,0,369,581,False,0,False,False
276,C384-206,eltrombopag,LCK — Tyrosine-protein kinase Lck,先解决具体问题,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL258,7,63,320,False,0,55,87,True,1,False,True
277,C384-265,vorapaxar,DPP4 — Dipeptidyl peptidase 4,先解决具体问题,ZBGXUVOIWDMMJE-QHNZEKIYSA-N__CHEMBL284,7,254,584,False,0,83,91,False,0,False,False
