drug_names,origin_areas,origin_summary,origin_status,source_urls,scope_limits
losartan,CARDIOVASCULAR;RENAL_URINARY;ENDOCRINE_METABOLIC_REPRODUCTIVE,高血压、特定高血压伴左室肥厚卒中风险降低、2型糖尿病肾病,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a397502e-abe7-49cf-97c7-d53a616947eb;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=021cd76a-b093-4704-8410-5e7d01e20a54;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e136356b-e4d2-4e00-a409-35825c5637c9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c43e9dc6-2c8a-47d7-b40d-eb55dfe11a51,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
luliconazole,INFECTION;DERMATOLOGIC,足癣/股癣/体癣局部抗真菌治疗,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7ccda3ba-9c98-468d-83c6-7f0cc7c88c33;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7016010-ce43-4c09-8d21-aeb697ffed31,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
mebendazole,INFECTION,肠道蠕虫感染；VERMOX蛔/鞭虫，EMVERM另含蛲/钩虫,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a720c424-517a-461b-8e13-6c37caf8aa3f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a8c46363-f739-4f6e-bca8-1ce5e8d3f78d,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
meropenem,INFECTION,复杂皮肤/腹腔细菌感染及儿童细菌性脑膜炎；含vaborbactam复方另有cUTI,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8a2a545e-b336-416a-be73-9e0a7ccf6177;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e8848f4a-bca9-4978-b0a1-38483fd4d639;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e237fd0f-3050-42a3-b43e-b6fb4824e93d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=240325ba-47a8-4ad1-bcab-6772069ee790,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。输入含VABOMERE复方；保留感染宏类，不把复方cUTI归单体独立批准。
methylnaltrexone,GASTROINTESTINAL;ONCOLOGY,阿片诱导便秘，含晚期疾病/活动癌痛姑息场景；不治疗癌症本体,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c488fb7c-0a5b-487c-b452-996809d1cb99,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。ONCOLOGY仅癌痛阿片便秘姑息支持场景，不是抗癌。
migalastat,ENDOCRINE_METABOLIC_REPRODUCTIVE,特定可响应GLA变异Fabry病；肾底物终点不等于独立全部肾病用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66dbd928-0f1c-48b1-a832-54e4abd9f1db,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
morphine,NEURO_PSYCHIATRIC,需要阿片治疗的严重急/慢性疼痛；非针对所有致痛原发病的治疗,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=533034fd-c8e7-495b-8874-0db41bd1e65a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=67f0ee8d-696e-4c08-9007-3df0e3988bad;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69a0d5be-3211-4b7f-962b-e9d9a507321f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c354b3bf-86c0-4bb8-8b1f-be2164942698,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
naltrexone,NEURO_PSYCHIATRIC;ENDOCRINE_METABOLIC_REPRODUCTIVE,酒精依赖及外源阿片作用阻断；CONTRAVE与bupropion复方长期体重管理,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57e8b767-54c2-dfa3-e063-6394a90ae6c2;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f821dd49-3fa7-4d33-99de-19023ff1ae65;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57439bad-00f0-5696-e063-6294a90a2ea5;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=adb7c4dc-221a-4d91-9687-0d78913a92ad;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=485ff360-32c8-11df-928b-0002a5d5c51b,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。体重管理为与bupropion复方，不宣称本药单体获批减肥。
nicotine polacrilex,NEURO_PSYCHIATRIC,戒烟尼古丁渴求与戒断症状,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a94092b-f80e-c656-e063-6294a90ab15a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec341a77-5b62-4980-8d31-27c12ae92561,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
olanzapine,NEURO_PSYCHIATRIC,精神分裂症、双相I躁狂/混合/维持及相关急性激越；与fluoxetine联合双相抑郁/难治抑郁,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=63bcfe98-d1fc-4cd7-9212-f59ee4dcc6d1;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c47ee16f-5a86-49f2-8d85-5f49a6c8d91e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38a89689-efc2-4931-8f65-868dc0248d6a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5ba67321-6988-46ea-97a0-549954e2c405,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
olmesartan,CARDIOVASCULAR,高血压；标签为medoxomil前药，含HCT复方条目仍同用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1be698df-30a0-4117-8c24-7253af94c8ad;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=812d2d57-14d6-48a9-9687-85c2d125197e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6b8585a2-22e0-4a4f-a1c3-24bcdec01834;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569596a2-98f0-116a-e063-6294a90a3fa1,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。活性体与medoxomil前药需身份另核；检测到复方污染但不增添原疾病领域。
ondansetron,GASTROINTESTINAL;ONCOLOGY,化疗/放疗及术后恶心呕吐预防；肿瘤场景支持治疗而非抗癌,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=416be720-82e8-4a6d-8531-c1a29869daae;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=269c920c-643a-4eea-9bf9-b1f008915db9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f175a336-433b-7ab2-e053-2995a90ad5ca;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a29b5c18-9884-4c88-8827-65d9ad5f69f6,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。ONCOLOGY仅化放疗支持治疗，不是抗癌。
oxybutynin,RENAL_URINARY,神经源性膀胱不稳定相关尿急/频/失禁/排尿症状,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a08a16a-f16d-4ef1-95bb-6943bcae0737;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7c497c6c-2448-2c80-e053-2991aa0ab8c7;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9578b6b8-5b9d-4263-9142-39b2c7216b85;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fe4ed76b-0009-455f-be30-47e80fc1afdf,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
ozanimod,NEURO_PSYCHIATRIC;IMMUNE_INFLAMMATORY;GASTROINTESTINAL,复发型MS及中重度活动性溃疡性结肠炎,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93ce2fab-edfb-4804-8074-963071de51e4,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
palbociclib,ONCOLOGY,多种特定HR/HER2及PIK3CA状态乳癌联合/维持治疗，不按乳癌亚型制造跨类,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=89a142d5-7e61-48bf-9e77-e2cd124c4792;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e0e6412f-50b4-4fd4-9364-62818d121a07,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
pantoprazole,GASTROINTESTINAL,GERD相关糜烂食管炎治疗/维持、病理高胃酸及ZE综合征；不是胃肠出血已证实用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1bb94d3c-8bc3-4193-9dd8-e9a22066707c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59f50bcb-85e5-e3f6-e063-6294a90a11ae;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58d32be2-166e-1a64-e063-6394a90a26ea;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb1e79ad-ff52-4696-8743-523f793b29d3,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
perampanel,NEURO_PSYCHIATRIC,局灶癫痫及原发全面强直阵挛发作辅助,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c72a5f7-bb22-4c48-942a-543ca84ed5a9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1b0458ea-e718-4d48-ae55-ad9b4d863810;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=695c8c73-39cb-4927-bdf6-72d16e4aa9bb;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc8f7cf2-c19c-4235-859f-9ff1dd21908e,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
pitavastatin,ENDOCRINE_METABOLIC_REPRODUCTIVE,原发高脂血症及杂合家族高胆固醇血症降低LDL,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d5a1b78-4aa6-537b-e063-6394a90a522f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=44dcbf97-99ec-427c-ba50-207e0069d6d2;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f11ee80-871e-4f13-e063-6394a90af19d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c8c50e03-5cb8-43f4-bdef-8edd12f1945f,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
pralidoxime,TOXICITY,有机磷/神经毒剂及抗胆碱酯酶药过量解毒；不是重症肌无力治疗,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2741d8fd-51c2-46be-880b-99f2b20a6137,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。重症肌无力仅作为过量致因上下文，不能归作其治疗。
probenecid,ENDOCRINE_METABOLIC_REPRODUCTIVE;MUSCULOSKELETAL_CONNECTIVE;INFECTION,痛风高尿酸血症；部分青霉素类辅助延长血药暴露，不是单药抗菌,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=65b4888c-d49a-433f-9bfd-17880ae40069;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d552de5-2d18-4464-bcaf-0311fa3f080d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ae126418-5474-4fbe-b83c-bde8b2b4ae6e,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
quinidine,CARDIOVASCULAR;INFECTION;NEURO_PSYCHIATRIC,房颤/房扑转复及复发预防、致命室性心律失常；历史恶性疟疾；NUEDEXTA神经复方辅助,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ad2ad985-cca2-25b5-e053-2995a90a402f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b0d6341b-d880-4f0b-8844-bc788c03004a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4db375a3-0cff-4fa7-af7a-2a49e0b922d0;https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=484e0918-3442-49dc-8ccf-177f1f3ee9f3,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。假性延髓情感为复方药代辅助，不等于单体神经疗效；抗疟保留历史用途。
ranolazine,CARDIOVASCULAR,慢性心绞痛,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=90c5a0c2-542c-467e-9c0c-ef320534c560;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a624dc7f-921d-4554-a813-f72dca0133c3;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6166c40c-4fbe-47c4-92e4-2dc5d3567a86;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=195c4b51-fec2-410d-8d90-487c536a8728,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
relugolix,ONCOLOGY;ENDOCRINE_METABOLIC_REPRODUCTIVE,单药晚期前列腺癌；MYFEMBREE复方子宫肌瘤重度经血及内异症疼痛,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=077a92f6-9f1b-479a-87c7-c92b5db6aa9c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc3feb73-cc84-43a8-aa32-b262460495e8,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。前列腺癌为单药，妇科用途为含雌二醇/炔诺酮复方。
ribociclib,ONCOLOGY,HR阳性HER2阴性高风险早期及晚期乳癌联合方案,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aaeaef94-f3f5-4367-8ea2-b181d7be2da8,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
rimegepant,NEURO_PSYCHIATRIC,偏头痛急性治疗与发作性偏头痛预防,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ef08e09-1098-35cc-e053-2a95a90a3e1d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=86ef19d2-d6dc-4ac1-a793-dc549cc6bb9b,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
rolapitant,GASTROINTESTINAL;ONCOLOGY,与其他止吐药联合预防化疗迟发恶心呕吐；非抗癌,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8670c3cf-82d9-466d-be49-de33d8c8742b,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。ONCOLOGY仅化疗支持治疗，且联合止吐药。
ruxolitinib,ONCOLOGY;IMMUNE_INFLAMMATORY;DERMATOLOGIC,骨髓纤维化、真性红细胞增多症；急/慢性GVHD；局部特应性皮炎和非节段白癜风,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1c82580-87ae-11e0-bc84-0002a5d5c51b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=24da5509-6631-4795-9d42-273faecd08e7,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。骨髓纤维化/PV按肿瘤，而GVHD及皮肤病为真实非肿瘤用途；剂型不同。
selegiline,NEURO_PSYCHIATRIC,帕金森患者左旋多巴治疗辅助；EMSAM贴剂成人MDD,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=040a97e5-efd1-4a2f-b737-2f13e5366d70;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=df88d6bf-0fda-3825-e053-2a95a90a3a75;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1924db3d-6a16-4496-cfd0-6903be146925;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4848270a-1179-410c-b4e6-a7e555b3a988;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b891bd9f-fdb8-4862-89c5-ecdd700398a3,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
silodosin,RENAL_URINARY;ENDOCRINE_METABOLIC_REPRODUCTIVE,BPH症状；明确非高血压用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ee8d577e-948d-4164-9671-c876544ac83b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=afbf4823-8663-4152-9346-ca42c7b7d722;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43f83422-680f-411e-bbc3-2b092e64a017;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de619e27-9384-4b86-abdc-de0557cd39e8,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
sotagliflozin,CARDIOVASCULAR,心衰或T2DM+CKD+CV风险人群降低心血管死亡和心衰就诊；此INPEFA标签不是一般降糖/肾病适应症,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a46614e-05f6-421a-b6f4-d6f8760d643a,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。T2DM/CKD为风险人群条件，未误记为INPEFA独立降糖或慢性肾病治疗。
tadalafil,RENAL_URINARY;ENDOCRINE_METABOLIC_REPRODUCTIVE;CARDIOVASCULAR;RESPIRATORY,ED/BPH及ADCIRCA肺动脉高压提高运动能力,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cf9431ef-ea02-457d-b83a-ce13fb963d95;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=394be6ef-c0f7-4cd5-8062-39fda5c1c2c4;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6847ad6-3b5b-47e5-a3b5-04dc3182d72b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3409762-3b2b-1cfc-e053-2995a90ab91b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff61b237-be8e-461b-8114-78c52a8ad0ae,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
tamsulosin,RENAL_URINARY;ENDOCRINE_METABOLIC_REPRODUCTIVE,BPH症状；明确非高血压用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e3206ba-db3e-40b3-b46b-c7ae4703fdea;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e4202c52-be9d-41d9-b5ff-122740298544;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a608ddc8-fe42-484e-b61f-307c60151138;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e9372720-bd02-e4a6-0afd-42fe0c661c00,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
tasimelteon,NEURO_PSYCHIATRIC,非24小时睡眠觉醒障碍和Smith-Magenis综合征夜间睡眠紊乱,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce5a2fa3-ed54-422d-96c2-1821496eb32f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca4a9b63-708e-49e9-8f9b-010625443b90;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46b09064-a675-92d5-24a7-dac0410f77ae;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=99cb1928-e57d-4d04-87a1-38108780598a,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
tedizolid,INFECTION;DERMATOLOGIC,敏感革兰阳性菌急性细菌皮肤/结构感染,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=75672079-589f-451a-bdbf-eaebcfcc80a9,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
teriflunomide,NEURO_PSYCHIATRIC;IMMUNE_INFLAMMATORY,复发型MS，含临床孤立综合征/复发缓解及活动继发进展型,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d2724f6-8812-4a26-b2ec-936b71f868e1;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cbf32b27-e63a-4544-9c1f-6564e82200e5;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2fd80242-c607-4c50-b497-8259abb4a2f8;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8c1bc23b-a62b-4172-a603-8b97761514b4,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
ticagrelor,CARDIOVASCULAR,ACS/心梗史、特定CAD及急性缺血卒中/TIA患者降低心脑血管/支架血栓事件,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=557351f1-47b7-216d-e063-6394a90afb51;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=40ac26dc-2570-de7e-e063-6294a90ade72;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1bbdc202-bbe4-4aec-b4e9-1f1feb41d819;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=555d4e44-9bb2-474e-9bea-c549e3261dbb,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
tizanidine,NEURO_PSYCHIATRIC,成人痉挛状态症状控制,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=63b7eba3-6dea-4d89-bc42-7e965ae9795d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59d83e3a-5e44-d8d0-e063-6294a90aa65a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=25db7cc0-604c-3d6b-e063-6394a90a337f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6dd9946f-b2a4-1732-e053-2a91aa0a648f,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
trametinib,ONCOLOGY,BRAF特定突变黑色素瘤、NSCLC、未分化甲状腺癌、实体瘤及儿童低级别胶质瘤；不包括标签排除的CRC,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0002ad27-779d-42ab-83b5-bc65453412a1,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
trospium,RENAL_URINARY;NEURO_PSYCHIATRIC,单药OAB；COBENFY复方精神分裂症的外周拮抗辅助成分,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7a2fea88-266d-4fc0-a476-66dc6effcff7;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1c8bd8b-7ff8-5940-e053-2995a90ae656;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=095f54ba-4d43-4266-8942-eede6678ee3b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e5e2b3a-467b-4312-9778-8ff2ce938838;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8f0e73bf-6025-44f6-ab64-0983322de0df,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。神经领域仅复方支持角色，并非单体治精神分裂症。
umeclidinium,RESPIRATORY,COPD维持,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=763388a5-cc89-4c25-8562-521df679b7e8;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dbb64747-1505-49d7-9a33-99dd402e96d3,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
vandetanib,ONCOLOGY,不可切除/转移且有症状或进展的甲状腺髓样癌,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e5721cb8-4185-47b9-bbb3-1c587e558a03,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
vemurafenib,ONCOLOGY,BRAF特定突变黑色素瘤及Erdheim-Chester病（组织细胞肿瘤）,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38eea320-7e0c-485a-bc30-98c3c45e2763,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。
