candidate_id,pair_id,modeled_entity_name,drug_names,gene_symbol,target_chembl_id,recommendation_band,evidence_utility_unvalidated,within_target_review_order,execution_condition,proposed_stage
C384-083,AHOUBRCZNHFOSL-YOEHRIQHSA-N__CHEMBL2039,paroxetine,paroxetine,MAOB,CHEMBL2039,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-084,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1936,glasdegib,glasdegib,KIT,CHEMBL1936,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-085,DOUYETYNHWVLEO-UHFFFAOYSA-N__CHEMBL1782,imiquimod,imiquimod,FDPS,CHEMBL1782,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-086,LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL1871,belzutifan,belzutifan,AR,CHEMBL1871,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-087,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4005,dabrafenib,dabrafenib,PIK3CA,CHEMBL4005,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.25,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-088,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL3729,esmolol,esmolol,CA4,CHEMBL3729,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-089,DRHKJLXJIQTDTD-OAHLLOKOSA-N__CHEMBL3729,tamsulosin,tamsulosin,CA4,CHEMBL3729,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-090,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL2326,levamlodipine,levamlodipine,CA7,CHEMBL2326,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-091,NQDJXKOVJZTUJA-UHFFFAOYSA-N__CHEMBL3522,nevirapine,nevirapine,CYP17A1,CHEMBL3522,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-092,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL1937,pomalidomide,pomalidomide,HDAC2,CHEMBL1937,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-093,IUBSYMUCCVWXPE-UHFFFAOYSA-N__CHEMBL3729,metoprolol,metoprolol,CA4,CHEMBL3729,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-094,FBOUYBDGKBSUES-VXKWHMMOSA-N__CHEMBL2326,solifenacin,solifenacin,CA7,CHEMBL2326,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-095,GPNHMOZDMYNCPO-PDUMRIMRSA-N__CHEMBL3522,clascoterone,clascoterone,CYP17A1,CHEMBL3522,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-096,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL202,levamlodipine,levamlodipine,DHFR,CHEMBL202,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-097,XHOLNRLADUSQLD-UHFFFAOYSA-N__CHEMBL3991,betrixaban,betrixaban,F7,CHEMBL3991,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-098,HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,edoxaban,edoxaban,F7,CHEMBL3991,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-099,RZVAJINKPMORJF-UHFFFAOYSA-N__CHEMBL2085,acetaminophen,acetaminophen,MIF,CHEMBL2085,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-100,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL242,etonogestrel,etonogestrel,ESR2,CHEMBL242,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-101,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL1937,thalidomide,thalidomide,HDAC2,CHEMBL1937,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-102,UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL2326,nimodipine,nimodipine,CA7,CHEMBL2326,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-103,PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL1974,etravirine,etravirine,FLT3,CHEMBL1974,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-104,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2073,rilpivirine,rilpivirine,YES1,CHEMBL2073,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-105,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL3116,pemigatinib,pemigatinib,CDK9,CHEMBL3116,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-106,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL1841,rilpivirine,rilpivirine,FYN,CHEMBL1841,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-107,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL1937,lenalidomide,lenalidomide,HDAC2,CHEMBL1937,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-108,UTNUDOFZCWSZMS-YFHOEESVSA-N__CHEMBL1929,teriflunomide,teriflunomide,XDH,CHEMBL1929,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,6.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-109,HFNKQEVNSGCOJV-OAHLLOKOSA-N__CHEMBL3310,ruxolitinib,ruxolitinib,HDAC11,CHEMBL3310,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-110,NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL205,amisulpride,amisulpride,CA2,CHEMBL205,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-111,RLAWWYSOJDYHDC-BZSNNMDCSA-N__CHEMBL1994,lisinopril,lisinopril,NR3C2,CHEMBL1994,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-112,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1974,glasdegib,glasdegib,FLT3,CHEMBL1974,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-113,HTIQEAQVCYTUBX-UHFFFAOYSA-N__CHEMBL3242,amlodipine,amlodipine,CA12,CHEMBL3242,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-114,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2007,glasdegib,glasdegib,PDGFRA,CHEMBL2007,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-115,DKYWVDODHFEZIM-UHFFFAOYSA-N__CHEMBL235,ketoprofen,ketoprofen,PPARG,CHEMBL235,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,6.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-116,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL325,dabrafenib,dabrafenib,HDAC1,CHEMBL325,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.75,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-117,RMMXLENWKUUMAY-UHFFFAOYSA-N__CHEMBL1944,telmisartan,telmisartan,MME,CHEMBL1944,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.75,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-118,HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3972,nilotinib,nilotinib,GART,CHEMBL3972,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.75,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-119,UCJGJABZCDBEDK-UHFFFAOYSA-N__CHEMBL2041,bazedoxifene,bazedoxifene,RET,CHEMBL2041,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.75,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-120,GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL2041,raloxifene,raloxifene,RET,CHEMBL2041,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.75,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-121,GDLBFKVLRPITMI-UHFFFAOYSA-N__CHEMBL1844,diazoxide,diazoxide,CSF1R,CHEMBL1844,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-122,KVWDHTXUZHCGIO-UHFFFAOYSA-N__CHEMBL2292,olanzapine,olanzapine,DYRK1A,CHEMBL2292,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-123,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL2326,esmolol,esmolol,CA7,CHEMBL2326,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.5,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-124,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL208,dasabuvir,dasabuvir,PGR,CHEMBL208,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-125,IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL261,vaborbactam,vaborbactam,CA1,CHEMBL261,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-126,IUBSYMUCCVWXPE-UHFFFAOYSA-N__CHEMBL2326,metoprolol,metoprolol,CA7,CHEMBL2326,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.5,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-127,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL1902,colchicine,colchicine,FKBP1A,CHEMBL1902,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.5,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-128,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL1808,macimorelin,macimorelin,ACE,CHEMBL1808,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.25,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-129,CJBJHOAVZSMMDJ-HEXNFIEUSA-N__CHEMBL1902,darunavir,darunavir,FKBP1A,CHEMBL1902,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.25,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-130,GPXBXXGIAQBQNI-UHFFFAOYSA-N__CHEMBL4005,vemurafenib,vemurafenib,PIK3CA,CHEMBL4005,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.25,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-131,DEVSOMFAQLZNKR-RJRFIUFISA-N__CHEMBL5145,selinexor,selinexor,BRAF,CHEMBL5145,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-132,HSUGRBWQSSZJOP-RTWAWAEBSA-N__CHEMBL4393,diltiazem,diltiazem,MMP12,CHEMBL4393,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-133,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL3553,hydroxychloroquine,hydroxychloroquine,TYK2,CHEMBL3553,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-134,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL3535,varenicline,varenicline,PDE9A,CHEMBL3535,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-135,ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL1935,sotalol,sotalol,ALDH2,CHEMBL1935,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-136,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL5145,enasidenib,enasidenib,BRAF,CHEMBL5145,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-137,VWVSBHGCDBMOOT-IIEHVVJPSA-N__CHEMBL3045,desoximetasone,desoximetasone,PRKCB,CHEMBL3045,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,5.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-138,OJFSXZCBGQGRNV-UHFFFAOYSA-N__CHEMBL2243,carbinoxamine,carbinoxamine,FAAH,CHEMBL2243,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-139,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL279,ranolazine,ranolazine,KDR,CHEMBL279,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-140,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL2276,dolutegravir,dolutegravir,MAPK8,CHEMBL2276,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-141,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,pemigatinib,pemigatinib,PDE3A,CHEMBL241,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-142,DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL1994,vibegron,vibegron,NR3C2,CHEMBL1994,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,5,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-143,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL286,palbociclib,palbociclib,REN,CHEMBL286,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-144,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,levamlodipine,levamlodipine,CA1,CHEMBL261,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-145,WAEXFXRVDQXREF-UHFFFAOYSA-N__CHEMBL4791,vorinostat,vorinostat,ECE1,CHEMBL4791,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-146,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL261,labetalol,labetalol,CA1,CHEMBL261,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,4,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-147,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL4179,rilpivirine,rilpivirine,MAPK9,CHEMBL4179,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-148,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL3535,avanafil,avanafil,PDE9A,CHEMBL3535,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-149,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2973,guanfacine,guanfacine,ROCK2,CHEMBL2973,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-150,GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL2326,methocarbamol,methocarbamol,CA7,CHEMBL2326,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,6,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-151,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2326,ranolazine,ranolazine,CA7,CHEMBL2326,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,7,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-152,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2276,rilpivirine,rilpivirine,MAPK8,CHEMBL2276,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-153,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL2034,dasabuvir,dasabuvir,NR3C1,CHEMBL2034,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,5.0,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-154,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL283,bempedoic acid,bempedoic acid,MMP3,CHEMBL283,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.75,1,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-155,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL402,bempedoic acid,bempedoic acid,HMGCR,CHEMBL402,ADDITIONAL_SOURCE_OR_CHEMICAL_SUPPORT,4.75,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",FOLLOW_UP_AFTER_TARGET_QC
C384-156,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL2326,morphine,morphine,CA7,CHEMBL2326,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,8,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-157,BRUQQQPBMZOVGD-XFKAJCMBSA-N__CHEMBL2326,oxycodone,oxycodone,CA7,CHEMBL2326,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,9,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-158,JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL1902,methylnaltrexone,methylnaltrexone,FKBP1A,CHEMBL1902,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-159,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2189110,bictegravir,bictegravir,EZH2,CHEMBL2189110,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-160,XUZMWHLSFXCVMG-UHFFFAOYSA-N__CHEMBL325,baricitinib,baricitinib,HDAC1,CHEMBL325,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,2,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
C384-161,QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1944,articaine,articaine,MME,CHEMBL1944,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,4.5,3,"Qualified matching reference, construct/activity, compound identity/solubility and buffer stability required before interpretation.",RESERVE_EXPLORATORY_EXPANSION_AFTER_INITIAL_RESULTS
