drug_names,origin_areas,origin_summary,origin_status,source_urls,scope_limits
indomethacin,MUSCULOSKELETAL_CONNECTIVE;IMMUNE_INFLAMMATORY;ENDOCRINE_METABOLIC_REPRODUCTIVE,中重度RA/AS/OA、急性痛肩滑囊炎/肌腱炎及普通胶囊急性痛风性关节炎,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=12821a3a-b5f2-4415-84c9-0a30a4725f1e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d2997707-1541-4f5d-8c8d-70b0a13be8b2;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bf93022c-a965-49c5-a852-c59e580d7d91;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=205fc4e7-e118-509e-e063-6394a90a78e6,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
ixabepilone,ONCOLOGY,蒽环/紫杉耐药局晚或转移乳腺癌联合capecitabine；蒽环/紫杉/capecitabine失败后单药,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=241f0b1e-8b95-470d-876f-bf1804daaf18,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
lacosamide,NEURO_PSYCHIATRIC,≥1月龄部分性发作治疗；≥4岁原发全面强直阵挛发作辅助,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b9a0ca8c-593c-48e8-b2a7-d30d5f6e6a9b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=458e80da-8fc1-4715-9b4b-bc4f388f933f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ecb8b33e-7cbd-4f5e-9fe9-e72dff9bcb86;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec1c5ddb-1143-7e6a-e053-2995a90a8382,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
lasmiditan,NEURO_PSYCHIATRIC,成人伴或不伴先兆偏头痛急性治疗；不预防,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aea3358c-ff41-4490-9e6d-c7bf7b3de13f,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
levamlodipine,CARDIOVASCULAR,成人及≥6岁高血压降压以降低卒中/心梗等风险；不得把风险管理提到的糖尿病当适应证,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3cca66e-348a-43e8-8f96-e995104dae3d,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
lifitegrast,EYE_ENT,干眼症体征及症状,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8589d376-ac10-4ddb-9c53-2e0c8d5675c4;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d4b4b61-79da-4b6f-bb19-056d111bf400,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
lofexidine,NEURO_PSYCHIATRIC,成人阿片突然停用时戒断症状缓解；非过量解毒,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77367dfa-434f-4d61-95fe-f0f1628457d1;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a848cc2-4dda-40d9-8b01-d789fe8981ed;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce4488e2-842c-45ba-aca7-075a900e2a1c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=335e26bf-b236-46d6-81cf-2879e5f3b1d9,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
loxapine,NEURO_PSYCHIATRIC,精神分裂症；吸入剂成人精神分裂症或双相I相关急性激越,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce8c5a31-7600-4525-a0c7-b3adc9ec2977;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=832ce6b1-5846-4a5b-adb4-ac4e0f502d78;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50e11732-7387-452d-b3e6-db3a431d5c4a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3e412c36-66b0-444b-833b-cea79976844e,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
lumateperone,NEURO_PSYCHIATRIC,成人精神分裂症、双相I/II抑郁发作单药或锂/丙戊酸辅助、MDD抗抑郁药辅助,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=db730b06-6351-47fd-8183-e61e61bbead5,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
meloxicam,MUSCULOSKELETAL_CONNECTIVE;IMMUNE_INFLAMMATORY,OA/RA及≥60kg少关节/多关节幼年RA症状缓解；仅抓取片剂用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=385b7cf4-976a-4a58-9ebc-def8b6e78b75;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f210e6b4-43b3-4d33-bc0b-013a0f907d3e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58d34e5d-4efb-3d76-e063-6394a90aa0f6;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58dbce26-b2ac-2ce4-e063-6294a90a5727,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
metformin,ENDOCRINE_METABOLIC_REPRODUCTIVE,饮食运动辅助改善2型糖尿病血糖；成人及部分剂型≥10岁儿童,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b6d7edc9-93d6-4480-906d-55c18d053600;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fb832474-88d9-4e29-95cd-fbc446944cc4;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bfd6ec0f-8264-4877-aa6d-f347f53bc426;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c568d49f-c040-4f1e-ad36-77b05ab659c3,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
metoclopramide,GASTROINTESTINAL,常规治疗失败成人症状性证实GERD短期4–12周；急性/复发糖尿病胃轻瘫症状；非儿科推荐，非>12周GERD,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=595439ae-cf01-821c-e063-6294a90af16a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58e70a1b-ac93-ff1d-e063-6394a90aa2da;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0034a97a-fb05-418a-a234-de278907cd2a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3cd4b274-6176-4e5b-9765-4f50763bd58f,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
mirabegron,RENAL_URINARY,成人OAB尿急/频/急迫性失禁；≥3岁儿科神经源性逼尿肌过度活动，片剂≥35kg限制、混悬剂不同,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5f7a1758-8691-4e53-96d6-a01626ee8140;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c9022af-4841-4f3f-9737-1c5eef58e86b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d0054db9-e38a-4786-be2c-996fa5b8f47d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e597023d-6dcc-4d9e-8ce0-2d28a5d862f3,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
nalmefene,TOXICITY,天然/合成阿片过量紧急逆转呼吸/CNS抑制及注射剂部分/完全逆转阿片作用；部分剂型≥12岁；不能代替急救,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a59a5847-9fe4-4341-a203-be0a5e6d3e36;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3abfbffc-9e52-4fc6-ae92-6e0a97f4afe7;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=999a4269-9e54-4801-b2ac-2a7276f0b94f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=22d67228-6c24-47ca-afc7-52ef279520a0,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
nevirapine,INFECTION,联合其他ARV治疗成人/≥15日HIV1；按性别/CD4阈值限制启动,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c6e93829-7024-48f6-8023-da6ff27dfc0a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbd628db-4076-4fe0-8323-9cc33ae92e42;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=690da74b-2481-47fc-93ae-8340e0caf0a4;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8dfe86aa-ea5d-48d2-94a8-1a5506055d70,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
nilotinib,ONCOLOGY,Ph+CML慢性期初治成人/儿科；既往imatinib等耐药/不耐受成人慢性/加速期及儿科慢性期；年龄/制剂限制,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b34e7fd4-53c5-46d8-bf8a-1fcbe7a16504;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98b197ea-bca4-427e-8737-97f70a3262bc;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8283672c-619f-fe60-3d25-040f95ac1440;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6093952a-5248-45cb-ad17-33716a411146,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
olaparib,ONCOLOGY,指定BRCA/HRD卵巢输卵管/原发腹膜癌维持；指定gBRCA HER2阴性乳腺癌辅助/转移治疗；指定BRCA胰腺癌维持与HRR/BRCA转移去势抵抗前列腺癌单药/abiraterone联合；基因检测及既往疗程条件依原文,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=741ff3e3-dc1a-45a6-84e5-2481b27131aa,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
olodaterol,RESPIRATORY,COPD含慢支/肺气肿长期维持支扩；不治急性恶化或哮喘,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d9a5433-857e-44ea-b3d6-2a400ca0cef5,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
osilodrostat,ENDOCRINE_METABOLIC_REPRODUCTIVE,成人Cushing综合征内源性高皮质醇，不能手术或手术未治愈,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f3a5ec24-63c3-4d83-b1c0-6c550fbe7ae2,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
oxycodone,NEURO_PSYCHIATRIC,替代治疗不足、需阿片的重度疼痛；剂型/持续治疗/耐受性限制依原文,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=928227bf-89c5-4c64-9823-0e84cc669388;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=585405bc-8b85-286f-e063-6394a90aa5cd;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=744f5d1c-7427-492c-8994-c8e817793e53;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6b6db42b-9821-4aa6-8566-297037d84079,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
ozenoxacin,INFECTION;DERMATOLOGIC,XEPI 1% 外用乳膏：≥2月龄金黄色葡萄球菌或化脓链球菌所致脓疱疮,EXTERNAL_REVIEWED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208945s001lbl.pdf,逐项核对所列官方标签/监管原文；EXTERNAL_REVIEWED 表示完成该来源审核，不代表穷尽全球/历史批准或核实当前商业供应。未把副作用、机制或禁忌证当适应证。 FDA 2019 标签；仅皮肤外用，非口服/眼用/阴道用；不外推全身感染适应证。
palonosetron,GASTROINTESTINAL,成人及特定儿科化疗相关恶心呕吐预防；成人术后恶心呕吐预防至24h；低风险不常规预防；非抗癌,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ee6f6f94-1ca7-481e-9909-b19ae64e80c2;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb2be46a-56f7-48b6-bb05-3c6b12c8b1ea;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=689c953c-2120-2546-67a4-22bb34ba3330;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=42e2d437-0712-4e9c-9c2a-00093c406d62,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
paroxetine,NEURO_PSYCHIATRIC,成人MDD、OCD、惊恐、社交焦虑、GAD、PTSD；抓取片剂未涵盖其他用途,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=598ece4d-0ac4-993b-e063-6294a90a1d34;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7d558598-6905-46da-8f34-668456c68411;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88b4c469-19b3-44b9-a378-c7c3f4f436db;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e176ff2-ed3a-4909-94e1-6b9a3581a621,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。 标签剂型/检索截断可能漏其他实际获批用途，不能当完整原用途排除表。
pilocarpine,EYE_ENT;IMMUNE_INFLAMMATORY,头颈放疗或Sjogren口干症状；眼用剂开角青光眼/眼高压降眼压、急性闭角管理、激光术后升压预防及缩瞳；不是抗癌,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6272ccac-b543-404d-9938-8583bb59ed2c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f950741-fd3f-4bf7-83b0-f5aa9dbceb76;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b85547d8-fcec-323d-e053-2995a90a4e7e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=84428e9a-f486-44d9-ad93-4ea9069a6787,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
plerixafor,HEMATOLOGIC,与filgrastim联合为NHL/MM患者自体移植采集动员造血干细胞；支持治疗不是直接抗肿瘤,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b42fda2a-80c8-4bdd-a91d-03d11bef064a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb8e1167-8378-4e73-9bcb-d69093ec829b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5d670cb4-163e-498c-b5fa-c193ea9d55c0;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ed08d2b-5051-46b2-aa37-1d6275bf9003,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
pramipexole,NEURO_PSYCHIATRIC,Parkinson病及中重度原发不宁腿综合征,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=468830df-941c-4363-b432-94de9b7fd2ac;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46f88017-7b0e-437e-90b1-37bdf9013e72;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3db0613d-524b-4b33-9a07-602f84d6c304;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f4d97c2e-f447-4cfe-b9d4-852323f0cfb5,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
prucalopride,GASTROINTESTINAL,成人慢性特发性便秘,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=89a7bdb1-e1cd-4986-bab9-a939dc764faa;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c9d7152d-b117-4346-b60c-dc87b59ead09;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=70fced73-c25b-46cb-ad30-19328e6130c3;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=124e8e82-972d-4800-9d68-14db416959b5,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
raloxifene,MUSCULOSKELETAL_CONNECTIVE;ENDOCRINE_METABOLIC_REPRODUCTIVE;ONCOLOGY,绝经后骨质疏松治疗/预防；绝经后骨质疏松或高风险女性浸润乳腺癌风险降低；不是乳腺癌治疗/复发或非浸润癌预防,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3798c70b-a4b0-4811-9788-e4c9cff47ebe;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fcaaa6dc-74e8-4fb8-800c-5574bf0f8de9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f7eb934-aa60-51e1-e053-2a91aa0a3914;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=804e873e-f48b-4c25-ad7b-41d44f61bdde,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
rasagiline,NEURO_PSYCHIATRIC,Parkinson病,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9bf059f4-4da8-48fe-aacb-c50717d36606;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2c5e3cde-1158-4b5a-9a2b-ea6c987a65e4;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ee5cc48-7e1e-b268-e063-6394a90a5629;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3b57a1c9-0ad9-40cf-a972-29851a658489,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
remimazolam,NEURO_PSYCHIATRIC,成人≤30分钟操作镇静诱导和维持,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e1838f2-b999-41a7-a761-d94f09aa531f,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
rilpivirine,INFECTION,符合初治/病毒载量≤100000条件HIV1联合ARV；稳定病毒抑制者与cabotegravir短期口服联合；年龄体重及无耐药/失败条件依剂型,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dadbf50d-6b7d-4fb5-bd9f-7769b048e764;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fb109de9-d88d-4405-8dd6-d458cbc387d1;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03880372-2c68-45c6-a53a-f420c49541d6,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
rivaroxaban,CARDIOVASCULAR;HEMATOLOGIC,NVAF卒中/系统栓塞风险降低；DVT/PE治疗及复发预防；关节置换或特定急性病VTE预防；CAD/PAD联合aspirin风险降低；儿科VTE治疗/复发预防及≥2岁Fontan术后血栓预防,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=481b7802-5093-43e7-bbd9-1532197eb6e6;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d0e105f6-28f3-45ee-83bd-7d458835242b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3b53cebf-946c-b82b-e063-6394a90a5da7;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88246a0e-befe-4dc6-81e1-4b7adc266db2,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
rosuvastatin,ENDOCRINE_METABOLIC_REPRODUCTIVE;CARDIOVASCULAR,血脂异常含原发/家族性高胆固醇、高甘油三酯、异型β脂蛋白血症；延缓动脉粥样硬化及特定成人主要CV事件风险降低；儿科年龄依HeFH/HoFH,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a370a6c2-b5cd-4aa0-b072-a5a8017a2d5b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6985e729-d963-4f32-89a1-727472b86daa;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5c992d3d-d754-48b6-a267-1451208352ed;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c607da3c-47f5-4773-8391-2a7b0826d30e,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
safinamide,NEURO_PSYCHIATRIC,Parkinson病off期levodopa/carbidopa辅助,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4d65f28-983f-42b4-bb23-023ae0fe81b2,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
selinexor,ONCOLOGY,当前所抓美国标签：指定既往治疗后 MM 联合 bortezomib/dexamethasone 或 dexamethasone；历史 R/R DLBCL（含由 FL 转化，≥2线后）加速批准已于2026-04-30撤回,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f6dd2682-75a6-4863-90a8-a3197f6f78a8|https://www.fda.gov/drugs/resources-information-approved-drugs/withdrawn-cancer-accelerated-approvals|https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2026/212306Orig1s018ltr.pdf,逐项核对所列官方标签/监管原文；EXTERNAL_REVIEWED 表示完成该来源审核，不代表穷尽全球/历史批准或核实当前商业供应。未把副作用、机制或禁忌证当适应证。 DLBCL 仅记录历史用途，不作为现行有效适应证；MM 和 DLBCL 均 ONCOLOGY，撤回不制造新的跨宏类机会。
solifenacin,RENAL_URINARY,成人OAB尿急、尿频与急迫性失禁；此快照片剂,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56026679-4002-a6c6-e063-6294a90a7b55;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d8e8f6f-0a59-479f-8415-c5c5f19e1977;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=010c0657-c907-477f-8bd7-5d455a5f50eb;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f0b8f111-1d76-4b04-9e2f-9fca9e5a0b00,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。 标签剂型/检索截断可能漏其他实际获批用途，不能当完整原用途排除表。
sotalol,CARDIOVASCULAR,已证实危及生命室性心律失常；高度症状AFIB/AFL复发延迟/窦律维持；未证实增生存、不用于低症状或易逆转情形,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7cb4879f-31e7-4862-bc0c-d439e592d81c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a36d95c-6e93-4e57-befe-b5274f359244;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c824f6b2-80c5-45a6-a491-4c14c9f5e33d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4614480b-b36e-4dbd-9fc0-d083890d297d,仅审核本次抓取的美国标签适应证片段；不是完整历史/全球获批登记。摘要保留主要用途，详细年龄、剂型、基因、既往治疗及联合/排除条件以输入原文为准；未将不良反应或机制当适应证。
