drug_names,pair_count,http_status,returned_records,total_api_matches,eligible_single_drug_label_count,unique_eligible_indication_texts,combination_records,indications_text,source_urls,all_eligible_set_ids,label_status,api_last_updated
labetalol,4,200,30,85,30,7,0,"1 INDICATIONS AND USAGE Labetalol Hydrochloride is indicated in the management of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including beta adrenergic blockers. Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program’s Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC). Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy. Labetalol Hydrochloride Tablets may be used alone or in combination with other antihypertensive agents, especially thiazide and loop diuretics. Labetalol Hydrochloride Tablets are a beta adrenergic blocker indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. ( 1 )

[LABEL]
INDICATIONS AND USAGE Labetalol hydrochloride tablets, USP are indicated in the management of hypertension. Labetalol hydrochloride tablets, USP may be used alone or in combination with other antihypertensive agents, especially thiazide and loop diuretics.

[LABEL]
INDICATIONS AND USAGE Labetalol HCl injection is indicated for control of blood pressure in severe hypertension.

[LABEL]
INDICATIONS AND USAGE Labetalol HCl tablets are indicated in the management of hypertension. Labetalol HCl tablets may be used alone or in combination with other antihypertensive agents, especially thiazide and loop diuretics.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2e50571-d8c1-43e7-b90f-877ba1c35c9b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5954cc5c-3e73-e039-e063-6394a90a7d6a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abfc6b75-1ed5-41f1-0484-4597488237bc;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30281c4d-2fd1-167a-e063-6294a90a77c4,e2e50571-d8c1-43e7-b90f-877ba1c35c9b;5954cc5c-3e73-e039-e063-6394a90a7d6a;abfc6b75-1ed5-41f1-0484-4597488237bc;30281c4d-2fd1-167a-e063-6294a90a77c4;6cb2c117-584c-4440-acfb-e4b1af4dc509;ed2293f8-2b82-c3db-e053-2995a90ad46c;63ede355-42ec-4c52-a941-51e5f6b35ed6,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
lacosamide,2,200,30,76,30,21,0,"1 INDICATIONS AND USAGE Lacosamide oral solution is indicated for: Treatment of partial-onset seizures in patients 1 month of age and older ( 1.1 ) Adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in patients 4 years of age and older ( 1.2 ) 1.1 Partial-Onset Seizures Lacosamide oral solution is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 Primary Generalized Tonic-Clonic Seizures Lacosamide oral solution is indicated as adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in patients 4 years of age and older.

[LABEL]
1 INDICATIONS AND USAGE Lacosamide oral solution is indicated for: • Treatment of partial-onset seizures in patients 1 month of age and older ( 1.1 ) • Adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in patients 4 years of age and older ( 1.2 ) 1.1 Partial-Onset Seizures Lacosamide oral solution is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 Primary Generalized Tonic-Clonic Seizures Lacosamide oral solution is indicated as adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in patients 4 years of age and older.

[LABEL]
1 INDICATIONS AND USAGE Lacosamide is indicated for: Treatment of partial-onset seizures in patients 1 month of age and older ( 1.1 ) Adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in patients 4 years of age and older ( 1.2 ) 1.1 Partial-Onset Seizures Lacosamide is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 Primary Generalized Tonic-Clonic Seizures Lacosamide is indicated as adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in patients 4 years of age and older.

[LABEL]
1 INDICATIONS AND USAGE Lacosamide injection is indicated for: Treatment of partial-onset seizures in patients 1 month of age and older ( 1.1 ) Adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in patients 4 years of age and older ( 1.2 ) 1.1 Partial-Onset Seizures Lacosamide injection is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 Primary Generalized Tonic-Clonic Seizures Lacosamide injection is indicated as adjunctive therapy in the treatment of primary generalized tonic-clonic seizures in patients 4 years of age and older.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b9a0ca8c-593c-48e8-b2a7-d30d5f6e6a9b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=458e80da-8fc1-4715-9b4b-bc4f388f933f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ecb8b33e-7cbd-4f5e-9fe9-e72dff9bcb86;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ec1c5ddb-1143-7e6a-e053-2995a90a8382,b9a0ca8c-593c-48e8-b2a7-d30d5f6e6a9b;458e80da-8fc1-4715-9b4b-bc4f388f933f;ecb8b33e-7cbd-4f5e-9fe9-e72dff9bcb86;ec1c5ddb-1143-7e6a-e053-2995a90a8382;edd20b60-6265-4c4e-a95a-aaf8103cd852;779d2381-f590-45f9-a191-f44af821f4c8;d823fbfa-8ff5-4ef8-84ce-fbe916d4e430;6140b3f1-ff60-427c-91d7-15af99fd78f1;c5b91128-f838-4e98-9684-5f477fc7af06;16a9afd2-35a6-44a9-b1d9-ca195c8640d7;cd5ac33e-6ac5-772b-2ead-d66cbd5bd1b4;9e79b42c-38a3-4b2c-a196-a5a1948250e2;024bca92-cac5-4832-a1ff-c1b3d5994ba0;e24d3c45-a559-4fca-a7be-74ce37a7066e;19060029-c158-4a37-9261-cfe3b2b5b1e3;e265fd09-8149-4423-a317-5760d34b8e9b;ba4e2e28-7dc3-47b3-9c2c-34e0b1f39fb8;b4f2620a-2047-4b33-bb75-18702f6c55e6;bc7ed8a6-acce-48f2-9ef1-4e366c71dbbc;01162e2f-967b-4596-8188-c0d9889c3814;08ac486a-4f61-4e9e-9683-d1a66a6c2a4d,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
landiolol,1,200,1,1,1,1,0,"1 INDICATIONS AND USAGE RAPIBLYK is indicated for the short-term reduction of ventricular rate in adults with supraventricular tachycardia including atrial fibrillation and atrial flutter, and pediatric patients with supraventricular tachycardia. RAPIBLYK is a beta adrenergic blocker indicated for the short-term reduction of ventricular rate in: adults with supraventricular tachycardia including atrial fibrillation and atrial flutter ( 1 ), and pediatric patients with supraventricular tachycardia.( 1 )",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=27e7f20f-78a4-f1a9-e063-6394a90ae465,27e7f20f-78a4-f1a9-e063-6394a90ae465,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
larotrectinib,1,200,2,2,2,2,0,"1 INDICATIONS AND USAGE VITRAKVI is indicated for the treatment of adult and pediatric patients with solid tumors that: have a neurotrophic receptor tyrosine kinase ( NTRK ) gene fusion without a known acquired resistance mutation, are metastatic or where surgical resection is likely to result in severe morbidity, and have no satisfactory alternative treatments or that have progressed following treatment. Select patients for therapy based on an FDA-approved test [see Dosage and Administration (2.1) ]. VITRAKVI is a kinase inhibitor indicated for the treatment of adult and pediatric patients with solid tumors that: have a neurotrophic receptor tyrosine kinase ( NTRK ) gene fusion without a known acquired resistance mutation, are metastatic or where surgical resection is likely to result in severe morbidity, and have no satisfactory alternative treatments or that have progressed following treatment. Select patients for therapy based on an FDA-approved test. ( 1 , 2.1 )

[LABEL]
1 INDICATIONS AND USAGE VITRAKVI is indicated for the treatment of adult and pediatric patients with solid tumors that: • have a neurotrophic receptor tyrosine kinase ( NTRK ) gene fusion without a known acquired resistance mutation, • are metastatic or where surgical resection is likely to result in severe morbidity, and • have no satisfactory alternative treatments or that have progressed following treatment. This indication is approved under accelerated approval based on overall response rate and duration of response [see Clinical Studies ( 14 )] . Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials. VITRAKVI is a kinase inhibitor indicated for the treatment of adult and pediatric patients with solid tumors that: • have a neurotrophic receptor tyrosine kinase ( NTRK ) gene fusion without a known acquired resistance mutation, • are metastatic or where surgical resection is likely to result in severe morbidity, and • have no satisfactory alternative treatments or that have progressed following treatment. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials ( 1 , 14 ).",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c8ca614-58b2-4aa4-83d3-0387a8f782fd;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9525f887-a055-4e33-8e92-898d42828cd1,0c8ca614-58b2-4aa4-83d3-0387a8f782fd;9525f887-a055-4e33-8e92-898d42828cd1,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
lasmiditan,2,200,1,1,1,1,0,1 INDICATIONS AND USAGE REYVOW ® is indicated for the acute treatment of migraine with or without aura in adults. REYVOW ® is a serotonin (5-HT) 1F receptor agonist indicated for the acute treatment of migraine with or without aura in adults. ( 1 ) Limitations of Use REYVOW is not indicated for the preventive treatment of migraine. ( 1 ) Limitations of Use REYVOW is not indicated for the preventive treatment of migraine.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aea3358c-ff41-4490-9e6d-c7bf7b3de13f,aea3358c-ff41-4490-9e6d-c7bf7b3de13f,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
lenalidomide,4,200,21,21,20,20,0,"1 INDICATIONS AND USAGE Lenalidomide is a thalidomide analogue indicated for the treatment of adult patients with: Multiple myeloma (MM), in combination with dexamethasone ( 1.1 ). MM, as maintenance following autologous hematopoietic stem cell transplantation (auto-HSCT) ( 1.1 ). Transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q abnormality with or without additional cytogenetic abnormalities ( 1.2 ). Mantle cell lymphoma (MCL) whose disease has relapsed or progressed after two prior therapies, one of which included bortezomib ( 1.3 ). Previously treated marginal zone lymphoma (MZL), in combination with a rituximab product ( 1.5 ). Previously treated follicular lymphoma (FL), in combination with a rituximab product ( 1.4 ). Limitations of Use: Lenalidomide capsules are not indicated and are not recommended for the treatment of patients with chronic lymphocytic leukemia (CLL) outside of controlled clinical trials ( 1.6 ). 1.1 Multiple Myeloma Lenalidomide capsules in combination with dexamethasone are indicated for the treatment of adult patients with multiple myeloma (MM). Lenalidomide capsules are indicated as maintenance therapy in adult patients with MM following autologous hematopoietic stem cell transplantation (auto-HSCT). 1.2 Myelodysplastic Syndromes Lenalidomide capsules are indicated for the treatment of adult patients with transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities. 1.3 Mantle Cell Lymphoma Lenalidomide capsules are indicated for the treatment of adult patients with mantle cell lymphoma (MCL) whose disease has relapsed or progressed after two prior therapies, one of which included bortezomib. 1.4 Follicular Lymphoma Lenalidomide capsules in combination with a rituximab product, are indicated for the treatment of adult patients with previously treated follicular lymphoma (FL). 1.5 Marginal Zone Lymphoma Lenalidomide capsules in combination with a rituximab product, are indicated for the treatment of adult patients with previously treated marginal zone lymphoma (MZL). 1.6 Limitations of Use Lenalidomide capsules are not indicated and are not recommended for the treatment of patients with CLL outside of controlled clinical trials [see Warnings and Precautions ( 5.5 )] .

[LABEL]
1 INDICATIONS AND USAGE Lenalidomide is a thalidomide analogue indicated for the treatment of adult patients with: Multiple myeloma (MM), in combination with dexamethasone. ( 1.1 ) MM, as maintenance following autologous hematopoietic stem cell transplantation (auto-HSCT). ( 1.1 ) Transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q abnormality with or without additional cytogenetic abnormalities. ( 1.2 ) Limitations of Use: Lenalidomide capsules is not indicated and is not recommended for the treatment of patients with chronic lymphocytic leukemia (CLL) outside of controlled clinical trials. 1.1 Multiple Myeloma Lenalidomide capsules in combination with dexamethasone is indicated for the treatment of adult patients with multiple myeloma (MM). Lenalidomide capsules are indicated as maintenance therapy in adult patients with MM following autologous hematopoietic stem cell transplantation (auto-HSCT). 1.2 Myelodysplastic Syndromes Lenalidomide capsules is indicated for the treatment of adult patients with transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities. 1.6 Limitations of Use Lenalidomide capsules is not indicated and is not recommended for the treatment of patients with CLL outside of controlled clinical trials [see Warnings and Precautions (5.5) ] .

[LABEL]
1 INDICATIONS AND USAGE Lenalidomide capsules are a thalidomide analogue indicated for the treatment of adult patients with: Multiple myeloma (MM), in combination with dexamethasone ( 1.1 ). MM, as maintenance following autologous hematopoietic stem cell transplantation (auto-HSCT) ( 1.1 ). Transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q abnormality with or without additional cytogenetic abnormalities ( 1.2 ). Mantle cell lymphoma (MCL) whose disease has relapsed or progressed after two prior therapies, one of which included bortezomib ( 1.3 ). Previously treated follicular lymphoma (FL), in combination with a rituximab product ( 1.4 ). Previously treated marginal zone lymphoma (MZL), in combination with a rituximab product ( 1.5 ). Limitations of Use: Lenalidomide capsules are not indicated and are not recommended for the treatment of patients with chronic lymphocytic leukemia (CLL) outside of controlled clinical trials ( 1.4 ). 1.1 Multiple Myeloma Lenalidomide capsules in combination with dexamethasone is indicated for the treatment of adult patients with multiple myeloma (MM). Lenalidomide capsules are indicated as maintenance therapy in adult patients with MM following autologous hematopoietic stem cell transplantation (auto-HSCT). 1.2 Myelodysplastic Syndromes Lenalidomide capsules are indicated for the treatment of adult patients with transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities. 1.3 Mantle Cell Lymphoma Lenalidomide capsules are indicated for the treatment of adult patients with mantle cell lymphoma (MCL) whose disease has relapsed or progressed after two prior therapies, one of which included bortezomib. 1.4 Follicular Lymphoma Lenalidomide capsules in combination with a rituximab product, is indicated for the treatment of adult patients with previously treated follicular lymphoma (FL). 1.5 Marginal Zone Lymphoma Lenalidomide capsules in combination with a rituximab product, is indicated for the treatment of adult patients with previously treated marginal zone lymphoma (MZL). 1.6 Limitations of Use Lenalidomide capsules are not indicated and is not recommended for the treatment of patients with CLL outside of controlled clinical trials [see Warnings and Precautions (5.5) ] .

[LABEL]
1 INDICATIONS AND USAGE Lenalidomide capsules are a thalidomide analogue indicated for the treatment of adult patients with: Multiple myeloma (MM), in combination with dexamethasone ( 1.1 ). MM, as maintenance following autologous hematopoietic stem cell transplantation (auto-HSCT) ( 1.1 ). Transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q abnormality with or without additional cytogenetic abnormalities ( 1.2 ). Mantle cell lymphoma (MCL) whose disease has relapsed orprogressed after two prior therapies, one of which included bortezomib ( 1.3 ). Previously treated follicular lymphoma (FL), in combination with a rituximab product ( 1.4 ). Previously treated marginal zone lymphoma (MZL), in combination with a rituximab product ( 1.5 ). Limitations of Use: Lenalidomide capsules are not indicated and is not recommended for the treatment of patients with chronic lymphocytic leukemia (CLL) outside of controlled clinical trials.( 1.4 ) 1.1 Multiple Myeloma Lenalidomide capsules in combination with dexamethasone are indicated for the treatment of adult patients with multiple myeloma (MM). Lenalidomide capsules are indicated as maintenance therapy in adult patients with MM following autologous hematopoietic stem cell transplantation (auto-HSCT). 1.2 Myelodysplastic Syndromes Lenalidomide capsules are indicated for the treatment of adult patients with transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q cytogenetic abnormality with or without additional cytogenetic abnormalities. 1.3 Mantle Cell Lymphoma Lenalidomide capsules are indicated for the treatment of adult patients with mantle cell lymphoma (MCL) whose disease has relapsed or progressed after two prior therapies, one of which included bortezomib. 1.4 Follicular Lymphoma Lenalidomide capsules in combination with a rituximab product, are indicated for the treatment of adult patients with previously treated follicular lymphoma (FL). 1.5 Marginal Zone Lymphoma Lenalidomide capsules in combination with a rituximab product, are indicated for the treatment of adult patients with previously treated marginal zone lymphoma (MZL). 1.6 Limitations of Use Lenalidomide capsules are not indicated and is not recommended for the treatment of patients with CLL outside of controlled clinical trials [ see Warnings and Precautions (5.5) ].",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1b2716cf-24b4-4157-a218-58ede63917bd;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=da7b5dda-79ed-4c4a-88aa-52394fdc7c54;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9c414531-a3bf-455a-aca7-9e716f42099a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9959cd7e-12b6-4b59-8205-d5f6e7e7d09b,1b2716cf-24b4-4157-a218-58ede63917bd;da7b5dda-79ed-4c4a-88aa-52394fdc7c54;9c414531-a3bf-455a-aca7-9e716f42099a;9959cd7e-12b6-4b59-8205-d5f6e7e7d09b;2166bbdf-eb12-4564-b9e4-b63ca21312bc;adee5af1-c9ab-c0c7-e400-dea7d2a0d4be;9943e098-20b0-dbb3-af12-7816eedd3f70;dffe719b-4f61-47e2-b71c-673322d487f5;ed7a3099-ce31-4865-b212-358d9ff6261b;ba2a07fd-ca60-40bc-b79b-9caf81900fa3;84d9dec7-9250-4dbd-9a0d-23e75f111892;f27092f3-3977-4f4a-b214-45309e136e46;682e8a86-9f49-45db-a2ea-403ee1dc62d2;85f5db5d-8f76-46f6-b975-6acda8c4b2c8;c98fb504-76d0-4c25-9c0b-412885828a7a;76f6c1e7-985b-43d9-892c-849df50ae80e;51bfdd53-8fd9-4f86-bebe-75de29e6379d;ca8cc2cc-c856-e676-4f60-1e46d7b53d73;5fa97bf5-28a2-48f1-8955-f56012d296be;96df285d-dd13-4083-b2c6-e5c799e7587b,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
lesinurad,1,404,0,0,0,0,0,,,,NO_USABLE_SINGLE_DRUG_LABEL,
levamlodipine,3,200,1,1,1,1,0,"1 INDICATIONS AND USAGE CONJUPRI ® is calcium channel blocker and may be used alone or in combination with other antihypertensive and antianginal agents for the treatment of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. 1.1 Hypertension CONJUPRI ® is indicated for the treatment of hypertension in adults and patients 6 years and older, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including levamlodipine. Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program’s Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC). Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to lower blood pressure goal. Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy. Levamlodipine may be used alone or in combination with other antihypertensive agents.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3cca66e-348a-43e8-8f96-e995104dae3d,c3cca66e-348a-43e8-8f96-e995104dae3d,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
levetiracetam,1,200,30,171,30,16,0,"1 INDICATIONS AND USAGE Levetiracetam is indicated for the treatment of partial-onset seizures in patients 1 month of age and older (1.1) Levetiracetam is indicated for adjunctive therapy for the treatment of: Myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy (1.2) Primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy (1.3) 1.1 Partial-Onset Seizures Levetiracetam is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 Myoclonic Seizures in Patients with Juvenile Myoclonic Epilepsy Levetiracetam is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 Primary Generalized Tonic-Clonic Seizures Levetiracetam is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy.

[LABEL]
1 INDICATIONS AND USAGE Levetiracetam extended-release tablets are indicated for the treatment of partial-onset seizures in patients 12 years of age and older. Levetiracetam is indicated for the treatment of partial-onset seizures in patients 12 years of age and older ( 1 )

[LABEL]
1.1 Partial-Onset Seizures Levetiracetam is indicated for the treatment of partial-onset seizures in patients 1 month of age and older. 1.2 Myoclonic Seizures in Patients with Juvenile Myoclonic Epilepsy Levetiracetam is indicated as adjunctive therapy for the treatment of myoclonic seizures in patients 12 years of age and older with juvenile myoclonic epilepsy. 1.3 Primary Generalized Tonic-Clonic Seizures Levetiracetam is indicated as adjunctive therapy for the treatment of primary generalized tonic-clonic seizures in patients 6 years of age and older with idiopathic generalized epilepsy.

[LABEL]
1 INDICATIONS AND USAGE Levetiracetam extended-release tablets are indicated for the treatment of partial-onset seizures in patients 12 years of age and older. Levetiracetam extended-release tablets are indicated for the treatment of partial-onset seizures in patients 12 years of age and older ( 1 )",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d307850-0ed5-4f32-ac62-0e1e2fe27a7a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d57f22f-fecc-466e-a444-87708c7c2f80;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5517b148-1eff-6421-e063-6394a90a9498;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9bdef24b-c50e-4e6a-8650-59d78009f472,2d307850-0ed5-4f32-ac62-0e1e2fe27a7a;2d57f22f-fecc-466e-a444-87708c7c2f80;5517b148-1eff-6421-e063-6394a90a9498;9bdef24b-c50e-4e6a-8650-59d78009f472;591dd9f1-3681-4b2f-b096-7536826e3648;e1b14939-7262-40dc-a334-2b3b72c88d47;a1b28234-1f7c-40bf-80a7-6cc98b3839fe;1e3cfafe-5784-4ec6-91dc-cd74b01d0bb4;56fed03f-38c3-4273-8fd7-522bc508bf36;a91defd2-486b-4995-ba4c-640525ab575d;dfc218c5-672a-420a-b59e-2e0b054e99ad;551626eb-3282-e439-e063-6294a90a8314;bb6e1c75-66eb-4d18-af70-9b51fb67c4d6;8bf7c1ce-dfc4-457f-8a8b-365f82aa8512;74ccc9f1-b957-4b1b-9464-1b5e3318c916;52fa0eec-3dd9-59ca-e063-6394a90a9791,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
lidocaine,1,200,30,1651,7,7,6,"INDICATIONS AND USAGE Lidocaine is indicated for the production of topical anesthesia of irritated or inflamed mucous membranes of the mouth and pharynx. It is also useful for reducing gagging during the taking of X-ray pictures and dental impressions.

[LABEL]
Xylocaine (lidocaine HCl) Injections are indicated for production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks, when the accepted procedures for these techniques as described in standard textbooks are observed.

[LABEL]
INDICATIONS AND USAGE Lidocaine Hydrochloride Topical Solution USP, 4% is indicated for the production of topical anesthesia of accessible mucous membranes of the oral and nasal cavities and proximal portions of the digestive tract.

[LABEL]
INDICATIONS AND USAGE Lidocaine Ointment USP, 5% is indicated for production of anesthesia of accessible mucous membranes of the oropharynx. It is also useful as an anesthetic lubricant for intubation and for the temporary relief of pain associated with minor burns, including sunburn, abrasions of the skin, and insect bites.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f8d20d2-6a91-4a5b-bfe8-f1baada38442;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1986c302-82a0-95a9-e063-6294a90a3339;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9920daef-b156-4a14-b641-f714191ffb5c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dfef4554-aeb4-4bdf-9557-648d3e84af3c,6f8d20d2-6a91-4a5b-bfe8-f1baada38442;1986c302-82a0-95a9-e063-6294a90a3339;9920daef-b156-4a14-b641-f714191ffb5c;dfef4554-aeb4-4bdf-9557-648d3e84af3c;3fbe48b5-128a-471c-8ecb-45e903b56740;dc476ebd-fd57-41c3-a649-7185a784a39f;f824b48c-7039-4ce1-b3df-b3597aba5beb,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
lifitegrast,1,200,3,3,3,2,0,"1 INDICATIONS AND USAGE Xiidra ® (lifitegrast ophthalmic solution) 5% is indicated for the treatment of the signs and symptoms of dry eye disease (DED). Xiidra (lifitegrast ophthalmic solution) 5% is a lymphocyte function-associated antigen-1 (LFA-1) antagonist indicated for the treatment of the signs and symptoms of dry eye disease (DED). ( 1 )

[LABEL]
1 INDICATIONS AND USAGE Lifitegrast ophthalmic solution 5% is indicated for the treatment of the signs and symptoms of dry eye disease (DED). Lifitegrast ophthalmic solution 5% is a lymphocyte function-associated antigen-1 (LFA-1) antagonist indicated for the treatment of the signs and symptoms of dry eye disease (DED).",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8589d376-ac10-4ddb-9c53-2e0c8d5675c4;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d4b4b61-79da-4b6f-bb19-056d111bf400,8589d376-ac10-4ddb-9c53-2e0c8d5675c4;1d4b4b61-79da-4b6f-bb19-056d111bf400,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
