target_chembl_id,gene_symbol,target_name,uniprot_accession,target_class_l1,assay_lane,target_calibration_tier,positive_compounds,negative_compounds,structure_evidence_route,structure_ready_permissive,structure_ready_strict,p2rank_tier,eligible_drugs,pair_count__CURRENT_DEFAULT_BORDA_ONLY_TOP10,pair_count__DTIAM_ONLY_TOP10,pair_count__FOUR_SCORE_LOW_BACKGROUND,pair_count__FULL_FIT_EXPLORATORY_ONLY_TOP10,pair_count__INTERMEDIATE,pair_count__S5_ANCHORED_DTIAM_CONSENSUS_TOP10,pair_count__S5_ANCHORED_ONLY_TOP10,assay_available,assay_provider_or_internal_platform,assay_format_and_endpoint,protein_or_service_catalogue,reference_positive_control,orthogonal_binding_method,estimated_setup_cost,estimated_per_plate_cost,lead_time,lab_priority,lab_decision,lab_notes
CHEMBL215,ALOX5,Polyunsaturated fatty acid 5-lipoxygenase,P09917,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,688,292,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,5,2,48,7,630,0,28,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2176771,CFD,Complement factor D,P00746,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,235,37,SEQUENCE_PRIMARY_WEAK_OR_NO_POCKET,False,False,C_WEAK_REVIEW,720,14,1,9,5,663,0,28,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2179,GBA1,Lysosomal acid glucosylceramidase,P04062,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,191,193,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,3,0,52,2,659,0,4,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2189121,KRAS,GTPase KRas,P01116,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,754,123,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,2,0,122,2,587,1,6,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL220,ACHE,Acetylcholinesterase,P22303,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,2363,1538,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,10,1,11,35,636,1,26,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2243,FAAH,Fatty-acid amide hydrolase 1,O00519,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1069,210,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,5,0,29,5,656,0,25,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2252,CTSC,Dipeptidyl peptidase 1,P53634,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,314,12,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,2,65,0,4,549,58,42,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2285,ADAMTS5,A disintegrin and metalloproteinase with thrombospondin motifs 5,Q9UNA0,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,613,20,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,16,0,9,663,4,28,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL230,PTGS2,Prostaglandin G/H synthase 2,P35354,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1474,727,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,4,0,56,41,607,0,12,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2326,CA7,Carbonic anhydrase 7,P43166,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,1336,34,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,40,6,19,560,39,55,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2331059,DHCR24,Delta(24)-sterol reductase,Q15392,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,13,240,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,1,465,1,248,4,1,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2331065,FTO,Alpha-ketoglutarate-dependent dioxygenase FTO,Q9C0B1,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,68,68,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,130,0,588,0,2,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2409,EPHX2,Bifunctional epoxide hydrolase 2,P34913,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1865,166,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,1,4,27,654,1,33,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL241,PDE3A,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",Q14432,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,421,164,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,51,6,653,0,10,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2439,MPO,Myeloperoxidase,P05164,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,451,31,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,34,9,12,631,16,17,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL244,F10,Coagulation factor X,P00742,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,2082,438,SEQUENCE_PRIMARY_WEAK_OR_NO_POCKET,False,False,C_WEAK_REVIEW,720,0,0,96,1,614,0,9,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL248,ELANE,Neutrophil elastase,P08246,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,488,1220,SEQUENCE_PRIMARY_WEAK_OR_NO_POCKET,False,False,C_WEAK_REVIEW,720,0,2,101,2,602,0,13,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2608,GAA,Lysosomal alpha-glucosidase,P10253,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,22,130,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,520,2,198,0,0,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL261,CA1,Carbonic anhydrase 1,P00915,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,3956,396,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,0,89,6,604,0,20,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL268,CTSK,Cathepsin K,P43235,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1257,150,SEQUENCE_PRIMARY_WEAK_OR_NO_POCKET,False,False,C_WEAK_REVIEW,720,0,0,72,9,625,0,14,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2706,PTPRB,Receptor-type tyrosine-protein phosphatase beta,P23467,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,121,16,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,B_MODERATE_CONFIDENCE,720,2,0,12,4,681,1,20,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2782,SOAT1,Sterol O-acyltransferase 1,P35610,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,116,119,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,55,3,650,0,12,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL280,MMP13,Collagenase 3,P45452,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1188,184,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,1,214,0,501,0,4,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2820,F11,Coagulation factor XI,P03951,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,2508,148,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,0,273,0,443,0,3,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2821,F12,Coagulation factor XII,P00748,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,460,142,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,A_HIGH_CONFIDENCE,720,1,0,32,10,664,0,13,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL283,MMP3,Stromelysin-1,P08254,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,416,165,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,B_MODERATE_CONFIDENCE,720,0,0,367,0,348,0,5,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL284,DPP4,Dipeptidyl peptidase 4,P27487,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,2775,237,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,2,0,23,61,614,1,19,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL286,REN,Renin,P00797,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1238,68,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,A_HIGH_CONFIDENCE,720,1,11,29,34,599,2,44,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL288,PDE4D,"3',5'-cyclic-AMP phosphodiesterase 4D",Q08499,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,707,227,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,1,1,11,34,658,1,14,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL2954,CTSS,Cathepsin S,P25774,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1615,135,SEQUENCE_PRIMARY_WEAK_OR_NO_POCKET,False,False,C_WEAK_REVIEW,720,3,0,43,26,640,1,7,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3023,SPHK2,Sphingosine kinase 2,Q9NRA0,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,95,115,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,3,0,53,0,654,0,10,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3028,EGLN2,Prolyl hydroxylase EGLN2,Q96KS0,Enzyme,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,251,11,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,5,93,0,1,587,22,12,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3105,PARP1,Poly [ADP-ribose] polymerase 1,P09874,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1984,163,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,2,0,48,25,634,2,9,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3106,TYMP,Thymidine phosphorylase,P19971,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,25,103,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,310,0,406,0,4,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3117,CHKA,Choline kinase alpha,P35790,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,84,51,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,14,29,673,0,4,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3130,PIK3CD,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",O00329,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,5432,313,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,2,0,44,29,621,0,24,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3145,PIK3CB,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",P42338,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1283,237,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,2,72,16,617,1,12,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL321,MMP9,Matrix metalloproteinase-9,P14780,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,891,313,OPTIONAL_PERMISSIVE_POCKET_CONTEXT,True,False,B_MODERATE_CONFIDENCE,720,0,0,241,1,468,0,10,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3238,CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial",P23786,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,34,156,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,0,0,453,0,267,0,0,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
CHEMBL3242,CA12,Carbonic anhydrase 12,O43570,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,4363,129,OPTIONAL_STRICT_POCKET_CONTEXT,True,True,A_HIGH_CONFIDENCE,720,2,0,13,68,620,5,12,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT,REQUIRES_LAB_INPUT
