increment_incremental_queue_rank,pairId,drug_names,gene_symbol,target_chembl_id,unified_target_route,increment_novelty_lane,increment_max_tanimoto_to_target_measured_positive,increment_gnina_increment_required,increment_boltz_increment_required,increment_gnina_gnina_remote_evidence_tier,increment_gnina_gnina_remote_support,increment_boltz_boltz_evidence_tier,increment_boltz_boltzAffinityProbabilityBinary,increment_boltz_boltzLigandIptm,increment_multiseed_boltz_support_count_3seed,increment_multiseed_pose_max_centroid_distance_A,increment_multiseed_pose_min_interface_jaccard,increment_multiseed_multiseed_final_decision,increment_ensemble_alternate_states_run,increment_ensemble_alternate_qualified_states,increment_ensemble_alternate_support_states,increment_ensemble_receptor_ensemble_decision,incremental_compute_completed,completed_in_all_remote_qualified_models_v5,final_pair_evidence_layer_v5,final_pair_evidence_layer_zh_v5,pair_next_action_v5
1.0,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5903,palbociclib,ACVR1,CHEMBL5903,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3095238095238095,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.1982706934213638,0.9845360517501832,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
46.0,FWLMVFUGMHIOAA-UHFFFAOYSA-N__CHEMBL308,defactinib,CDK1,CHEMBL308,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3896103896103896,False,True,,,BOLTZ_STRUCTURE_A,0.8626307249069214,0.9719777703285216,3.0,0.5828181800347859,0.9130434782608696,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
47.0,FWLMVFUGMHIOAA-UHFFFAOYSA-N__CHEMBL5903,defactinib,ACVR1,CHEMBL5903,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.2526315789473684,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.3658294677734375,0.9759646654129028,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
48.0,ZVHNDZWQTBEVRY-UHFFFAOYSA-N__CHEMBL5251,momelotinib,BTK,CHEMBL5251,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.4390243902439024,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.6647237539291382,0.9843645691871644,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
49.0,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5285,palbociclib,MAP3K5,CHEMBL5285,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.2857142857142857,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.6838700771331787,0.9852280020713806,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
50.0,PHXJVRSECIGDHY-UHFFFAOYSA-N__CHEMBL5251,ponatinib,BTK,CHEMBL5251,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.5851063829787234,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.5930774807929993,0.9843235611915588,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
51.0,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3788,imatinib,PLK4,CHEMBL3788,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.4042553191489361,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.5537109375,0.9279668927192688,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
52.0,DWZAEMINVBZMHQ-UHFFFAOYSA-N__CHEMBL203,gedatolisib,EGFR,CHEMBL203,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.388235294117647,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.1816573739051818,0.8890037536621094,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
53.0,RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL2041,ribociclib,RET,CHEMBL2041,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.4268292682926829,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.5934983491897583,0.9797629117965698,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
54.0,HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3788,nilotinib,PLK4,CHEMBL3788,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.4891304347826087,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.4824073612689972,0.9240240454673768,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
55.0,ZVHNDZWQTBEVRY-UHFFFAOYSA-N__CHEMBL3905,momelotinib,LYN,CHEMBL3905,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3440860215053763,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.6880893707275391,0.9563459753990172,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
56.0,CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL1841,pazopanib,FYN,CHEMBL1841,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.2962962962962963,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.5008103251457214,0.9624362587928772,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
57.0,ZVHNDZWQTBEVRY-UHFFFAOYSA-N__CHEMBL2959,momelotinib,ITK,CHEMBL2959,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3563218390804598,True,False,NO_CALIBRATED_SUPPORT,False,,,,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
