review_id,drug_name,target_gene,direction,direction_zh,concrete_disease_1,concrete_disease_2,concrete_disease_3,concrete_disease_4,concrete_disease_5,concrete_disease_evidence_level,concrete_disease_confidence,creeds_specific_diseases_used,target_prior_diseases_used,recommended_disease_model_zh,missing_for_final_disease_call_zh,assay_lane,primary_assay_zh,counterscreen_zh,conplex_score,open_targets_parent_score,txgnn_broad_direction_score,creeds_total_signature_count,literature_status,novelty_interpretation_zh,major_risks_zh
strict895_0226,Doravirine,VDR,oncology,肿瘤,colorectal adenocarcinoma,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,,,B_CREEDS_specific,中高,colorectal adenocarcinoma,,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,nuclear_receptor_or_tf_reporter,优先 reporter assay、cofactor recruitment、CETSA/target engagement；必要时加 qPCR 下游靶基因,广谱转录抑制/激活、细胞毒性、荧光素酶干扰、同家族核受体选择性,0.5773978,0.5130233177585091,0.9405941367149352,1,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响
strict895_0227,Lubiprostone,AKT3,nervous_system,神经系统,癫痫/神经退行/神经炎症待定,优先按靶点选择神经元兴奋性或突触功能模型,,,,C_broad_direction_only,低,,,神经元/神经胶质细胞、iPSC-neuron 或过表达电生理模型,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,kinase_biochemical_cellular,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,0.51757693,0.8561900602347647,0.5351216793060303,2,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0228,Selpercatinib,DNMT3A,oncology,肿瘤,colon cancer,AML/克隆性造血,结直肠癌表观遗传模型,髓系肿瘤,具体肿瘤亚型待定,A_CREEDS_and_target_prior,高,colon cancer,AML/克隆性造血; 结直肠癌表观遗传模型; 髓系肿瘤,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.67054677,0.909077663037301,0.7347888350486755,1,unreported_in_local_pubmed_audit,同原适应症方向扩展，novelty 中等偏低,疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0229,Tecovirimat,CCND1,oncology,肿瘤,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,colon cancer,breast cancer,A_CREEDS_and_target_prior,高,breast adenocarcinoma; pancreatic ductal adenocarcinoma; lung cancer; colon cancer; breast cancer,CCND1扩增乳腺癌; 套细胞淋巴瘤; 结直肠癌,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.36101228,0.8600453273663857,0.7197149991989136,24,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,靶点更偏通路/转录调控，直接小分子结合验证难度较高
strict895_0230,Netupitant,NTRK3,cardiovascular,心血管,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,,,,C_broad_direction_only,低,,,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.3602753,0.5798592836148524,0.8909675478935242,0,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0231,Fostamatinib Disodium,FLT1,oncology,肿瘤,colon cancer,肾小球内皮损伤/蛋白尿性CKD,肿瘤血管生成,子痫前期/血管病变,具体肿瘤亚型待定,A_CREEDS_and_target_prior,高,colon cancer,肾小球内皮损伤/蛋白尿性CKD; 肿瘤血管生成; 子痫前期/血管病变,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.44078693,0.6819574118186814,0.9958912134170532,1,not_audited_in_local_literature_table,同靶点家族机制扩展，novelty 中等,同靶点家族可能存在机制泄漏/选择性不足
strict895_0232,Ozanimod Hydrochloride,RARG,dermatology,皮肤,银屑病/特应性皮炎/角化异常待定,,,,,C_broad_direction_only,低,,,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,nuclear_receptor_or_tf_reporter,优先 reporter assay、cofactor recruitment、CETSA/target engagement；必要时加 qPCR 下游靶基因,广谱转录抑制/激活、细胞毒性、荧光素酶干扰、同家族核受体选择性,0.341223,0.6292500810257095,0.9113029837608336,0,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响
strict895_0233,Palonosetron Hydrochloride,SLC6A1,nervous_system,神经系统,Schizophrenia,Lewy body dementia,Spinal Cord Injury,Alzheimer's disease,Parkinson's disease,A_CREEDS_and_target_prior,高,Schizophrenia; Lewy body dementia; Spinal Cord Injury; Alzheimer's disease; Parkinson's disease,GABA转运异常癫痫; 神经兴奋性异常; 发育性癫痫性脑病,神经元/神经胶质细胞、iPSC-neuron 或过表达电生理模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,transporter_uptake_efflux,优先底物摄取/外排、竞争抑制或转运电流实验；结合过表达细胞和空载体对照,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛,0.8031629,0.8209565806013319,0.2559250593185425,39,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,转运体 readout 易受底物、外排和细胞状态影响
strict895_0234,Emtricitabine,PTPN11,oncology,肿瘤,SHP2依赖RTK/RAS通路肿瘤,AML/JMML,NSCLC,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,B_target_prior_specific,中高,,SHP2依赖RTK/RAS通路肿瘤; AML/JMML; NSCLC,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.5015137,0.898183546081639,0.6275039911270142,0,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0235,Etonogestrel,RAF1,dermatology,皮肤,银屑病/特应性皮炎/角化异常待定,,,,,C_broad_direction_only,低,,,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,kinase_biochemical_cellular,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,0.4304251,0.8970021962819996,0.6688303351402283,0,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0236,Boceprevir,SLC6A4,oncology,肿瘤,lung large cell carcinoma,lung squamous cell carcinoma,Squamous cell carcinoma of mouth,adenosquamous cell lung carcinoma,large cell neuroendocrine carcinoma,A_CREEDS_and_target_prior,高,lung large cell carcinoma; lung squamous cell carcinoma; Squamous cell carcinoma of mouth; adenosquamous cell lung carcinoma; large cell neuroendocrine carcinoma,抑郁/焦虑; 肠脑轴/IBD相关5-HT; 血小板5-HT转运,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,transporter_uptake_efflux,优先底物摄取/外排、竞争抑制或转运电流实验；结合过表达细胞和空载体对照,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛,0.36392453,0.5268448729917892,0.8750342130661011,6,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,转运体 readout 易受底物、外排和细胞状态影响
strict895_0237,Etravirine,ABL1,oncology,肿瘤,breast cancer,chronic myeloid leukemia,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,,B_CREEDS_specific,中高,breast cancer; chronic myeloid leukemia,,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,kinase_biochemical_cellular,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,0.2748605,0.8683696490701852,0.7915651202201843,3,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0238,Acyclovir,JAK3,oncology,肿瘤,hepatocellular carcinoma,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,,,B_CREEDS_specific,中高,hepatocellular carcinoma,,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,kinase_biochemical_cellular,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,0.20085794,0.7712026454188553,0.9623802900314332,1,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0239,Larotrectinib Sulfate,TGFBR1,cardiovascular,心血管,胰腺癌/乳腺癌EMT模型,纤维化,免疫抑制肿瘤微环境,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,B_target_prior_specific,中高,,胰腺癌/乳腺癌EMT模型; 纤维化; 免疫抑制肿瘤微环境,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.514595,0.8707309759165782,0.8265511989593506,1,unreported_in_local_pubmed_audit,同靶点家族机制扩展，novelty 中等,同靶点家族可能存在机制泄漏/选择性不足
strict895_0240,Ulipristal Acetate,UGCG,cardiovascular,心血管,acute myocardial infarction,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,,,B_CREEDS_specific,中高,acute myocardial infarction,,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.3295098,0.5906395431895818,0.9078639149665833,1,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0241,Larotrectinib Sulfate,MAP2K2,cardiovascular,心血管,myocardial infarction,"Hypertrophy, Left Ventricular",心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,,B_CREEDS_specific,中高,"myocardial infarction; Hypertrophy, Left Ventricular",,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,kinase_biochemical_cellular,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,0.50026643,0.8764689717162976,0.8265511989593506,3,unreported_in_local_pubmed_audit,同靶点家族机制扩展，novelty 中等,同靶点家族可能存在机制泄漏/选择性不足
strict895_0242,Givinostat Hydrochloride,KIT,oncology,肿瘤,breast adenocarcinoma,melanoma,breast cancer,retinoblastoma,nasopharynx carcinoma,A_CREEDS_and_target_prior,高,breast adenocarcinoma; melanoma; breast cancer; retinoblastoma; nasopharynx carcinoma,GIST; 系统性肥大细胞增多症; AML,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,kinase_biochemical_cellular,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,0.3696357,0.8890926020215713,0.4706414639949798,24,reported_only_before_or_without_approval_window,同原适应症方向扩展，novelty 中等偏低,疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0243,Fludarabine Phosphate,SLC29A1,cardiovascular,心血管,atherosclerosis,dilated cardiomyopathy,peripartum cardiomyopathy,核苷转运/抗病毒敏感性,肿瘤化疗敏感性,A_CREEDS_and_target_prior,高,atherosclerosis; dilated cardiomyopathy; peripartum cardiomyopathy,核苷转运/抗病毒敏感性; 肿瘤化疗敏感性; ENT1转运模型,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,transporter_uptake_efflux,优先底物摄取/外排、竞争抑制或转运电流实验；结合过表达细胞和空载体对照,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛,0.4939125,0.6008435735321338,0.8500632047653198,5,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,转运体 readout 易受底物、外排和细胞状态影响
strict895_0244,Lacosamide,SCN4A,musculoskeletal,肌肉骨骼,muscular atrophy,周期性麻痹,肌强直,骨骼肌兴奋性异常,骨质疏松/肌病/关节炎待定,A_CREEDS_and_target_prior,高,muscular atrophy,周期性麻痹; 肌强直; 骨骼肌兴奋性异常,成骨/破骨细胞、肌管、软骨细胞或炎症滑膜细胞,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,ion_channel_functional,优先膜片钳或自动膜片钳；次选电位/钙流/通量 readout，并做剂量反应,hERG/SCN5A 安全性、细胞毒性、膜扰动、非特异离子通道 panel,0.5609431,0.903783457638598,0.8043665885925293,4,not_audited_in_local_literature_table,已知/阳性对照，不作为新发现,离子通道实验成本较高，需安全性通道反筛；同靶点家族可能存在机制泄漏/选择性不足
strict895_0245,Palbociclib,ATP2A2,dermatology,皮肤,银屑病/特应性皮炎/角化异常待定,,,,,C_broad_direction_only,低,,,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.4590822,0.8485980151827125,0.9491033554077148,1,not_audited_in_local_literature_table,同靶点家族机制扩展，novelty 中等,同靶点家族可能存在机制泄漏/选择性不足
strict895_0246,Hydrocortisone Butyrate,MAP2K1,dermatology,皮肤,MAPK通路依赖肿瘤,黑色素瘤,HCC/髓系白血病模型,银屑病/特应性皮炎/角化异常待定,,B_target_prior_specific,中高,,MAPK通路依赖肿瘤; 黑色素瘤; HCC/髓系白血病模型,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,kinase_biochemical_cellular,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,0.3846578,0.9000796800559101,0.5805908441543579,0,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0247,Cobicistat,SLC6A4,oncology,肿瘤,lung large cell carcinoma,lung squamous cell carcinoma,Squamous cell carcinoma of mouth,adenosquamous cell lung carcinoma,large cell neuroendocrine carcinoma,A_CREEDS_and_target_prior,高,lung large cell carcinoma; lung squamous cell carcinoma; Squamous cell carcinoma of mouth; adenosquamous cell lung carcinoma; large cell neuroendocrine carcinoma,抑郁/焦虑; 肠脑轴/IBD相关5-HT; 血小板5-HT转运,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,transporter_uptake_efflux,优先底物摄取/外排、竞争抑制或转运电流实验；结合过表达细胞和空载体对照,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛,0.60985804,0.5268448729917892,0.9099924564361572,6,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,转运体 readout 易受底物、外排和细胞状态影响
strict895_0248,Darunavir And Cobicistat,SLC6A4,oncology,肿瘤,lung large cell carcinoma,lung squamous cell carcinoma,Squamous cell carcinoma of mouth,adenosquamous cell lung carcinoma,large cell neuroendocrine carcinoma,A_CREEDS_and_target_prior,高,lung large cell carcinoma; lung squamous cell carcinoma; Squamous cell carcinoma of mouth; adenosquamous cell lung carcinoma; large cell neuroendocrine carcinoma,抑郁/焦虑; 肠脑轴/IBD相关5-HT; 血小板5-HT转运,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,transporter_uptake_efflux,优先底物摄取/外排、竞争抑制或转运电流实验；结合过表达细胞和空载体对照,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛,0.60985804,0.5268448729917892,0.9099924564361572,6,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,转运体 readout 易受底物、外排和细胞状态影响
strict895_0249,Rolapitant Hydrochloride,TGFBR1,cardiovascular,心血管,胰腺癌/乳腺癌EMT模型,纤维化,免疫抑制肿瘤微环境,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,B_target_prior_specific,中高,,胰腺癌/乳腺癌EMT模型; 纤维化; 免疫抑制肿瘤微环境,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.24289532,0.8707309759165782,0.819506049156189,1,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0250,Rolapitant Hydrochloride,PTPN11,cardiovascular,心血管,atherosclerosis,SHP2依赖RTK/RAS通路肿瘤,AML/JMML,NSCLC,心律失常/心衰/血管重塑待定,A_CREEDS_and_target_prior,中,atherosclerosis,SHP2依赖RTK/RAS通路肿瘤; AML/JMML; NSCLC,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.23245823,0.9099235974755367,0.819506049156189,3,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0251,Siponimod,SLC6A4,oncology,肿瘤,lung large cell carcinoma,lung squamous cell carcinoma,Squamous cell carcinoma of mouth,adenosquamous cell lung carcinoma,large cell neuroendocrine carcinoma,A_CREEDS_and_target_prior,高,lung large cell carcinoma; lung squamous cell carcinoma; Squamous cell carcinoma of mouth; adenosquamous cell lung carcinoma; large cell neuroendocrine carcinoma,抑郁/焦虑; 肠脑轴/IBD相关5-HT; 血小板5-HT转运,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,transporter_uptake_efflux,优先底物摄取/外排、竞争抑制或转运电流实验；结合过表达细胞和空载体对照,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛,0.4081272,0.5268448729917892,0.8608531951904297,6,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,转运体 readout 易受底物、外排和细胞状态影响
strict895_0252,Atazanavir Sulfate,MMP14,oncology,肿瘤,pancreatic ductal adenocarcinoma,breast cancer,retinoblastoma,colon carcinoma,prostate cancer,B_CREEDS_specific,中高,pancreatic ductal adenocarcinoma; breast cancer; retinoblastoma; colon carcinoma; prostate cancer,,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.46698534,0.4673646754749331,0.8865072131156921,7,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0253,Infigratinib Phosphate,KDR,renal,肾脏,nephrosclerosis,glomerulosclerosis,肿瘤血管生成,HCC/肺癌,血管重塑疾病,A_CREEDS_and_target_prior,高,nephrosclerosis; glomerulosclerosis,肿瘤血管生成; HCC/肺癌; 血管重塑疾病,肾小管上皮、足细胞、肾小球内皮/系膜细胞、成纤维细胞,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.5896098,0.7330908953431862,0.9048295021057128,2,not_audited_in_local_literature_table,同靶点家族机制扩展，novelty 中等,同靶点家族可能存在机制泄漏/选择性不足
strict895_0254,Palonosetron Hydrochloride,SLC29A1,cardiovascular,心血管,atherosclerosis,dilated cardiomyopathy,peripartum cardiomyopathy,核苷转运/抗病毒敏感性,肿瘤化疗敏感性,A_CREEDS_and_target_prior,高,atherosclerosis; dilated cardiomyopathy; peripartum cardiomyopathy,核苷转运/抗病毒敏感性; 肿瘤化疗敏感性; ENT1转运模型,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,transporter_uptake_efflux,优先底物摄取/外排、竞争抑制或转运电流实验；结合过表达细胞和空载体对照,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛,0.7837953,0.6008435735321338,0.7920498847961426,5,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,转运体 readout 易受底物、外排和细胞状态影响
strict895_0255,Brincidofovir,SLC6A1,nervous_system,神经系统,Schizophrenia,Lewy body dementia,Spinal Cord Injury,Alzheimer's disease,Parkinson's disease,A_CREEDS_and_target_prior,高,Schizophrenia; Lewy body dementia; Spinal Cord Injury; Alzheimer's disease; Parkinson's disease,GABA转运异常癫痫; 神经兴奋性异常; 发育性癫痫性脑病,神经元/神经胶质细胞、iPSC-neuron 或过表达电生理模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,transporter_uptake_efflux,优先底物摄取/外排、竞争抑制或转运电流实验；结合过表达细胞和空载体对照,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛,0.46790177,0.8209565806013319,0.2047096192836761,39,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,转运体 readout 易受底物、外排和细胞状态影响
