原候选编号,药物完整InChIKey,新靶点ChEMBL编号,小分子药物名称,新靶点基因,canonical_target_id,exact_pair_id,connectivity_pair,accepted_exact_source_records,accepted_connectivity_related_source_records,note
C384-310,NDCUAPJVLWFHHB-UHNVWZDZSA-N,CHEMBL4073,avibactam,MMP7,SEQ:0979d0f16275fb9831c003699f0d784233dfefee41a6be01942a90b08379d9d0,NDCUAPJVLWFHHB-UHNVWZDZSA-N__SEQ:0979d0f16275fb9831c003699f0d784233dfefee41a6be01942a90b08379d9d0,NDCUAPJVLWFHHB__SEQ:0979d0f16275fb9831c003699f0d784233dfefee41a6be01942a90b08379d9d0,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-321,WJOHZNCJWYWUJD-IUGZLZTKSA-N,CHEMBL3045,fluocinonide,PRKCB,SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,WJOHZNCJWYWUJD-IUGZLZTKSA-N__SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,WJOHZNCJWYWUJD__SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-032,WBGKWQHBNHJJPZ-LECWWXJVSA-N,CHEMBL1994,desonide,NR3C2,SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,WBGKWQHBNHJJPZ-LECWWXJVSA-N__SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,WBGKWQHBNHJJPZ__SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-009,STUWGJZDJHPWGZ-LBPRGKRZSA-N,CHEMBL284,alpelisib,DPP4,SEQ:272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,STUWGJZDJHPWGZ-LBPRGKRZSA-N__SEQ:272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,STUWGJZDJHPWGZ__SEQ:272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-031,MOTJMGVDPWRKOC-QPVYNBJUSA-N,CHEMBL5705,atrasentan,EGLN3,SEQ:9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,MOTJMGVDPWRKOC-QPVYNBJUSA-N__SEQ:9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,MOTJMGVDPWRKOC__SEQ:9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-201,GNXFOGHNGIVQEH-UHFFFAOYSA-N,CHEMBL3729,methocarbamol,CA4,SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,GNXFOGHNGIVQEH-UHFFFAOYSA-N__SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,GNXFOGHNGIVQEH__SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-204,WEAJZXNPAWBCOA-INIZCTEOSA-N,CHEMBL1902,avanafil,FKBP1A,SEQ:7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,WEAJZXNPAWBCOA-INIZCTEOSA-N__SEQ:7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,WEAJZXNPAWBCOA__SEQ:7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-205,QZZUEBNBZAPZLX-QFIPXVFZSA-N,CHEMBL2148,indacaterol,JAK3,SEQ:18a68eca96f64db10c5b38e1f1bf1b013e7dd5091fad780578010a93474da833,QZZUEBNBZAPZLX-QFIPXVFZSA-N__SEQ:18a68eca96f64db10c5b38e1f1bf1b013e7dd5091fad780578010a93474da833,QZZUEBNBZAPZLX__SEQ:18a68eca96f64db10c5b38e1f1bf1b013e7dd5091fad780578010a93474da833,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-207,PYGWGZALEOIKDF-UHFFFAOYSA-N,CHEMBL4179,etravirine,MAPK9,SEQ:91879df6c55d94de68c2f51e05a06f8a798076a5bca1b45a5ad1d3fefa3c065f,PYGWGZALEOIKDF-UHFFFAOYSA-N__SEQ:91879df6c55d94de68c2f51e05a06f8a798076a5bca1b45a5ad1d3fefa3c065f,PYGWGZALEOIKDF__SEQ:91879df6c55d94de68c2f51e05a06f8a798076a5bca1b45a5ad1d3fefa3c065f,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-132,HSUGRBWQSSZJOP-RTWAWAEBSA-N,CHEMBL4393,diltiazem,MMP12,SEQ:d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,HSUGRBWQSSZJOP-RTWAWAEBSA-N__SEQ:d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,HSUGRBWQSSZJOP__SEQ:d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-313,XRVDGNKRPOAQTN-FQEVSTJZSA-N,CHEMBL288,ozanimod,PDE4D,SEQ:b670d96ac031d642bcd46a7d3df563138ff90dbe4e385dcc2b475467300706ea,XRVDGNKRPOAQTN-FQEVSTJZSA-N__SEQ:b670d96ac031d642bcd46a7d3df563138ff90dbe4e385dcc2b475467300706ea,XRVDGNKRPOAQTN__SEQ:b670d96ac031d642bcd46a7d3df563138ff90dbe4e385dcc2b475467300706ea,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-314,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,CHEMBL286,furosemide,REN,SEQ:fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__SEQ:fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,ZZUFCTLCJUWOSV__SEQ:fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-322,INJOMKTZOLKMBF-UHFFFAOYSA-N,CHEMBL2850,guanfacine,GSK3A,SEQ:67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,INJOMKTZOLKMBF-UHFFFAOYSA-N__SEQ:67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,INJOMKTZOLKMBF__SEQ:67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-010,XEDHVZKDSYZQBF-UHFFFAOYSA-N,CHEMBL1974,lasmiditan,FLT3,SEQ:68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,XEDHVZKDSYZQBF-UHFFFAOYSA-N__SEQ:68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,XEDHVZKDSYZQBF__SEQ:68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-033,AYXYPKUFHZROOJ-ZETCQYMHSA-N,CHEMBL1808,pregabalin,ACE,SEQ:9b90c234c007ae25d011f573a0deccfd96ca908b193a043413120f802384f402,AYXYPKUFHZROOJ-ZETCQYMHSA-N__SEQ:9b90c234c007ae25d011f573a0deccfd96ca908b193a043413120f802384f402,AYXYPKUFHZROOJ__SEQ:9b90c234c007ae25d011f573a0deccfd96ca908b193a043413120f802384f402,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-034,PYGWGZALEOIKDF-UHFFFAOYSA-N,CHEMBL267,etravirine,SRC,SEQ:bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,PYGWGZALEOIKDF-UHFFFAOYSA-N__SEQ:bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,PYGWGZALEOIKDF__SEQ:bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-073,JJVAPHYEOZSKJZ-JGCGQSQUSA-N,CHEMBL2695,zavegepant,PTK2,SEQ:673a5ff1e9eb71e9f4ce597ab556006ebebba414fa71bbe2287e813bbd3ddf7e,JJVAPHYEOZSKJZ-JGCGQSQUSA-N__SEQ:673a5ff1e9eb71e9f4ce597ab556006ebebba414fa71bbe2287e813bbd3ddf7e,JJVAPHYEOZSKJZ__SEQ:673a5ff1e9eb71e9f4ce597ab556006ebebba414fa71bbe2287e813bbd3ddf7e,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-124,NBRBXGKOEOGLOI-UHFFFAOYSA-N,CHEMBL208,dasabuvir,PGR,SEQ:55af49dbd176eaddc736537238e00422c66a0de2d3ff6fb967010908ca36a64d,NBRBXGKOEOGLOI-UHFFFAOYSA-N__SEQ:55af49dbd176eaddc736537238e00422c66a0de2d3ff6fb967010908ca36a64d,NBRBXGKOEOGLOI__SEQ:55af49dbd176eaddc736537238e00422c66a0de2d3ff6fb967010908ca36a64d,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-085,DOUYETYNHWVLEO-UHFFFAOYSA-N,CHEMBL1782,imiquimod,FDPS,SEQ:265d3e283924e8ac4ea8bc436c687772d97f9703fd677b466a605ac7f1a560d7,DOUYETYNHWVLEO-UHFFFAOYSA-N__SEQ:265d3e283924e8ac4ea8bc436c687772d97f9703fd677b466a605ac7f1a560d7,DOUYETYNHWVLEO__SEQ:265d3e283924e8ac4ea8bc436c687772d97f9703fd677b466a605ac7f1a560d7,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-134,JQSHBVHOMNKWFT-DTORHVGOSA-N,CHEMBL3535,varenicline,PDE9A,SEQ:bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,JQSHBVHOMNKWFT-DTORHVGOSA-N__SEQ:bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,JQSHBVHOMNKWFT__SEQ:bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-268,VPPJLAIAVCUEMN-GFCCVEGCSA-N,CHEMBL2039,lacosamide,MAOB,SEQ:5c619dcb6235f38247072eacd7fa6ad3aa7e69d3d4f661ebfdc4251e2b2752b4,VPPJLAIAVCUEMN-GFCCVEGCSA-N__SEQ:5c619dcb6235f38247072eacd7fa6ad3aa7e69d3d4f661ebfdc4251e2b2752b4,VPPJLAIAVCUEMN__SEQ:5c619dcb6235f38247072eacd7fa6ad3aa7e69d3d4f661ebfdc4251e2b2752b4,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-323,CGIGDMFJXJATDK-UHFFFAOYSA-N,CHEMBL2252,indomethacin,CTSC,SEQ:11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,CGIGDMFJXJATDK-UHFFFAOYSA-N__SEQ:11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,CGIGDMFJXJATDK__SEQ:11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-325,UJLAWZDWDVHWOW-YPMHNXCESA-N,CHEMBL5366,tofacitinib,PARP2,SEQ:632f3cd643185c2ab1b1d79edf533faab80d97ad98dab3ec2b2e20ad3635b044,UJLAWZDWDVHWOW-YPMHNXCESA-N__SEQ:632f3cd643185c2ab1b1d79edf533faab80d97ad98dab3ec2b2e20ad3635b044,UJLAWZDWDVHWOW__SEQ:632f3cd643185c2ab1b1d79edf533faab80d97ad98dab3ec2b2e20ad3635b044,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-326,INJOMKTZOLKMBF-UHFFFAOYSA-N,CHEMBL1947,guanfacine,THRB,SEQ:94438bfcc4ab0fe4309b0436589d66e5d9aa4804cf0e4c4c7d2745ad7dabbaf4,INJOMKTZOLKMBF-UHFFFAOYSA-N__SEQ:94438bfcc4ab0fe4309b0436589d66e5d9aa4804cf0e4c4c7d2745ad7dabbaf4,INJOMKTZOLKMBF__SEQ:94438bfcc4ab0fe4309b0436589d66e5d9aa4804cf0e4c4c7d2745ad7dabbaf4,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-012,WCWSTNLSLKSJPK-LKFCYVNXSA-N,CHEMBL235,cabotegravir,PPARG,SEQ:1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,WCWSTNLSLKSJPK-LKFCYVNXSA-N__SEQ:1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,WCWSTNLSLKSJPK__SEQ:1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-037,VCKUSRYTPJJLNI-UHFFFAOYSA-N,CHEMBL5608,terazosin,NTRK3,SEQ:3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,VCKUSRYTPJJLNI-UHFFFAOYSA-N__SEQ:3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,VCKUSRYTPJJLNI__SEQ:3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-038,GGCSSNBKKAUURC-UHFFFAOYSA-N,CHEMBL2007,sufentanil,PDGFRA,SEQ:96a4d83a02900a0cba9954d64106f1a532b0209e0d2b86d205a98bd847335682,GGCSSNBKKAUURC-UHFFFAOYSA-N__SEQ:96a4d83a02900a0cba9954d64106f1a532b0209e0d2b86d205a98bd847335682,GGCSSNBKKAUURC__SEQ:96a4d83a02900a0cba9954d64106f1a532b0209e0d2b86d205a98bd847335682,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-125,IOOWNWLVCOUUEX-WPRPVWTQSA-N,CHEMBL261,vaborbactam,CA1,SEQ:5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880,IOOWNWLVCOUUEX-WPRPVWTQSA-N__SEQ:5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880,IOOWNWLVCOUUEX__SEQ:5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-126,IUBSYMUCCVWXPE-UHFFFAOYSA-N,CHEMBL2326,metoprolol,CA7,SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,IUBSYMUCCVWXPE-UHFFFAOYSA-N__SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,IUBSYMUCCVWXPE__SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-209,QZZUEBNBZAPZLX-QFIPXVFZSA-N,CHEMBL205,indacaterol,CA2,SEQ:e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,QZZUEBNBZAPZLX-QFIPXVFZSA-N__SEQ:e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,QZZUEBNBZAPZLX__SEQ:e6a24c903c1ef211037c64a6835a8a484f48b17be1cae50d6998913f21acf7d4,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-211,JUZYLCPPVHEVSV-LJQANCHMSA-N,CHEMBL2276,elvitegravir,MAPK8,SEQ:e21eccad4aa906413ff8b7fcb1a5b107b313731e4054371ff21c72b73ba7ed6f,JUZYLCPPVHEVSV-LJQANCHMSA-N__SEQ:e21eccad4aa906413ff8b7fcb1a5b107b313731e4054371ff21c72b73ba7ed6f,JUZYLCPPVHEVSV__SEQ:e21eccad4aa906413ff8b7fcb1a5b107b313731e4054371ff21c72b73ba7ed6f,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-269,AURFZBICLPNKBZ-SYBPFIFISA-N,CHEMBL242,brexanolone,ESR2,SEQ:7f3d679eff5a0b39202fe2696e4b76106c26dd5b3df9d615e208dbdf4bc35724,AURFZBICLPNKBZ-SYBPFIFISA-N__SEQ:7f3d679eff5a0b39202fe2696e4b76106c26dd5b3df9d615e208dbdf4bc35724,AURFZBICLPNKBZ__SEQ:7f3d679eff5a0b39202fe2696e4b76106c26dd5b3df9d615e208dbdf4bc35724,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-316,MAEIEVLCKWDQJH-UHFFFAOYSA-N,CHEMBL2243,bumetanide,FAAH,SEQ:230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,MAEIEVLCKWDQJH-UHFFFAOYSA-N__SEQ:230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,MAEIEVLCKWDQJH__SEQ:230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-328,MEZLKOACVSPNER-GFCCVEGCSA-N,CHEMBL1808,selegiline,ACE,SEQ:9b90c234c007ae25d011f573a0deccfd96ca908b193a043413120f802384f402,MEZLKOACVSPNER-GFCCVEGCSA-N__SEQ:9b90c234c007ae25d011f573a0deccfd96ca908b193a043413120f802384f402,MEZLKOACVSPNER__SEQ:9b90c234c007ae25d011f573a0deccfd96ca908b193a043413120f802384f402,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-329,XFYDIVBRZNQMJC-UHFFFAOYSA-N,CHEMBL2850,tizanidine,GSK3A,SEQ:67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,XFYDIVBRZNQMJC-UHFFFAOYSA-N__SEQ:67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,XFYDIVBRZNQMJC__SEQ:67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-013,VGYFMXBACGZSIL-MCBHFWOFSA-N,CHEMBL4393,pitavastatin,MMP12,SEQ:d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,VGYFMXBACGZSIL-MCBHFWOFSA-N__SEQ:d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,VGYFMXBACGZSIL__SEQ:d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-014,XEDHVZKDSYZQBF-UHFFFAOYSA-N,CHEMBL4898,lasmiditan,NTRK2,SEQ:5700fd20b890228dc7e812e55ae9c8c398a6acd114445a1139ed0655f81a77ad,XEDHVZKDSYZQBF-UHFFFAOYSA-N__SEQ:5700fd20b890228dc7e812e55ae9c8c398a6acd114445a1139ed0655f81a77ad,XEDHVZKDSYZQBF__SEQ:5700fd20b890228dc7e812e55ae9c8c398a6acd114445a1139ed0655f81a77ad,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-212,WIGIZIANZCJQQY-RUCARUNLSA-N,CHEMBL3729,glimepiride,CA4,SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,WIGIZIANZCJQQY-RUCARUNLSA-N__SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,WIGIZIANZCJQQY__SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-213,ATALOFNDEOCMKK-OITMNORJSA-N,CHEMBL402,aprepitant,HMGCR,SEQ:53ca26e9a4eeb6dc55931307bed794b7dde0c3f5bdbdfb91ea34506062a3e318,ATALOFNDEOCMKK-OITMNORJSA-N__SEQ:53ca26e9a4eeb6dc55931307bed794b7dde0c3f5bdbdfb91ea34506062a3e318,ATALOFNDEOCMKK__SEQ:53ca26e9a4eeb6dc55931307bed794b7dde0c3f5bdbdfb91ea34506062a3e318,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-214,IOOWNWLVCOUUEX-WPRPVWTQSA-N,CHEMBL1944,vaborbactam,MME,SEQ:1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,IOOWNWLVCOUUEX-WPRPVWTQSA-N__SEQ:1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,IOOWNWLVCOUUEX__SEQ:1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-215,BUGYDGFZZOZRHP-UHFFFAOYSA-N,CHEMBL1994,memantine,NR3C2,SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,BUGYDGFZZOZRHP-UHFFFAOYSA-N__SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,BUGYDGFZZOZRHP__SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-135,ZBMZVLHSJCTVON-UHFFFAOYSA-N,CHEMBL1935,sotalol,ALDH2,SEQ:c6dc987207be93233446f3947fccc4d81639830021577c917834d80f57fd44dd,ZBMZVLHSJCTVON-UHFFFAOYSA-N__SEQ:c6dc987207be93233446f3947fccc4d81639830021577c917834d80f57fd44dd,ZBMZVLHSJCTVON__SEQ:c6dc987207be93233446f3947fccc4d81639830021577c917834d80f57fd44dd,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-136,DYLUUSLLRIQKOE-UHFFFAOYSA-N,CHEMBL5145,enasidenib,BRAF,SEQ:1a1d669b0622fbe831f52ddb1be8e99ed35c39eea791b55b52db12a80811e274,DYLUUSLLRIQKOE-UHFFFAOYSA-N__SEQ:1a1d669b0622fbe831f52ddb1be8e99ed35c39eea791b55b52db12a80811e274,DYLUUSLLRIQKOE__SEQ:1a1d669b0622fbe831f52ddb1be8e99ed35c39eea791b55b52db12a80811e274,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-137,VWVSBHGCDBMOOT-IIEHVVJPSA-N,CHEMBL3045,desoximetasone,PRKCB,SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,VWVSBHGCDBMOOT-IIEHVVJPSA-N__SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,VWVSBHGCDBMOOT__SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-226,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,CHEMBL3242,nimodipine,CA12,SEQ:d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c,UIAGMCDKSXEBJQ-UHFFFAOYSA-N__SEQ:d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c,UIAGMCDKSXEBJQ__SEQ:d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-271,UEJJHQNACJXSKW-UHFFFAOYSA-N,CHEMBL3116,thalidomide,CDK9,SEQ:2709b182438598d2b9f146586fb2c8549857ef08c97505fddab5a0a8782aaee7,UEJJHQNACJXSKW-UHFFFAOYSA-N__SEQ:2709b182438598d2b9f146586fb2c8549857ef08c97505fddab5a0a8782aaee7,UEJJHQNACJXSKW__SEQ:2709b182438598d2b9f146586fb2c8549857ef08c97505fddab5a0a8782aaee7,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-317,ACWZRVQXLIRSDF-UHFFFAOYSA-N,CHEMBL5366,binimetinib,PARP2,SEQ:632f3cd643185c2ab1b1d79edf533faab80d97ad98dab3ec2b2e20ad3635b044,ACWZRVQXLIRSDF-UHFFFAOYSA-N__SEQ:632f3cd643185c2ab1b1d79edf533faab80d97ad98dab3ec2b2e20ad3635b044,ACWZRVQXLIRSDF__SEQ:632f3cd643185c2ab1b1d79edf533faab80d97ad98dab3ec2b2e20ad3635b044,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-318,OEKWJQXRCDYSHL-FNOIDJSQSA-N,CHEMBL3535,ticagrelor,PDE9A,SEQ:bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,OEKWJQXRCDYSHL-FNOIDJSQSA-N__SEQ:bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,OEKWJQXRCDYSHL__SEQ:bc510befd27fd42cb2f578bf430c05cecbde0e650ff593efb7c1af6450c7421c,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-319,FABUFPQFXZVHFB-PVYNADRNSA-N,CHEMBL3045,ixabepilone,PRKCB,SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,FABUFPQFXZVHFB-PVYNADRNSA-N__SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,FABUFPQFXZVHFB__SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
C384-330,HOIIHACBCFLJET-SFTDATJTSA-N,CHEMBL220,lumateperone,ACHE,SEQ:b5e7ca71ef5af9ce9e3ffc10eebc77b2bb95d592400670484ee596f06be68e78,HOIIHACBCFLJET-SFTDATJTSA-N__SEQ:b5e7ca71ef5af9ce9e3ffc10eebc77b2bb95d592400670484ee596f06be68e78,HOIIHACBCFLJET__SEQ:b5e7ca71ef5af9ce9e3ffc10eebc77b2bb95d592400670484ee596f06be68e78,0,0,All related historical records reserved; connectivity-only matches are not exact experimental evidence for the frozen candidate.
