target_chembl_id,gene_symbol,uniprot_accession,target_name,assay_lane,is_gpcr,small_molecule_moa,ot_project_standard_direct_sm,known_unique_pocket_count,passes_non_gpcr,passes_chembl_small_molecule_moa,passes_supported_target_class,passes_any_experimental_pocket,passes_preferred_experimental_pocket,passes_preferred_druglike_experimental_pocket,in_final_target_set,first_exclusion_reason,final_scope_branch
CHEMBL3712928,NECTIN4,Q96NY8,Nectin-4,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1649058,NGF,P01138,Beta-nerve growth factor,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3307223,PDCD1,Q15116,Programmed cell death protein 1,EXTRACELLULAR_SPECIAL,False,False,False,13,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3108633,PDGFB,P01127,Platelet-derived growth factor subunit B,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1697671,PGF,P49763,Placenta growth factor,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712869,PTHLH,P12272,Parathyroid hormone-related protein,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4183,SELPLG,Q14242,P-selectin glycoprotein ligand 1,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1950,SERPINC1,P01008,Antithrombin-III,EXTRACELLULAR_SPECIAL,False,False,False,64,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1741309,SPP1,P10451,Osteopontin,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1795178,TGFB1,P01137,Transforming growth factor beta-1 proprotein,EXTRACELLULAR_SPECIAL,False,False,False,9,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3217393,TGFB2,P61812,Transforming growth factor beta-2 proprotein,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712903,TGFB3,P10600,Transforming growth factor beta-3 proprotein,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1825,TNF,P01375,Tumor necrosis factor,EXTRACELLULAR_SPECIAL,False,False,False,27,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2364161,TNFRSF8,P28908,Tumor necrosis factor receptor superfamily member 8,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2364162,TNFSF11,O14788,Tumor necrosis factor ligand superfamily member 11,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713023,TNFSF12,O43508,Tumor necrosis factor ligand superfamily member 12,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713436,TNFSF13,O75888,Tumor necrosis factor ligand superfamily member 13,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2364158,TNFSF13B,Q9Y275,Tumor necrosis factor ligand superfamily member 13B,EXTRACELLULAR_SPECIAL,False,False,False,3,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712914,TNFSF14,O43557,Tumor necrosis factor ligand superfamily member 14,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712900,TNFSF4,P23510,Tumor necrosis factor ligand superfamily member 4,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712931,TSLP,Q969D9,Thymic stromal lymphopoietin,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580488,VEGFB,P49765,Vascular endothelial growth factor B,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3714157,VEGFC,P49767,Vascular endothelial growth factor C,EXTRACELLULAR_SPECIAL,False,False,False,4,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2021748,VWF,P04275,von Willebrand factor,EXTRACELLULAR_SPECIAL,False,False,False,20,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2364160,VAMP2,P63027,Vesicle-associated membrane protein 2,ION_CHANNEL_FUNCTIONAL,False,False,False,0,True,False,True,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4665584,ALCAM,Q13740,CD166 antigen,NONCANONICAL_REVIEW,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3710485,ANGPTL3,Q9Y5C1,Angiopoietin-related protein 3,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5498502,BCL11A,Q9H165,BCL11 transcription factor A,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5989,BIRC5,O15392,Baculoviral IAP repeat-containing protein 5,NONCANONICAL_REVIEW,False,False,False,10,True,False,False,True,True,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712870,CD200,P41217,OX-2 membrane glycoprotein,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712975,CD248,Q9HCU0,Endosialin,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580522,CD274,Q9NZQ7,Programmed cell death 1 ligand 1,NONCANONICAL_REVIEW,False,False,False,49,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5191,CD28,P10747,T-cell-specific surface glycoprotein CD28,NONCANONICAL_REVIEW,False,False,False,5,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712888,CD5,P06127,T-cell surface glycoprotein CD5,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712852,CD79B,P40259,B-cell antigen receptor complex-associated protein beta chain,NONCANONICAL_REVIEW,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712859,CLDN18,P56856,Claudin-18,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3988505,COL4A4,P53420,Collagen alpha-4(IV) chain,NONCANONICAL_REVIEW,False,False,False,5,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5498505,COL7A1,Q02388,Collagen alpha-1(VII) chain,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713025,CRIPTO,P13385,Protein Cripto,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4804257,CTAG1A,P78358,Cancer/testis antigen 1,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630888,DLL3,Q9NYJ7,Delta-like protein 3,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712916,DLL4,Q9NR61,Delta-like protein 4,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5498504,DMD,P11532,Dystrophin,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1795108,EEF2,P13639,Elongation factor 2,NONCANONICAL_REVIEW,False,False,False,2,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4804245,EFNB2,P52799,Ephrin-B2,NONCANONICAL_REVIEW,False,False,False,5,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713712,ELN,P15502,Elastin,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712885,ENG,P17813,Endoglin,NONCANONICAL_REVIEW,False,False,False,4,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4662939,EREG,O14944,Proepiregulin,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4662944,ERVW-1,Q9UQF0,Syncytin-1,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4662940,FCGR2B,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,NONCANONICAL_REVIEW,False,False,False,3,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5966,FCGRT,P55899,IgG receptor FcRn large subunit p51,NONCANONICAL_REVIEW,False,False,False,8,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL6066101,FCRL5,Q96RD9,Fc receptor-like protein 5,NONCANONICAL_REVIEW,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630891,GP1BA,P07359,Platelet glycoprotein Ib alpha chain,NONCANONICAL_REVIEW,False,False,False,5,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712927,GPA33,Q99795,Cell surface A33 antigen,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630889,GPC3,P51654,Glypican-3,NONCANONICAL_REVIEW,False,False,False,3,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712919,GPNMB,Q14956,Transmembrane glycoprotein NMB,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630879,HAVCR2,Q8TDQ0,Hepatitis A virus cellular receptor 2,NONCANONICAL_REVIEW,False,False,False,5,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2311236,HMGB1,P09429,High mobility group protein B1,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1275223,HSPA8,P11142,Heat shock cognate 71 kDa protein,NONCANONICAL_REVIEW,False,False,False,52,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712953,ICOS,Q9Y6W8,Inducible T-cell costimulator,NONCANONICAL_REVIEW,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712949,ICOSLG,O75144,ICOS ligand,NONCANONICAL_REVIEW,False,False,False,3,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630892,KLRC1,P26715,NKG2-A/NKG2-B type II integral membrane protein,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630881,LAG3,P18627,Lymphocyte activation gene 3 protein,NONCANONICAL_REVIEW,False,False,False,6,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5913,LEPR,P48357,Leptin receptor,NONCANONICAL_REVIEW,False,False,False,10,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4915,LGALS1,P09382,Galectin-1,NONCANONICAL_REVIEW,False,False,False,55,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4804246,LILRA4,P59901,Leukocyte immunoglobulin-like receptor subfamily A member 4,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712965,LINGO1,Q96FE5,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,NONCANONICAL_REVIEW,False,False,False,7,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630884,LRP1,Q07954,Prolow-density lipoprotein receptor-related protein 1,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4523584,LY6E,Q16553,Lymphocyte antigen 6E,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4804258,LY75,O60449,Lymphocyte antigen 75,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4662941,MAGEA3,P43357,Melanoma-associated antigen 3,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4296022,MAGEA4,P43358,Melanoma-associated antigen 4,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1293224,MAPT,P10636,Microtubule-associated protein tau,NONCANONICAL_REVIEW,False,False,False,10,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4804244,MARCKS,P29966,Myristoylated alanine-rich C-kinase substrate,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713343,MFGE8,Q08431,Lactadherin,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712878,MSLN,Q13421,Mesothelin,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580494,MUC1,P15941,Mucin-1,NONCANONICAL_REVIEW,False,False,False,4,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580482,MUC16,Q8WXI7,Mucin-16,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630885,OSMR,Q99650,Oncostatin-M-specific receptor subunit beta,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713006,PDCD1LG2,Q9BQ51,Programmed cell death 1 ligand 2,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712988,PMEL,P40967,Melanocyte protein PMEL,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5498501,PROS1,P07225,Vitamin K-dependent protein S,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712961,PSCA,O43653,Prostate stem cell antigen,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630886,RGMA,Q96B86,Repulsive guidance molecule A,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712996,RHD,Q02161,Blood group Rh(D) polypeptide,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4665585,ROR1,Q01973,Inactive tyrosine-protein kinase transmembrane receptor ROR1,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712895,RTN4,Q9NQC3,Reticulon-4,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712898,SDC1,P18827,Syndecan-1,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630887,SEMA4D,Q92854,Semaphorin-4D,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5305024,SERPING1,P05155,Plasma protease C1 inhibitor,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630877,SIGLEC8,Q9NYZ4,Sialic acid-binding Ig-like lectin 8,NONCANONICAL_REVIEW,False,False,False,3,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2364159,SNAP25,P60880,Synaptosomal-associated protein 25,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL6152,SNCA,P37840,Alpha-synuclein,NONCANONICAL_REVIEW,False,False,False,25,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580487,SOST,Q9BQB4,Sclerostin,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4523377,STING1,Q86WV6,Stimulator of interferon genes protein,NONCANONICAL_REVIEW,False,False,False,155,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3856163,TACSTD2,P09758,Tumor-associated calcium signal transducer 2,NONCANONICAL_REVIEW,False,False,False,4,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713062,TFPI,P10646,Tissue factor pathway inhibitor,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4662938,TGFA,P01135,Protransforming growth factor alpha,NONCANONICAL_REVIEW,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630878,TIGIT,Q495A1,T-cell immunoreceptor with Ig and ITIM domains,NONCANONICAL_REVIEW,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712856,TNC,P24821,Tenascin,NONCANONICAL_REVIEW,False,False,False,6,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL6157,TSG101,Q99816,Tumor susceptibility gene 101 protein,NONCANONICAL_REVIEW,False,False,False,3,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712854,VIM,P08670,Vimentin,NONCANONICAL_REVIEW,False,False,False,9,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2084,ASGR1,P07306,Asialoglycoprotein receptor 1,NON_GPCR_MEMBRANE_SPECIAL,False,False,False,7,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580492,BSG,P35613,Basigin,NON_GPCR_MEMBRANE_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3218,CD22,P20273,B-cell receptor CD22,NON_GPCR_MEMBRANE_SPECIAL,False,False,False,13,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712880,CD37,P11049,Leukocyte antigen CD37,NON_GPCR_MEMBRANE_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1975,CD3E,P07766,T-cell surface glycoprotein CD3 epsilon chain,NON_GPCR_MEMBRANE_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1250358,CD40,P25942,Tumor necrosis factor receptor superfamily member 5,NON_GPCR_MEMBRANE_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3714583,CD47,Q08722,Leukocyte surface antigen CD47,NON_GPCR_MEMBRANE_SPECIAL,False,False,False,27,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2176855,CLEC4C,Q8WTT0,C-type lectin domain family 4 member C,NON_GPCR_MEMBRANE_SPECIAL,False,False,False,5,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
