review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0651,Levoketoconazole,MET,暂不推荐；银屑病/特应性皮炎方向需重建 MET-child OT 证据,"child Open Targets 最佳疾病为 psoriasis，score=0.008（genetic=0.000, clinical=0.000, literature=0.021），MET-疾病证据为弱。Levoketoconazole→MET 主要由 ConPLEx=0.258/rank=8 支撑；MET-银屑病 child OT 分数近空且方向为 dermatology，机制牵引不足。","原始 target-engagement 可行性=中高; assay lane=kinase biochemical/cellular; ConPLEx=0.258, rank=8; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：MET 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 暂不推荐 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 MET 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P4_deprioritize,deprioritize,MET-银屑病 child OT 分数近空且方向为 dermatology，机制牵引不足。 child_ot_status=child_ot_match; best_child=psoriasis; novelty=同靶点家族机制扩展，novelty 中等; major_risks=gene symbol/缩写可能产生文献或检索歧义；同靶点家族可能存在机制泄漏/选择性不足
strict895_0652,Dacomitinib,RET,RET 融合 NSCLC；大细胞神经内分泌癌；RET 相关甲状腺癌,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.706（genetic=0.000, clinical=0.977, literature=0.991），RET-疾病证据为较强。Dacomitinib→RET 主要由 ConPLEx=0.414/rank=9 支撑；Dacomitinib 已是 EGFR/NSCLC 背景，RET-NSCLC 作为同病种扩展 novelty 偏低。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.414, rank=9; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：RET 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 RET 融合 NSCLC 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 RET 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P3_review_low,review_low,Dacomitinib 已是 EGFR/NSCLC 背景，RET-NSCLC 作为同病种扩展 novelty 偏低。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0653,Selpercatinib,KRAS,KRAS 驱动 NSCLC；结直肠癌；黑色素瘤,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.804（genetic=0.000, clinical=0.946, literature=0.997），KRAS-疾病证据为强。Selpercatinib→KRAS 主要由 ConPLEx=0.647/rank=2 支撑；Selpercatinib-KRAS ConPLEx 高、rank=2，KRAS-NSCLC child OT clinical/literature 支持强。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.647, rank=2; 自动优先级=P1_priority_manual_review. 疾病模型具体、验证路径清晰，建议进入优先实验队列，但仍需用正交 target engagement 排除多靶点解释。",建议验证：KRAS 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 KRAS 驱动 NSCLC 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 KRAS 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,medium,P1_high,keep_high,Selpercatinib-KRAS ConPLEx 高、rank=2，KRAS-NSCLC child OT clinical/literature 支持强。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0654,Levoketoconazole,ATR,暂不推荐；银屑病/特应性皮炎方向证据不足,"child Open Targets 最佳疾病为 psoriasis，score=0.001（genetic=0.000, clinical=0.000, literature=0.012），ATR-疾病证据为弱。Levoketoconazole→ATR 主要由 ConPLEx=0.203/rank=38 支撑；ATR-银屑病 child OT 分数几乎为空，且 rank 靠后。","原始 target-engagement 可行性=中高; assay lane=kinase biochemical/cellular; ConPLEx=0.203, rank=38; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：ATR 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 暂不推荐 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 ATR 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P4_deprioritize,deprioritize,ATR-银屑病 child OT 分数几乎为空，且 rank 靠后。 child_ot_status=child_ot_match; best_child=psoriasis; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足
strict895_0655,Infigratinib Phosphate,EGFR,EGFR 突变/依赖 NSCLC；头颈鳞癌；结直肠癌（按 child OT 重定位，不按 renal 方向）,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.853（genetic=0.746, clinical=0.996, literature=1.000），EGFR-疾病证据为强。Infigratinib Phosphate→EGFR 主要由 ConPLEx=0.496/rank=9 支撑；EGFR-NSCLC 证据强，但输入方向为 renal，需按 oncology 重新定位后验证。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.496, rank=9; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：EGFR 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 EGFR 突变/依赖 NSCLC 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 EGFR 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,EGFR-NSCLC 证据强，但输入方向为 renal，需按 oncology 重新定位后验证。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足
strict895_0656,Bempedoic Acid,TYRP1,TYRP1 相关黑色素瘤/原位黑色素瘤低优先；银屑病暂不推荐,"child Open Targets 最佳疾病为 melanoma，score=0.126（genetic=0.000, clinical=0.076, literature=0.938），TYRP1-疾病证据为弱。Bempedoic Acid→TYRP1 主要由 ConPLEx=0.276/rank=42 支撑；Bempedoic Acid-TYRP1 rank=42 且 child OT 分数低，不足以进入主线。","原始 target-engagement 可行性=中高; assay lane=biochemical/target-engagement; ConPLEx=0.276, rank=42; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：TYRP1 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 TYRP1 相关黑色素瘤/原位黑色素瘤低优先 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 TYRP1 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P4_deprioritize,deprioritize,Bempedoic Acid-TYRP1 rank=42 且 child OT 分数低，不足以进入主线。 child_ot_status=child_ot_match; best_child=melanoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足
strict895_0657,Avibactam Sodium,SLC5A2,SLC5A2 相关 CKD/肾小球损伤；糖尿病性肾病或肾纤维化模型,"child Open Targets 最佳疾病为 chronic kidney disease，score=0.626（genetic=0.000, clinical=0.981, literature=0.978），SLC5A2-疾病证据为较强。Avibactam Sodium→SLC5A2 主要由 ConPLEx=0.437/rank=3 支撑；SLC5A2-CKD clinical/literature 证据强，Avibactam rank=3 且非同类机制，值得优先验证。","原始 target-engagement 可行性=高; assay lane=transporter uptake/efflux; ConPLEx=0.437, rank=3; 自动优先级=P1_priority_manual_review. 疾病模型具体、验证路径清晰，建议进入优先实验队列，但仍需用正交 target engagement 排除多靶点解释。",建议验证：SLC5A2 底物摄取/外排或竞争抑制实验；使用过表达与空载体对照，并在 SLC5A2 相关 CKD/肾小球损伤 肾/神经/肿瘤相关模型中做功能 readout。,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛；加入 SLC5A2 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除底物荧光/放射性读数干扰、P-gp/BCRP 外排和非特异膜损伤。,medium,P1_high,keep_high,SLC5A2-CKD clinical/literature 证据强，Avibactam rank=3 且非同类机制，值得优先验证。 child_ot_status=child_ot_match; best_child=chronic kidney disease; novelty=文献状态未充分审计，需人工排重; major_risks=转运体 readout 易受底物、外排和细胞状态影响
strict895_0658,Tucatinib,RET,RET 融合 NSCLC；大细胞神经内分泌癌；RET 相关甲状腺癌,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.706（genetic=0.000, clinical=0.977, literature=0.991），RET-疾病证据为较强。Tucatinib→RET 主要由 ConPLEx=0.322/rank=9 支撑；RET 疾病证据强，但 Tucatinib-RET ConPLEx 仅中等，保留中优先级。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.322, rank=9; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：RET 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 RET 融合 NSCLC 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 RET 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,RET 疾病证据强，但 Tucatinib-RET ConPLEx 仅中等，保留中优先级。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0659,Bosutinib Monohydrate,RET,RET 融合 NSCLC；大细胞神经内分泌癌；RET 相关甲状腺癌,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.706（genetic=0.000, clinical=0.977, literature=0.991），RET-疾病证据为较强。Bosutinib Monohydrate→RET 主要由 ConPLEx=0.496/rank=23 支撑；Bosutinib-RET ConPLEx 中等且 rank=23，疾病证据强但药物-靶点优先级中等。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.496, rank=23; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：RET 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 RET 融合 NSCLC 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 RET 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,Bosutinib-RET ConPLEx 中等且 rank=23，疾病证据强但药物-靶点优先级中等。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0660,Capmatinib Hydrochloride,GAA,暂不推荐；GAA-高血压/动脉粥样硬化证据极弱,"child Open Targets 最佳疾病为 hypertensive disorder，score=0.007（genetic=0.000, clinical=0.000, literature=0.054），GAA-疾病证据为弱。Capmatinib Hydrochloride→GAA 主要由 ConPLEx=0.242/rank=27 支撑；GAA child OT 分数接近零，心血管疾病映射不成立。","原始 target-engagement 可行性=中高; assay lane=biochemical/target-engagement; ConPLEx=0.242, rank=27; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：GAA 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 暂不推荐 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 GAA 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P4_deprioritize,deprioritize,GAA child OT 分数接近零，心血管疾病映射不成立。 child_ot_status=child_ot_match; best_child=hypertensive disorder; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足
strict895_0661,Bicalutamide,CDK6,CDK6 依赖 HR+乳腺癌；AML/ALL；淋巴瘤,"child Open Targets 最佳疾病为 breast carcinoma，score=0.610（genetic=0.000, clinical=0.874, literature=0.696），CDK6-疾病证据为较强。Bicalutamide→CDK6 主要由 ConPLEx=0.549/rank=19 支撑；Bicalutamide-CDK6 ConPLEx 尚可且 disease evidence 强，但同为肿瘤/内分泌背景。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.549, rank=19; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：CDK6 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 CDK6 依赖 HR+乳腺癌 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 CDK6 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,Bicalutamide-CDK6 ConPLEx 尚可且 disease evidence 强，但同为肿瘤/内分泌背景。 child_ot_status=child_ot_match; best_child=breast carcinoma; novelty=同原适应症方向扩展，novelty 中等偏低; major_risks=疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0662,Palbociclib,FGFR2,FGFR2 相关乳腺癌；需限定 FGFR2 扩增/突变亚型,"child Open Targets 最佳疾病为 breast carcinoma，score=0.717（genetic=0.895, clinical=0.152, literature=0.960），FGFR2-疾病证据为较强。Palbociclib→FGFR2 主要由 ConPLEx=0.435/rank=68 支撑；FGFR2-breast genetic/literature 支持较强，但 Palbociclib rank=68，药物-靶点证据弱。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.435, rank=68; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：FGFR2 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 FGFR2 相关乳腺癌 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 FGFR2 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,FGFR2-breast genetic/literature 支持较强，但 Palbociclib rank=68，药物-靶点证据弱。 child_ot_status=child_ot_match; best_child=breast carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0663,Cabozantinib S-Malate,RET,RET 融合 NSCLC；大细胞神经内分泌癌；RET 相关甲状腺癌,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.706（genetic=0.000, clinical=0.977, literature=0.991），RET-疾病证据为较强。Cabozantinib S-Malate→RET 主要由 ConPLEx=0.691/rank=3 支撑；Cabozantinib-RET ConPLEx 高且 rank=3，但可能接近已知多靶点 kinase 机制。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.691, rank=3; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：RET 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 RET 融合 NSCLC 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 RET 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,Cabozantinib-RET ConPLEx 高且 rank=3，但可能接近已知多靶点 kinase 机制。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0664,Bosutinib Monohydrate,EGFR,EGFR 突变/依赖 NSCLC；头颈鳞癌；少突胶质细胞瘤探索,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.853（genetic=0.746, clinical=0.996, literature=1.000），EGFR-疾病证据为强。Bosutinib Monohydrate→EGFR 主要由 ConPLEx=0.368/rank=42 支撑；EGFR disease evidence 很强，但 Bosutinib rank=42 且已有 post-approval 报道，降为低优先复核。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.368, rank=42; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：EGFR 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 EGFR 突变/依赖 NSCLC 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 EGFR 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P3_review_low,review_low,EGFR disease evidence 很强，但 Bosutinib rank=42 且已有 post-approval 报道，降为低优先复核。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0665,Cabozantinib S-Malate,EGFR,EGFR 突变/依赖 NSCLC；头颈鳞癌；少突胶质细胞瘤探索,"child Open Targets 最佳疾病为 non-small cell lung carcinoma，score=0.853（genetic=0.746, clinical=0.996, literature=1.000），EGFR-疾病证据为强。Cabozantinib S-Malate→EGFR 主要由 ConPLEx=0.295/rank=15 支撑；EGFR disease evidence 强，但 Cabozantinib-EGFR ConPLEx 偏低，仅适合低成本确认。","原始 target-engagement 可行性=中高; assay lane=kinase biochemical/cellular; ConPLEx=0.295, rank=15; 自动优先级=P2_review_candidate. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：EGFR 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 EGFR 突变/依赖 NSCLC 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 EGFR 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,high,P3_review_low,review_low,EGFR disease evidence 强，但 Cabozantinib-EGFR ConPLEx 偏低，仅适合低成本确认。 child_ot_status=child_ot_match; best_child=non-small cell lung carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0666,Afatinib Dimaleate,KIT,KIT 相关黑色素瘤；KIT 依赖乳腺癌探索,"child Open Targets 最佳疾病为 melanoma，score=0.477（genetic=0.000, clinical=0.611, literature=0.979），KIT-疾病证据为中等。Afatinib Dimaleate→KIT 主要由 ConPLEx=0.645/rank=3 支撑；Afatinib-KIT ConPLEx 高且 rank=3，黑色素瘤 child OT 有 clinical/literature 支持。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.645, rank=3; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：KIT 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 KIT 相关黑色素瘤 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 KIT 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,Afatinib-KIT ConPLEx 高且 rank=3，黑色素瘤 child OT 有 clinical/literature 支持。 child_ot_status=child_ot_match; best_child=melanoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0667,Pazopanib Hydrochloride,KIT,KIT 相关黑色素瘤；KIT 依赖乳腺癌探索,"child Open Targets 最佳疾病为 melanoma，score=0.477（genetic=0.000, clinical=0.611, literature=0.979），KIT-疾病证据为中等。Pazopanib Hydrochloride→KIT 主要由 ConPLEx=0.927/rank=2 支撑；Pazopanib-KIT ConPLEx 极高且 rank=2，KIT-黑色素瘤证据可操作性强。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.927, rank=2; 自动优先级=P1_priority_manual_review. 疾病模型具体、验证路径清晰，建议进入优先实验队列，但仍需用正交 target engagement 排除多靶点解释。",建议验证：KIT 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 KIT 相关黑色素瘤 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 KIT 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P1_high,keep_high,Pazopanib-KIT ConPLEx 极高且 rank=2，KIT-黑色素瘤证据可操作性强。 child_ot_status=child_ot_match; best_child=melanoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0668,Prednisone,AR,暂不推荐；child OT 指向前列腺癌而非肌骨疾病，nemaline myopathy/DCM 候选错配,"child Open Targets 最佳疾病为 prostate carcinoma，score=0.736（genetic=0.641, clinical=0.886, literature=0.997），AR-疾病证据为较强。Prednisone→AR 主要由 ConPLEx=0.280/rank=4 支撑；Prednisone-AR 可能由广谱 steroid/reporter 混杂驱动，疾病方向错配。","原始 target-engagement 可行性=中; assay lane=nuclear receptor/TF reporter; ConPLEx=0.280, rank=4; 自动优先级=P2_review_candidate. 不建议进入当前主验证队列，除非后续补充独立药物-靶点或疾病证据。",不进入主验证；如需保留，仅做最小化确认：AR reporter、cofactor recruitment 和 CETSA/NanoBRET；在 暂不推荐 模型中检测下游靶基因 qPCR/蛋白变化。,广谱转录抑制/激活、细胞毒性、荧光素酶干扰、同家族核受体选择性；加入 AR 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除广谱转录调节、荧光素酶干扰和激素受体交叉效应。,high,P4_deprioritize,deprioritize,Prednisone-AR 可能由广谱 steroid/reporter 混杂驱动，疾病方向错配。 child_ot_status=child_ot_match; best_child=prostate carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=gene symbol/缩写可能产生文献或检索歧义；reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响；同靶点家族可能存在机制泄漏/选择性不足
strict895_0669,Larotrectinib Sulfate,FGFR2,FGFR2 相关乳腺癌；需限定 FGFR2 扩增/突变亚型,"child Open Targets 最佳疾病为 breast carcinoma，score=0.717（genetic=0.895, clinical=0.152, literature=0.960），FGFR2-疾病证据为较强。Larotrectinib Sulfate→FGFR2 主要由 ConPLEx=0.432/rank=71 支撑；FGFR2 disease evidence 可用，但 Larotrectinib rank=71，药物-靶点证据不足。","原始 target-engagement 可行性=高; assay lane=biochemical/target-engagement; ConPLEx=0.432, rank=71; 自动优先级=P1_priority_manual_review. 仅建议低成本先导实验或人工排重后再决定，不应占用主验证资源。",低成本先导验证：FGFR2 纯化蛋白活性/结合实验（DSF、SPR、CETSA/TPP）；在 FGFR2 相关乳腺癌 模型中做 target engagement 与下游功能 readout 的剂量响应。,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛；加入 FGFR2 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别排除 PAINS、金属螯合、氧化还原和荧光干扰。,high,P3_review_low,review_low,FGFR2 disease evidence 可用，但 Larotrectinib rank=71，药物-靶点证据不足。 child_ot_status=child_ot_match; best_child=breast carcinoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
strict895_0670,Osimertinib Mesylate,KIT,KIT 相关黑色素瘤；KIT 依赖乳腺癌探索,"child Open Targets 最佳疾病为 melanoma，score=0.477（genetic=0.000, clinical=0.611, literature=0.979），KIT-疾病证据为中等。Osimertinib Mesylate→KIT 主要由 ConPLEx=0.373/rank=4 支撑；Osimertinib-KIT rank=4 且 child OT 中等，适合中优先级 kinase 验证。","原始 target-engagement 可行性=高; assay lane=kinase biochemical/cellular; ConPLEx=0.373, rank=4; 自动优先级=P1_priority_manual_review. 可进入小规模验证；若 target engagement 或选择性不足，应及时停止。",建议验证：KIT 重组 kinase IC50/Kd（ADP-Glo、迁移率法或 NanoBRET），并在 KIT 相关黑色素瘤 细胞模型检测目标磷酸化/下游 ERK-AKT 或 pRB readout。,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛；加入 KIT 同家族/上游下游通路反筛、母药已知主靶反筛、细胞毒性和溶解度/聚集体检查。特别做 kinase panel 和 ATP-competition 检查。,medium,P2_medium,keep_medium,Osimertinib-KIT rank=4 且 child OT 中等，适合中优先级 kinase 验证。 child_ot_status=child_ot_match; best_child=melanoma; novelty=同靶点家族机制扩展，novelty 中等; major_risks=同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱
