范围,资产编号,模型系列,资产类型,状态,文件数,大小MiB,本地位置,集中链接,SHA256,哈希类型,同一路径别名,官方获取地址,许可备注,核验口径
核心DTI登记,assay_aware__kdki_inactive__regression__20260923,Palinova_AB,自训检查点,历史已训练；测试已查看,1,4.726,outputs/biomaster_assay_aware_20260911/kdki_inactive__regression__seed_20260923/model.pt,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__kdki_inactive__regression__20260923,f52ebf69eb0bff196d38f2583b07a002f5a64d7a52d7b5f13648d1b0c867be18,file_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,assay_aware__kdki_inactive__rotate150__20260921,Palinova_AB,自训检查点,历史已训练；测试已查看,1,4.726,outputs/biomaster_assay_aware_20260911/kdki_inactive__rotate150__seed_20260921/model.pt,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__kdki_inactive__rotate150__20260921,f6ec6940853a9372cd0f0fb93ca67337df973e6057a581af883c19bd2a486ee2,file_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,assay_aware__kdki_inactive__rotate150__20260922,Palinova_AB,自训检查点,历史已训练；测试已查看,1,4.726,outputs/biomaster_assay_aware_20260911/kdki_inactive__rotate150__seed_20260922/model.pt,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__kdki_inactive__rotate150__20260922,0140069b411b7d7fe53abf352becbdbc2d16c06002944d5dfd841d72323d7b7f,file_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,assay_aware__kdki_inactive__rotate150__20260923,Palinova_AB,自训检查点,历史已训练；测试已查看,1,4.726,outputs/biomaster_assay_aware_20260911/kdki_inactive__rotate150__seed_20260923/model.pt,data/research/dti_reliability_20260920_v1/model_assets/assay_aware__kdki_inactive__rotate150__20260923,d19b11c4c4a569e1fedce49ced492116e3a1f16f1b23130af408653742002dc2,file_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,legacy_production,Palinova_AB,自训检查点,历史已训练；测试已查看,1,4.722,outputs/biomaster_best_model_20260906/retargetmap_selected_v1/model.pt,data/research/dti_reliability_20260920_v1/model_assets/legacy_production,ca1ad1de8364806282bacac993fd477711c59498c42248982c441eafcc254f76,file_sha256,retargetmap_deployed,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,dtiam_kdki_inactive_20260921,DTIAM,自训模型目录,历史已训练；测试已查看,19,2855.751,outputs/biomaster_dtiam_ab_20260912/kdki_inactive__seed_20260921/predictor,data/research/dti_reliability_20260920_v1/model_assets/dtiam_kdki_inactive_20260921,5429083e894f52cbe8c286127af804254b5695add1884128b690809694605854,directory_manifest_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,dtiam_kdki_inactive_20260922,DTIAM,自训模型目录,历史已训练；测试已查看,19,2859.942,outputs/biomaster_dtiam_ab_20260912/kdki_inactive__seed_20260922/predictor,data/research/dti_reliability_20260920_v1/model_assets/dtiam_kdki_inactive_20260922,336a29aa477dd9700cbd83c5651d023390caec8f1400dc4e7e26efe8afc6f478,directory_manifest_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,dtiam_kdki_inactive_20260923,DTIAM,自训模型目录,历史已训练；测试已查看,19,2851.749,outputs/biomaster_dtiam_ab_20260912/kdki_inactive__seed_20260923/predictor,data/research/dti_reliability_20260920_v1/model_assets/dtiam_kdki_inactive_20260923,c58e45124f7a2d02f05b98380df0dab77428291369528cc42eafdffbc0d812d3,directory_manifest_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,dtiam_all_inactive_20260921,DTIAM,自训模型目录,历史已训练；测试已查看,19,3018.573,outputs/biomaster_dtiam_ab_20260912/all_inactive__seed_20260921/predictor,data/research/dti_reliability_20260920_v1/model_assets/dtiam_all_inactive_20260921,64b8c5903438e2a73e4a5bd3a39120e13c7e7d6dc9d33d3368924f6d89f70e87,directory_manifest_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,dtiam_all_inactive_20260922,DTIAM,自训模型目录,历史已训练；测试已查看,19,3016.882,outputs/biomaster_dtiam_ab_20260912/all_inactive__seed_20260922/predictor,data/research/dti_reliability_20260920_v1/model_assets/dtiam_all_inactive_20260922,e28843c34d44a1962644ec6561fa1bdd7165f30c451a6dc81d432434856c76d2,directory_manifest_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,dtiam_all_inactive_20260923,DTIAM,自训模型目录,历史已训练；测试已查看,19,3017.869,outputs/biomaster_dtiam_ab_20260912/all_inactive__seed_20260923/predictor,data/research/dti_reliability_20260920_v1/model_assets/dtiam_all_inactive_20260923,6cc72a4619aea1412ff50dbf45a4cc14d1384ef506e57d8d96a2ee9ad010d07c,directory_manifest_sha256,,,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,conplex_bindingdb,ConPLex,任务检查点,当前已用,1,12.009,third_party/ConPLex/models/BindingDB_ExperimentalValidModel.pt,data/research/dti_reliability_20260920_v1/model_assets/conplex_bindingdb,c28f0e64907e2cec786f2fdefd0ee75ac991b971671a49f896611dc192e6d39c,file_sha256,,https://cb.csail.mit.edu/cb/conplex/data/models/BindingDB_ExperimentalValidModel.pt,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,drugclip_fold0,DrugCLIP,任务检查点,当前集成成员,1,1143.911,third_party/sota_dti_2026/Drug-The-Whole-Genome/data/model_weights/6_folds/fold_0.pt,data/research/dti_reliability_20260920_v1/model_assets/drugclip_fold0,129196ea9eb211c6b931d8dc5cd4edccbc4c6fd382aae7200b455d3bc3847e5c,file_sha256,,,Author specifies CC-BY-NC-4.0 for weights and outputs; code/database CC-BY-4.0,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,drugclip_fold1,DrugCLIP,任务检查点,当前集成成员,1,1143.911,third_party/sota_dti_2026/Drug-The-Whole-Genome/data/model_weights/6_folds/fold_1.pt,data/research/dti_reliability_20260920_v1/model_assets/drugclip_fold1,2c17fce79d67da039fb396c2352a5c251b0d04c679ce9a0ea9f294dffccc9aa2,file_sha256,,,Author specifies CC-BY-NC-4.0 for weights and outputs; code/database CC-BY-4.0,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,drugclip_fold2,DrugCLIP,任务检查点,当前集成成员,1,1143.911,third_party/sota_dti_2026/Drug-The-Whole-Genome/data/model_weights/6_folds/fold_2.pt,data/research/dti_reliability_20260920_v1/model_assets/drugclip_fold2,8638bf55304287591fe20b82ee9d09508ff621fb2f71ba6d75f8bdb369bcd293,file_sha256,,,Author specifies CC-BY-NC-4.0 for weights and outputs; code/database CC-BY-4.0,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,drugclip_fold3,DrugCLIP,任务检查点,当前集成成员,1,1143.911,third_party/sota_dti_2026/Drug-The-Whole-Genome/data/model_weights/6_folds/fold_3.pt,data/research/dti_reliability_20260920_v1/model_assets/drugclip_fold3,80f5fec6026636935e3e100d155a6803f12d1593e7f74c32de46e74b7739831c,file_sha256,,,Author specifies CC-BY-NC-4.0 for weights and outputs; code/database CC-BY-4.0,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,drugclip_fold4,DrugCLIP,任务检查点,当前集成成员,1,1143.911,third_party/sota_dti_2026/Drug-The-Whole-Genome/data/model_weights/6_folds/fold_4.pt,data/research/dti_reliability_20260920_v1/model_assets/drugclip_fold4,931577ba8217fd08db744763ef9613562f67e8d390f6266450a7b8b2b06e13e3,file_sha256,,,Author specifies CC-BY-NC-4.0 for weights and outputs; code/database CC-BY-4.0,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,drugclip_fold5,DrugCLIP,任务检查点,当前集成成员,1,1143.911,third_party/sota_dti_2026/Drug-The-Whole-Genome/data/model_weights/6_folds/fold_5.pt,data/research/dti_reliability_20260920_v1/model_assets/drugclip_fold5,fe9ddd7f83201b25c70715a9e4010c93b3249fe9022005d612ffa52b6a5a1fc1,file_sha256,,,Author specifies CC-BY-NC-4.0 for weights and outputs; code/database CC-BY-4.0,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,probematch_all,ProbeMatchDTI,任务检查点,当前已用,1,74.435,.external/ProbeMatchDTI/model/All_Model,data/research/dti_reliability_20260920_v1/model_assets/probematch_all,bd7de877c1198f62b1b2038c25b2b96c588c9b49f565e713b0d14c3f4e6b84eb,file_sha256,,https://raw.githubusercontent.com/developer-hq/ProbeMatchDTI/2b9c0dcb40bcc4e5482d6ea98aa1419538ecdd12/model/All_Model,No explicit license found in checked repository; availability does not establish redistribution permission,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,dtbind_occurrence,DTBind,任务检查点,当前已用,1,4.107,.external/DTBind/models/occurrence_model.pth,data/research/dti_reliability_20260920_v1/model_assets/dtbind_occurrence,99a82b9dba312bd8316509723b095d8206af5bb45c5488a5911c56ba720be85d,file_sha256,,https://raw.githubusercontent.com/liqy09/DTBind/08983e476760fbe5b5dc62be06fd2e087b31ac0c/models/occurrence_model.pth,No explicit repository license located; record dataset/weight terms separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,dtbind_affinity,DTBind,任务检查点,有权重；分支输入适配待核验,1,10.293,.external/DTBind/models/affinity_model.pth,data/research/dti_reliability_20260920_v1/model_assets/dtbind_affinity,c1b9d5ba677114761a60059933ea4abcdf9838cdc3fde839257a63cf13df4ab5,file_sha256,,https://raw.githubusercontent.com/liqy09/DTBind/08983e476760fbe5b5dc62be06fd2e087b31ac0c/models/affinity_model.pth,No explicit repository license located; record dataset/weight terms separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,dtbind_site,DTBind,任务检查点,有权重；分支输入适配待核验,1,3.455,.external/DTBind/models/site_model.pth,data/research/dti_reliability_20260920_v1/model_assets/dtbind_site,3c56cab1090a3263465ec4ea51882b1b8a1d10349b8997b2ed2f15ff0622fabe,file_sha256,,https://raw.githubusercontent.com/liqy09/DTBind/08983e476760fbe5b5dc62be06fd2e087b31ac0c/models/site_model.pth,No explicit repository license located; record dataset/weight terms separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,nesso_hparams.json,nesso,模型配置,当前已用,1,0.002,.cache/nesso/huggingface/models--recursionpharma--nesso/snapshots/1896c84c7186c506c7efd79051480809d51098bf/v1.0.0/hparams.json,data/research/dti_reliability_20260920_v1/model_assets/nesso_hparams.json,06aa0c44fcd44eaa2c5c2473bfcf0d9a3af892d867e5279859bb22eb0f6e2d72,file_sha256,,https://huggingface.co/recursionpharma/nesso/resolve/1896c84c7186c506c7efd79051480809d51098bf/v1.0.0/hparams.json,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,nesso_model.safetensors,nesso,任务检查点,当前已用,1,157.763,.cache/nesso/huggingface/models--recursionpharma--nesso/snapshots/1896c84c7186c506c7efd79051480809d51098bf/v1.0.0/model.safetensors,data/research/dti_reliability_20260920_v1/model_assets/nesso_model.safetensors,9928a8a824d147d665e76656804af1cd91c86731516d0b561f9fd1c91ee45622,file_sha256,,https://huggingface.co/recursionpharma/nesso/resolve/1896c84c7186c506c7efd79051480809d51098bf/v1.0.0/model.safetensors,See model registry,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,evidti_drugbank,EviDTI,任务检查点,有权重；当前目录适配待核验,1,88.15,third_party/sota_dti_2026/EviDTI/runs/drugbank_model/checkpoint.pth,data/research/dti_reliability_20260920_v1/model_assets/evidti_drugbank,28018417207df416c67296642172303a4ee998b124fcde582c91927f3cc9e71e,file_sha256,,https://zenodo.org/records/14056305,README states Apache-2.0; Zenodo record terms captured separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,evidti_davis,EviDTI,任务检查点,有权重；当前目录适配待核验,1,384.566,third_party/sota_dti_2026/EviDTI/runs/davis_model/checkpoint.pth,data/research/dti_reliability_20260920_v1/model_assets/evidti_davis,17294acaabdb7f55d6e084ca65bf748f5fac6ad9e6905ad92e3689b2d2079400,file_sha256,,https://zenodo.org/records/14056305,README states Apache-2.0; Zenodo record terms captured separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,evidti_kiba,EviDTI,任务检查点,有权重；当前目录适配待核验,1,385.275,third_party/sota_dti_2026/EviDTI/runs/kiba_model/checkpoint.pth,data/research/dti_reliability_20260920_v1/model_assets/evidti_kiba,4c06ee6aab91ac24823f8f9e87e585c3efd549af5350093fc45d6463e0a8263f,file_sha256,,https://zenodo.org/records/14056305,README states Apache-2.0; Zenodo record terms captured separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_GPCR_DrugBAN_3D_best_model_epoch_80_20241006_131415,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_GPCR_DrugBAN_3D/best_model_epoch_80_20241006_131415.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_GPCR_DrugBAN_3D_best_model_epoch_80_20241006_131415,24381b5871c966650fccee80c02427e97ed1f721bb625e58014f159cafa48de1,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_GPCR_DrugBAN_3D_best_model_epoch_81_20241006_130750,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_GPCR_DrugBAN_3D/best_model_epoch_81_20241006_130750.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_GPCR_DrugBAN_3D_best_model_epoch_81_20241006_130750,a78413b4ccd5c6f723d3bbc651843669c04781aef108fa055107f040066f4967,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_GPCR_DrugBAN_3D_best_model_epoch_82_20241006_132201,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_GPCR_DrugBAN_3D/best_model_epoch_82_20241006_132201.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_GPCR_DrugBAN_3D_best_model_epoch_82_20241006_132201,47a26c1bfd414ae47d1195cda933399280a430ef5768c242d62571a6e6949b4f,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_GPCR_DrugBAN_3D_best_model_epoch_88_20241006_130303,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_GPCR_DrugBAN_3D/best_model_epoch_88_20241006_130303.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_GPCR_DrugBAN_3D_best_model_epoch_88_20241006_130303,f17697b10c6870ca8703727b823428fc1ef843566f6e6adb663d23b1212f6759,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_GPCR_DrugBAN_3D_best_model_epoch_89_20241006_132052,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_GPCR_DrugBAN_3D/best_model_epoch_89_20241006_132052.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_GPCR_DrugBAN_3D_best_model_epoch_89_20241006_132052,ab40627353410b877da78156b1d09242b2d5058266fe256cd941c9335dc5f2e4,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_IC_DrugBAN_3D_best_model_epoch_86_20241006_132201,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_IC_DrugBAN_3D/best_model_epoch_86_20241006_132201.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_IC_DrugBAN_3D_best_model_epoch_86_20241006_132201,82d2b75c38af8e9566c318d508ff36c65bcdc5ef02c6a108bba540b31c80fdf1,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_IC_DrugBAN_3D_best_model_epoch_87_20241006_130303,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_IC_DrugBAN_3D/best_model_epoch_87_20241006_130303.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_IC_DrugBAN_3D_best_model_epoch_87_20241006_130303,39c8059bb3844d95c6a103624700eef96165ecca5416500cec2ed52ea1f4ee3f,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_IC_DrugBAN_3D_best_model_epoch_87_20241006_130750,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_IC_DrugBAN_3D/best_model_epoch_87_20241006_130750.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_IC_DrugBAN_3D_best_model_epoch_87_20241006_130750,a7d1da4320f98ca0f9b88582b5a9fdee80060e5e632d4b7db77a052f8aeeb4f1,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_IC_DrugBAN_3D_best_model_epoch_88_20241006_132052,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_IC_DrugBAN_3D/best_model_epoch_88_20241006_132052.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_IC_DrugBAN_3D_best_model_epoch_88_20241006_132052,2a175648f507330308d647d29c2acfe0ed7ca34d35f17b03741af4d868b2921e,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_IC_DrugBAN_3D_best_model_epoch_89_20241006_131415,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_IC_DrugBAN_3D/best_model_epoch_89_20241006_131415.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_IC_DrugBAN_3D_best_model_epoch_89_20241006_131415,307a1ef451cbf361f2ddc31d10d70eeeab8111ab487b241e215a3df0c4614508,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_49_20241006_132052,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_Kinase_DrugBAN_3D/best_model_epoch_49_20241006_132052.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_49_20241006_132052,330c8af16feb7ef0c8ef701063888710ac4000b89d251e07e6cb4c8c9795744d,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_55_20241006_130303,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_Kinase_DrugBAN_3D/best_model_epoch_55_20241006_130303.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_55_20241006_130303,7b623dac3ec73fe2fd599cf8fd6da91e39e2f5c2296db564416bc24367b46eaf,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_71_20241006_132201,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_Kinase_DrugBAN_3D/best_model_epoch_71_20241006_132201.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_71_20241006_132201,7d437e3b9a841f25ca1119128574f6b5a108b54b330354bdaef0684d7f333c9e,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_79_20241006_131415,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_Kinase_DrugBAN_3D/best_model_epoch_79_20241006_131415.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_79_20241006_131415,d5c574de3b1aa50aeb7bd71e55fc8544a9ee1bf7e6d33d123abfe0a0669f3cdf,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_86_20241006_130750,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_Kinase_DrugBAN_3D/best_model_epoch_86_20241006_130750.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Kinase_DrugBAN_3D_best_model_epoch_86_20241006_130750,111a4aded63f8eed2a942aa6abe09a5d3a92385981982092b7b2a0e23e87f30d,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_79_20241006_131415,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_NHR_DrugBAN_3D/best_model_epoch_79_20241006_131415.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_79_20241006_131415,61ffcd3cfc0b531c80681b052746eeb0820e135bf77a74e73bca0875b693d116,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_81_20241006_132052,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_NHR_DrugBAN_3D/best_model_epoch_81_20241006_132052.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_81_20241006_132052,330797d01f83606adc37195655646a0c9bf9c03517b1d9a80b92981f2fcd9f2a,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_82_20241006_130303,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_NHR_DrugBAN_3D/best_model_epoch_82_20241006_130303.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_82_20241006_130303,f6f7951d7d82102e3771bc2f4e7ab1f432824fe9ab81e70dd81347c29246e585,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_84_20241006_130750,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_NHR_DrugBAN_3D/best_model_epoch_84_20241006_130750.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_84_20241006_130750,2c79a1c64d79f948acf6010a457704a1167f4a9c963d18ed725625cf1a8de712,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_90_20241006_132201,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_NHR_DrugBAN_3D/best_model_epoch_90_20241006_132201.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_NHR_DrugBAN_3D_best_model_epoch_90_20241006_132201,fa660f267e83043cbd092f16d3fdeb6a1f450ce758f8190867a9b26a9c6e9591,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_Total_DrugBAN_3D_best_model_epoch_65,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_Total_DrugBAN_3D/best_model_epoch_65.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Total_DrugBAN_3D_best_model_epoch_65,8eff8afdbabf65e30530ade80f4e3e65643b92bb9043767f8aa6ce6e276ed085,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
核心DTI登记,scope_Filtered_Total_DrugBAN_3D_best_model_epoch_72,ScopeDTI_light,任务检查点,有权重；固定目标库适用范围待核验,1,8.603,.external/scope_dti_lightweight/models_path/Filtered_Total_DrugBAN_3D/best_model_epoch_72.pth,data/research/dti_reliability_20260920_v1/model_assets/scope_Filtered_Total_DrugBAN_3D_best_model_epoch_72,14f1ae31b582794560ad7ed1a71841624fd78f63e285d0a571695656ded22005,file_sha256,,,Local source LICENSE is GPL-3.0; task-weight applicability checked separately,9月20日冻结哈希登记；本轮复核存在/文件大小；模型目录未重复全量哈希
