target_chembl_id,gene_symbol,uniprot_accession,target_class_l1,ot_project_assay_family,is_gpcr,chembl_kinase,ot_sm_structure_with_ligand,ot_sm_high_quality_pocket,ot_sm_med_quality_pocket,af_exact_sequence_model,p2rank_status,p2rank_tier,p2rank_top_score,p2rank_top_probability,pocket_residue_count,pocket_mean_plddt,known_unique_pocket_count,known_k1_pocket_count,known_k1_k2_pocket_count,known_drug_mapped,known_biolip2,known_biolip2_affinity,known_scpdb,known_klifs,known_gpcrdb,p2rank_top1_any_known_residue_match,p2rank_top1_any_known_center_match_4a,p2rank_top1_any_known_center_match_8a,p2rank_top1_any_known_combined_match_8a,p2rank_top1_best_known_recall,p2rank_top1_best_jaccard,p2rank_top1_minimum_center_distance,p2rank_top3_any_known_residue_match,p2rank_top3_any_known_center_match_4a,p2rank_top3_any_known_center_match_8a,p2rank_top3_any_known_combined_match_8a,p2rank_top3_best_known_recall,p2rank_top3_best_jaccard,p2rank_top3_minimum_center_distance,p2rank_all_any_known_residue_match,p2rank_all_any_known_center_match_4a,p2rank_all_any_known_center_match_8a,p2rank_all_any_known_combined_match_8a,p2rank_all_best_known_recall,p2rank_all_best_jaccard,p2rank_all_minimum_center_distance,p2rank_top1_any_k1_combined_match_8a,p2rank_top3_any_k1_combined_match_8a,p2rank_all_any_k1_combined_match_8a,p2rank_top1_any_k1_k2_combined_match_8a,p2rank_top3_any_k1_k2_combined_match_8a,p2rank_all_any_k1_k2_combined_match_8a,pdbe_raw_ligand_instance_count,pdbe_raw_unique_pdb_count
CHEMBL3712912,KIR2DL1,P43626,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,3.08,0.083,10,96.093,2,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,14.978900104814105,False,True,True,True,0.0,0.0,3.8662472386023117,False,True,True,True,0.0,0.0,3.8662472386023117,False,False,False,False,False,False,6,2
CHEMBL3833441,KIR2DL2,P43627,Membrane receptor,,False,False,False,False,False,True,completed,C_WEAK_REVIEW,3.91,0.124,17,79.85764705882353,4,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,18.513514642642367,False,False,True,True,0.0,0.0,7.261594173458057,False,False,True,True,0.0,0.0,7.261594173458057,False,False,False,False,False,False,4,4
CHEMBL3713026,KIR2DL3,P43628,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.83,0.029,10,93.088,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,2,1
CHEMBL4630895,KIR3DL2,P43630,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,2.56,0.059,14,86.33500000000001,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL1250360,LTBR,P36941,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,4.13,0.137,17,65.84647058823529,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL3712863,MCAM,P43121,Adhesion;Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.13,0.008,13,66.58384615384615,2,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,134.47065353050496,False,False,False,False,0.0,0.0,134.47065353050496,False,False,False,False,0.0,0.0,134.47065353050496,False,False,False,False,False,False,3,1
CHEMBL2146346,NOTCH1,P46531,Membrane receptor,excluded_or_review,False,False,True,False,True,True,completed,B_MODERATE_CONFIDENCE,9.33,0.429,19,40.69421052631579,11,0,5,False,True,False,False,False,False,False,False,False,False,0.0,0.0,33.24939497547286,False,False,False,False,0.2,0.05555555555555555,9.310636376209738,True,True,True,True,0.25,0.1,2.3383867975593744,False,False,False,False,False,False,53,18
CHEMBL3407320,NOTCH2,Q04721,Membrane receptor,excluded_or_review,False,False,False,False,True,True,completed,B_MODERATE_CONFIDENCE,10.81,0.498,22,50.72545454545455,4,0,2,False,True,False,False,False,False,False,False,False,False,0.0,0.0,32.838624911291426,False,False,False,False,0.0,0.0,32.838624911291426,False,False,False,False,0.07692307692307693,0.05263157894736842,14.57672927806229,False,False,False,False,False,False,10,2
CHEMBL3407319,NOTCH3,Q9UM47,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,6.09,0.25,15,55.914,3,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,42.71700554300921,True,False,False,True,0.23076923076923078,0.13043478260869565,11.537213647414816,True,True,True,True,0.2857142857142857,0.16666666666666666,3.8941231179346585,False,False,False,False,False,False,33,4
CHEMBL5174,NRP1,O14786,Membrane receptor;Secreted protein,excluded_or_review,False,False,True,False,True,True,completed,B_MODERATE_CONFIDENCE,8.71,0.398,12,97.3175,25,0,9,False,True,True,True,False,False,True,True,True,True,1.0,0.6153846153846154,2.4575789814116944,True,True,True,True,1.0,0.6153846153846154,2.4575789814116944,True,True,True,True,1.0,0.6153846153846154,2.4575789814116944,False,False,False,True,True,True,37,19
CHEMBL4303061,SIGLEC10,Q96LC7,Adhesion;Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.82,0.029,9,82.55666666666667,11,0,0,False,False,False,False,False,False,False,False,False,False,0.13333333333333333,0.09090909090909091,9.724808273745602,False,False,False,False,0.13333333333333333,0.09090909090909091,9.724808273745602,False,False,False,False,0.13333333333333333,0.09090909090909091,9.724808273745602,False,False,False,False,False,False,23,3
CHEMBL3559386,SLAMF7,Q9NQ25,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,2.76,0.068,8,93.88125,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL3712860,TFRC,P02786,Membrane receptor,excluded_or_review,False,False,False,True,False,True,completed,A_HIGH_CONFIDENCE,37.86,0.94,33,95.87484848484848,18,0,0,False,False,False,False,False,False,True,False,False,True,1.0,0.12121212121212122,8.479802397904093,True,False,True,True,1.0,0.12121212121212122,4.553646224852248,True,False,True,True,1.0,0.125,4.091845049472044,False,False,False,False,False,False,100,19
CHEMBL1075113,TLR3,O15455,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,4.3,0.146,11,98.49272727272728,35,0,0,False,False,False,False,False,False,True,False,False,True,0.2857142857142857,0.13043478260869565,13.20146478084913,True,False,False,True,0.2857142857142857,0.13043478260869565,13.20146478084913,True,False,False,True,0.2857142857142857,0.13043478260869565,13.20146478084913,False,False,False,False,False,False,61,13
CHEMBL2176839,TLR5,O60602,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,5.08,0.191,12,90.9375,4,0,1,False,True,False,False,False,False,False,False,False,False,0.0,0.0,26.316897290001723,False,False,False,False,0.0,0.0,8.29909159968728,False,True,True,True,0.0,0.0,0.8365581597327127,False,False,False,False,False,False,4,1
CHEMBL3551,TNFRSF10A,O00220,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.34,0.013,9,85.63222222222223,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL1075153,TNFRSF10B,O14763,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,4.66,0.167,13,88.46230769230769,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,2,1
CHEMBL3712850,TNFRSF12A,Q9NP84,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL4630882,TNFRSF13C,Q96RJ3,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL4523587,TNFRSF17,Q02223,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL3712995,TNFRSF18,Q9Y5U5,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,9.02,0.415,14,90.55857142857144,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,22.323618709620085,True,False,False,True,0.25,0.09090909090909091,10.28768723972983,True,False,False,True,0.25,0.09090909090909091,10.28768723972983,False,False,False,False,False,False,6,3
CHEMBL3378,TNFRSF1A,P19438,Membrane receptor,excluded_or_review,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,0.78,0.002,5,98.038,10,0,0,False,False,False,False,False,False,True,True,True,True,0.4444444444444444,0.4,3.8607034012079686,True,True,True,True,0.4444444444444444,0.4,3.8607034012079686,True,True,True,True,0.4444444444444444,0.4,3.8607034012079686,False,False,False,False,False,False,21,7
CHEMBL3989383,TNFRSF4,P43489,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,1,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,7,5
CHEMBL3712857,TNFRSF9,Q07011,Membrane receptor,excluded_or_review,False,False,True,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,4,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,45,12
CHEMBL3712934,TPBG,Q13641,Other membrane protein,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,2.42,0.053,9,97.85444444444444,10,0,0,False,False,False,False,False,False,True,False,True,True,0.3333333333333333,0.09090909090909091,6.371574358625975,True,False,True,True,0.3333333333333333,0.09090909090909091,6.371574358625975,True,False,True,True,0.3333333333333333,0.09090909090909091,6.371574358625975,False,False,False,False,False,False,15,3
CHEMBL1697674,TREM1,Q9NP99,Membrane receptor,excluded_or_review,False,False,True,True,False,True,completed,D_LOW_CONFIDENCE,1.71,0.025,9,95.81888888888888,3,0,1,False,True,False,False,False,False,False,False,False,False,0.2,0.07692307692307693,12.544805779385348,False,False,False,False,0.2,0.07692307692307693,12.544805779385348,False,False,False,False,0.2,0.07692307692307693,12.544805779385348,False,False,False,False,False,False,6,2
CHEMBL3616355,EGR1,P18146,Transcription factor,nuclear_epigenetic_transcription,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,1,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,7,5
CHEMBL4662942,WT1,P19544,Transcription factor,nuclear_epigenetic_transcription,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,2.02,0.036,9,87.94666666666666,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,13.084930571319438,False,False,False,False,0.0,0.0,13.084930571319438,False,False,False,False,0.0,0.0,13.084930571319438,False,False,False,False,False,False,62,21
CHEMBL4523581,SLC39A6,Q13433,Transporter,transporter,False,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,32.82,0.919,22,73.30636363636364,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL3713014,SLC44A4,Q53GD3,Transporter,transporter,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,9.98,0.461,22,69.84636363636363,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL2633,ACP3,P15309,Enzyme,enzyme,False,False,True,False,True,True,completed,A_HIGH_CONFIDENCE,24.45,0.854,23,98.36260869565218,21,0,5,False,True,True,False,False,False,True,True,True,True,1.0,0.4782608695652174,2.039035281168827,True,True,True,True,1.0,0.4782608695652174,2.039035281168827,True,True,True,True,1.0,0.4782608695652174,2.039035281168827,False,False,False,True,True,True,40,6
CHEMBL2346492,ADAMTS13,Q76LX8,Enzyme,enzyme,False,False,False,False,True,True,completed,A_HIGH_CONFIDENCE,13.13,0.593,15,76.17866666666667,10,0,4,False,True,False,False,False,False,False,False,False,False,0.0,0.0,21.021423528021227,False,False,True,True,0.16666666666666666,0.045454545454545456,7.434340953221744,True,True,True,True,1.0,0.625,1.9616600342567017,False,False,False,False,False,True,18,5
CHEMBL2045,AMY2A,P04746,Enzyme,enzyme,False,False,True,False,True,True,completed,A_HIGH_CONFIDENCE,23.54,0.842,22,97.48636363636363,60,0,58,False,True,True,True,False,False,True,True,True,True,1.0,0.6538461538461539,2.55085353166347,True,True,True,True,1.0,0.6538461538461539,2.55085353166347,True,True,True,True,1.0,0.6666666666666666,2.55085353166347,False,False,False,True,True,True,203,51
CHEMBL3437,AOC3,Q16853,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,22.27,0.824,30,98.636,42,0,7,False,True,True,False,False,False,False,False,True,True,0.0,0.0,5.152961544372108,True,False,True,True,1.0,0.27586206896551724,5.152961544372108,True,False,True,True,1.0,0.27586206896551724,5.016357893889932,False,False,False,False,True,True,155,11
CHEMBL3913,C1S,P09871,Enzyme,enzyme,False,False,True,False,False,True,completed,C_WEAK_REVIEW,4.04,0.132,14,79.93214285714285,9,0,4,False,True,False,False,False,False,True,True,True,True,1.0,0.2857142857142857,3.832638486082396,True,True,True,True,1.0,0.2857142857142857,3.832638486082396,True,True,True,True,1.0,0.2857142857142857,3.832638486082396,False,False,False,True,True,True,52,11
CHEMBL3594,CA9,Q16790,Enzyme,enzyme,False,False,True,False,True,True,completed,A_HIGH_CONFIDENCE,26.62,0.875,22,87.10181818181819,49,0,33,False,True,True,True,False,False,True,True,True,True,1.0,0.44,1.4005468931813738,True,True,True,True,1.0,0.44,1.4005468931813738,True,True,True,True,1.0,0.44,1.4005468931813738,False,False,False,True,True,True,206,31
CHEMBL4660,CD38,P28907,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,20.56,0.795,25,97.4172,74,0,53,False,True,True,True,False,False,True,True,True,True,1.0,0.5333333333333333,1.9324531275040022,True,True,True,True,1.0,0.5333333333333333,1.9324531275040022,True,True,True,True,1.0,0.5555555555555556,1.9306803179190488,False,False,False,True,True,True,118,47
CHEMBL5580,ENPP3,O14638,Enzyme,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,25.74,0.868,29,98.43103448275862,12,0,4,False,True,False,False,False,False,True,False,True,True,1.0,0.43333333333333335,5.160935329406966,True,False,True,True,1.0,0.43333333333333335,5.160935329406966,True,True,True,True,1.0,0.6666666666666666,2.9664347371887327,False,False,False,True,True,True,32,3
CHEMBL4530,F13A1,P00488,Enzyme,enzyme,False,False,False,True,False,True,completed,A_HIGH_CONFIDENCE,16.09,0.691,20,81.284,16,0,0,False,False,False,False,False,False,False,False,False,False,0.14285714285714285,0.038461538461538464,8.309671322650095,False,False,False,False,0.14285714285714285,0.0625,8.309671322650095,True,False,True,True,0.6,0.23076923076923078,6.471743940585103,False,False,False,False,False,False,43,10
CHEMBL2016,F9,P00740,Enzyme,enzyme,False,False,True,False,False,True,completed,B_MODERATE_CONFIDENCE,7.36,0.323,16,77.921875,43,0,22,False,True,True,False,False,False,True,False,True,True,0.8571428571428571,0.6111111111111112,4.291235522288598,True,False,True,True,1.0,0.6111111111111112,4.291235522288598,True,True,True,True,1.0,0.6111111111111112,3.921791775941981,False,False,False,True,True,True,162,52
CHEMBL4683,FAP,Q12884,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,14.79,0.652,17,97.8170588235294,10,0,2,False,True,True,False,False,False,True,False,True,True,0.7142857142857143,0.2631578947368421,5.577386669624046,True,False,True,True,0.7142857142857143,0.2631578947368421,5.577386669624046,True,False,True,True,0.7142857142857143,0.3,5.577386669624046,False,False,False,True,True,True,19,4
CHEMBL1892,FOLH1,Q04609,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,54.55,0.973,47,93.07702127659574,185,0,74,False,True,True,False,False,False,True,True,True,True,1.0,0.46938775510204084,0.7022807700628012,True,True,True,True,1.0,0.46938775510204084,0.7022807700628012,True,True,True,True,1.0,0.46938775510204084,0.7022807700628012,False,False,False,True,True,True,807,88
CHEMBL1795197,GUCY2C,P25092,Enzyme,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,16.39,0.7,25,83.9664,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,17.02085060668238,False,False,False,False,0.0,0.0,17.02085060668238,True,True,True,True,0.75,0.375,1.9664823429158957,False,False,False,False,False,False,1,1
CHEMBL3921,HPSE,Q9Y251,Enzyme,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,38.85,0.943,27,96.4811111111111,79,0,31,False,True,False,False,False,False,True,True,True,True,1.0,0.3793103448275862,3.0968212178138494,True,True,True,True,1.0,0.3793103448275862,3.0968212178138494,True,True,True,True,1.0,0.5,3.0968212178138494,False,False,False,True,True,True,290,58
CHEMBL2099,KLK3,P07288,Enzyme,enzyme,False,False,True,False,True,True,completed,A_HIGH_CONFIDENCE,16.58,0.705,25,93.9912,4,0,0,False,False,False,False,False,False,True,True,True,True,1.0,0.4,3.865282940484435,True,True,True,True,1.0,0.4,3.865282940484435,True,True,True,True,1.0,0.4,3.865282940484435,False,False,False,False,False,False,16,6
CHEMBL4295646,MASP2,O00187,Enzyme,enzyme,False,False,False,False,True,True,completed,B_MODERATE_CONFIDENCE,5.25,0.202,18,82.12222222222222,6,0,0,False,False,False,False,False,False,True,False,True,True,0.2857142857142857,0.13333333333333333,6.491734265972385,True,True,True,True,0.8333333333333334,0.6190476190476191,3.739428043980935,True,True,True,True,0.8333333333333334,0.6190476190476191,3.739428043980935,False,False,False,False,False,False,24,8
CHEMBL1988,NPR1,P16066,Enzyme,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,22.47,0.827,24,90.45125,22,0,4,False,True,False,False,False,False,True,False,True,True,0.4,0.07407407407407407,7.110959814961691,True,True,True,True,0.8571428571428571,0.35294117647058826,2.2356661187873934,True,True,True,True,0.8571428571428571,0.35294117647058826,2.0613510957621948,False,False,False,False,True,True,50,13
CHEMBL5957,NT5E,P21589,Enzyme,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,51.21,0.969,37,95.77675675675675,63,0,31,False,True,True,True,False,False,True,True,True,True,1.0,0.4358974358974359,1.5819988526786435,True,True,True,True,1.0,0.4358974358974359,1.5819988526786435,True,True,True,True,1.0,0.4358974358974359,1.5819988526786435,False,False,False,True,True,True,305,51
CHEMBL2929,PCSK9,Q8NBP7,Enzyme,enzyme,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,29.18,0.894,31,85.83,25,0,7,False,True,False,False,False,False,True,False,True,True,0.6,0.2631578947368421,6.177795707244601,True,False,True,True,0.6,0.2631578947368421,6.177795707244601,True,True,True,True,1.0,0.5555555555555556,1.710756836412859,False,False,False,False,False,True,77,51
CHEMBL3295,PGA5,P0DJD9,Enzyme,enzyme,False,False,False,False,False,True,completed,C_WEAK_REVIEW,3.78,0.118,13,93.58692307692309,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL3286,PLAU,P00749,Enzyme,enzyme,False,False,True,True,False,True,completed,B_MODERATE_CONFIDENCE,10.23,0.474,21,80.97809523809524,117,7,90,True,True,True,True,False,False,True,True,True,True,1.0,0.625,2.735327366351443,True,True,True,True,1.0,0.625,2.735327366351443,True,True,True,True,1.0,0.625,2.735327366351443,True,True,True,True,True,True,321,138
CHEMBL1949,PPIA,P62937,Enzyme,enzyme,False,False,True,False,True,True,completed,B_MODERATE_CONFIDENCE,7.72,0.343,9,98.46,120,5,73,True,True,True,True,False,False,True,True,True,True,1.0,1.0,1.338976657750238,True,True,True,True,1.0,1.0,1.338976657750238,True,True,True,True,1.0,1.0,1.338976657750238,True,True,True,True,True,True,186,102
CHEMBL4444,PROC,P04070,Enzyme,enzyme,False,False,True,False,True,True,completed,B_MODERATE_CONFIDENCE,5.76,0.231,18,96.82277777777776,4,0,2,False,True,False,False,False,False,False,False,False,False,0.0,0.0,24.964866687006364,False,False,False,False,0.07692307692307693,0.04,12.34569756356523,True,True,True,True,0.6923076923076923,0.6428571428571429,2.296763019902542,False,False,False,False,False,True,17,7
CHEMBL3243,PTPRC,P08575,Enzyme,enzyme,False,False,False,False,True,True,completed,A_HIGH_CONFIDENCE,24.43,0.854,25,90.9924,8,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,55.1380945847686,False,False,False,False,0.0,0.0,53.46411475325191,True,False,True,True,0.3333333333333333,0.2,4.039715115948739,False,False,False,False,False,False,12,4
CHEMBL3712956,STEAP1,Q9UHE8,Enzyme;Transporter,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,49.24,0.966,31,98.0635483870968,11,0,10,False,True,False,False,False,False,True,True,True,True,1.0,0.42424242424242425,3.4063930594728795,True,True,True,True,1.0,0.42424242424242425,3.4063930594728795,True,True,True,True,1.0,0.42424242424242425,3.4063930594728795,False,False,False,True,True,True,12,2
CHEMBL2916,TERT,O14746,Enzyme,enzyme,False,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,14.23,0.631,16,94.168125,14,0,1,False,True,False,False,False,False,False,False,False,False,0.0,0.0,38.0172125480282,True,True,True,True,1.0,0.4444444444444444,2.39565937350817,True,True,True,True,1.0,0.4444444444444444,2.39565937350817,False,False,False,False,False,False,21,14
CHEMBL3712886,TYRP1,P17643,Enzyme,enzyme,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,27.78,0.884,37,97.9745945945946,77,0,16,False,True,False,False,False,False,True,False,True,True,0.3333333333333333,0.02564102564102564,5.1010838407146375,True,True,True,True,1.0,0.6923076923076923,2.9623841939963667,True,True,True,True,1.0,0.6923076923076923,2.9623841939963667,False,False,False,True,True,True,233,13
CHEMBL2058,MS4A1,P11836,Ion channel,ion_channel,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,2.04,0.037,10,75.225,8,0,5,False,True,False,False,False,False,False,False,False,False,0.06666666666666667,0.041666666666666664,18.09084745306311,True,False,True,True,0.3333333333333333,0.10526315789473684,7.518626598211492,True,False,True,True,0.3333333333333333,0.10526315789473684,7.518626598211492,False,False,False,False,False,False,12,3
CHEMBL5522,TRPV3,Q8NET8,Ion channel,ion_channel,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,25.98,0.87,24,89.27291666666667,156,0,38,False,True,False,False,False,False,True,False,True,True,0.8333333333333334,0.23333333333333334,4.62543438608743,True,False,True,True,0.8333333333333334,0.23333333333333334,4.62543438608743,True,True,True,True,1.0,0.8181818181818182,0.6850224740838791,False,False,False,True,True,True,182,35
CHEMBL5616,ACVR2A,P27037,Enzyme,kinase,False,True,True,False,False,True,completed,A_HIGH_CONFIDENCE,20.01,0.786,27,91.31296296296296,13,0,11,False,True,False,False,True,False,True,True,True,True,1.0,0.5714285714285714,2.561614566809162,True,True,True,True,1.0,0.5714285714285714,2.561614566809162,True,True,True,True,1.0,0.625,2.561614566809162,False,False,False,True,True,True,17,5
CHEMBL5466,ACVR2B,Q13705,Enzyme,kinase,False,True,True,False,True,True,completed,A_HIGH_CONFIDENCE,20.38,0.793,26,91.95653846153846,6,0,2,False,True,False,False,True,False,True,False,True,True,0.8,0.14814814814814814,7.916576126710334,True,False,True,True,0.8,0.21428571428571427,7.916576126710334,True,True,True,True,0.8333333333333334,0.5555555555555556,3.9891306192926024,False,False,False,True,True,True,22,6
CHEMBL5275,BMPR1A,P36894,Enzyme,kinase,False,True,False,False,False,True,completed,A_HIGH_CONFIDENCE,21.27,0.807,31,90.2441935483871,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL5476,BMPR1B,O00238,Enzyme,kinase,False,True,True,False,False,True,completed,A_HIGH_CONFIDENCE,16.88,0.712,25,93.1224,2,0,2,False,True,False,False,True,False,True,False,True,True,1.0,0.38461538461538464,5.7012457827324,True,False,True,True,1.0,0.38461538461538464,5.7012457827324,True,False,True,True,1.0,0.38461538461538464,5.7012457827324,False,False,False,True,True,True,2,1
CHEMBL5467,BMPR2,Q13873,Enzyme,kinase,False,True,True,False,True,True,completed,A_HIGH_CONFIDENCE,22.76,0.832,31,87.73,4,0,3,False,True,False,False,True,False,True,True,True,True,1.0,0.4838709677419355,2.8386568218476516,True,True,True,True,1.0,0.4838709677419355,2.8386568218476516,True,True,True,True,1.0,0.4838709677419355,2.8386568218476516,False,False,False,True,True,True,14,3
CHEMBL4954,EPHA3,P29320,Enzyme,kinase,False,True,True,True,False,True,completed,A_HIGH_CONFIDENCE,15.36,0.671,25,86.7916,22,0,21,False,True,True,True,True,False,True,True,True,True,1.0,0.56,1.740128932004746,True,True,True,True,1.0,0.56,1.740128932004746,True,True,True,True,1.0,0.56,1.740128932004746,False,False,False,True,True,True,28,23
CHEMBL2996,PRKCD,Q05655,Enzyme,kinase,False,True,False,False,False,True,completed,A_HIGH_CONFIDENCE,36.01,0.935,37,85.23405405405406,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,42.37534072707327,False,False,False,False,0.0,0.0,42.26358295024479,False,False,False,False,0.0,0.0,22.034783820939918,False,False,False,False,False,False,2,2
CHEMBL3582,PRKCE,Q02156,Enzyme,kinase,False,True,True,False,False,True,completed,A_HIGH_CONFIDENCE,36.13,0.935,37,85.51648648648649,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,3,1
CHEMBL5274,TIE1,P35590,Enzyme,kinase,False,True,False,False,False,True,completed,A_HIGH_CONFIDENCE,13.6,0.608,22,89.62545454545455,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL1741186,RORC,P51449,Transcription factor,nuclear_epigenetic_transcription,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,47.56,0.964,30,94.95633333333332,215,0,194,False,True,True,True,False,False,True,True,True,True,1.0,0.7419354838709677,0.3561763785884173,True,True,True,True,1.0,0.7419354838709677,0.3561763785884173,True,True,True,True,1.0,0.7419354838709677,0.3561763785884173,False,False,False,True,True,True,340,160
CHEMBL1293232,SMN1,Q16637,Epigenetic regulator,nuclear_epigenetic_transcription,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,1.81,0.029,5,95.238,3,0,3,False,True,False,False,False,False,True,True,True,True,1.0,1.0,1.5568191663345718,True,True,True,True,1.0,1.0,1.5568191663345718,True,True,True,True,1.0,1.0,1.5568191663345718,False,False,False,True,True,True,7,5
