pair_id,record_id,endpoint,publication_date,bindingdb_date,doi
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4005,50181338:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL4005,50181371:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,50181373:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50181414:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50181489:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4005,50181499:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4005,50181587:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL1936,50181672:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50181702:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4005,50181719:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50181789:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3717,50181802:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50181996:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,50182000:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4005,50182040:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL4005,50182044:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,50182179:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50182428:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL4005,50182770:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4005,50182788:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4005,50182803:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50182832:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4005,50182978:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50183080:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL4005,50183085:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1936,50183104:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL4005,50183105:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4005,50183108:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2742,50183118:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,50183172:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50183238:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1936,50183274:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50183314:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50183330:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL4005,50183367:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL1936,50183984:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4005,50184258:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,50184293:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4005,50184515:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50184803:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50184910:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,50184913:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL5145,50184931:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4005,50184955:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL206,50185075:Ki,Ki,2001-07-18,2009-11-10,10.1016/s0960-894x(01)00321-3
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4005,50185080:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50185125:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4005,50185135:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50185224:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50185272:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,50185280:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50185304:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4005,50185464:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4005,50185688:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50185699:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50185773:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL4005,50185809:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL4005,50185832:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50185841:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1974,50185847:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4005,50185853:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,50186016:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1936,50186018:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL4005,50186040:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4005,50186044:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1936,50186056:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50186103:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4005,50186280:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4005,50186302:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,50186313:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50186341:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4005,50186632:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4005,50186644:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL4005,50186645:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4005,50186661:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1974,50186732:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4005,50186741:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL4005,50186778:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,50186789:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4005,50186839:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50186860:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4005,50187092:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1936,50187109:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50187148:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1936,50187157:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,50187160:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,50187235:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4005,50187551:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50187864:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1936,50187871:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50187892:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,50188356:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,50188377:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,50188389:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50188395:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50188437:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50188445:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50188483:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50188496:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4005,50188499:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50188680:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4005,50188819:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4005,50188968:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50189001:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50189006:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4005,50189126:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,50189157:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2742,50189270:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4005,50189286:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50189306:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1936,50189311:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4005,50189386:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50189448:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,50189575:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,50189782:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50190122:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL2742,50190181:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50190187:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50190229:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1936,50190258:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,50190267:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,50190278:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4005,50190282:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,50190313:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4005,50190330:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50190382:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50190422:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50190490:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL4005,50190533:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4005,50190537:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL4005,50190980:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4005,50191000:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL4005,50191135:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL2742,50191173:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1974,50191200:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50191328:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50191348:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4005,50191412:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50191417:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL4005,50191418:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4005,50191426:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4005,50191435:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50191438:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1936,50191514:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL4005,50191728:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50191751:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,50191895:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL2185,50191958:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL4005,50192017:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50192098:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4005,50192105:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,50192125:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50192139:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50192251:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4005,50192319:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4005,50192360:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50192365:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50192374:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL203,50192516:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4005,50192517:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL4005,50192759:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,50192808:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL2742,50192845:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4005,50193242:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1936,50193257:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,50193442:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50193560:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,50193578:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL4005,50193930:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL4005,50194073:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,50194283:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50194332:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,50194369:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL203,50194479:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL1936,50194485:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4005,50194497:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL203,50194552:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4005,50194557:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1974,50194698:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL4005,50194752:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL1862,50194771:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL2742,50194807:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL1862,50194994:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL4005,50195305:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2742,50195600:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL4005,50195734:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL203,50195743:Kd,Kd,2011-11-09,2012-07-19,10.1038/nbt.1990
