target_chembl_id,gene_symbol,uniprot_accession,target_class_zh,assay_lane,target_calibration_tier,positive_compounds,negative_compounds,panel_quota_per_class,positive_pool,primary_negative_pool,all_negative_pool,panel_quality,selected_positive,selected_negative,development_rows,locked_evaluation_rows,gnina_gate_b_remote_positive_rows,gnina_gate_a_formally_evaluable,gnina_gate_a_auroc_primary_cnn_affinity,gnina_gate_a_average_precision_primary_cnn_affinity,gnina_gate_a_bedroc_alpha20_primary_cnn_affinity,gnina_gate_a_ef_5pct,gnina_gate_a_bootstrap_auroc_ci_low,gnina_gate_a_bootstrap_auroc_ci_high,gnina_gate_a_permutation_bh_q,gnina_gate_a_primary_gate_pass,gnina_gate_a_primary_gate_strong,gnina_gate_b_formally_evaluable,gnina_gate_b_auroc_primary_cnn_affinity,gnina_gate_b_average_precision_primary_cnn_affinity,gnina_gate_b_bedroc_alpha20_primary_cnn_affinity,gnina_gate_b_ef_5pct,gnina_gate_b_bootstrap_auroc_ci_low,gnina_gate_b_bootstrap_auroc_ci_high,gnina_gate_b_permutation_bh_q,gnina_gate_b_primary_gate_pass,gnina_gate_b_primary_gate_strong,gnina_target_qualification,gnina_use_policy,gate_a_scope,gate_a_rows,gate_a_positive,gate_a_negative,gate_a_formally_evaluable,gate_a_auroc_affinity_probability_binary,gate_a_average_precision_affinity_probability_binary,gate_a_auroc_secondary_ligand_iptm,gate_a_average_precision_secondary_ligand_iptm,gate_a_bedroc_alpha20_affinity_probability_binary,gate_a_bootstrap_auroc_ci_low,gate_a_bootstrap_auroc_ci_high,gate_a_permutation_p_one_sided,gate_a_ef_5pct,gate_a_permutation_bh_q,gate_a_primary_gate_pass_raw,gate_a_gate_a_dependency_pass,gate_a_primary_gate_pass,gate_a_primary_gate_strong,gate_b_scope,gate_b_rows,gate_b_positive,gate_b_negative,gate_b_formally_evaluable,gate_b_auroc_affinity_probability_binary,gate_b_average_precision_affinity_probability_binary,gate_b_auroc_secondary_ligand_iptm,gate_b_average_precision_secondary_ligand_iptm,gate_b_bedroc_alpha20_affinity_probability_binary,gate_b_bootstrap_auroc_ci_low,gate_b_bootstrap_auroc_ci_high,gate_b_permutation_p_one_sided,gate_b_ef_5pct,gate_b_permutation_bh_q,gate_b_primary_gate_pass_raw,gate_b_gate_a_dependency_pass,gate_b_primary_gate_pass,gate_b_primary_gate_strong,development_positive_n,development_negative_n,development_positive_q25,development_positive_median,development_negative_q90,development_negative_q95,development_negative_q99,boltz_target_qualification,boltz_use_policy,final_audit_status,redock_status_final,redock_best_symmetry_rmsd_A_final,pdb_id,target_chain_id,alternate_structure_used,docking_context_included,usable_experimental_pocket_instances,usable_experimental_pdbs,alternate_experimental_pdb_count,target_route,target_route_zh,qualified_models,allowed_scope_zh,next_compute_action_zh,target_route_priority,01_STRICT_AB_DISCOVERY_CORE,02_STRICT_C_DISCOVERY_RESERVE,03_LOCAL_ANALOG_BASELINE,04_RECEPTOR_PROTOCOL_REVIEW_AB,05_RECEPTOR_PROTOCOL_REVIEW_C,06_IN_DOMAIN_BELOW_BACKGROUND,07_OUT_OF_DOMAIN_EXPLORATORY,08_KNOWN_CONTROL_CALIBRATION_ONLY,09_TECHNICAL_INCOMPLETE,strict_boltz_abc_pairs,receptor_review_abc_pairs,strict_gnina_abc_pairs,P1_DUAL_STRUCTURE_SUPPORT,P2_BOLTZ_SUPPORT_GNINA_DISAGREES,P3_GNINA_SUPPORT_BOLTZ_DISAGREES,P4_BOLTZ_ONLY_APPLICABLE,P5_GNINA_ONLY_APPLICABLE,physical_union_pairs,urgent_receptor_repair,task_code,minimum_goal
CHEMBL2012,GGCX,P38435,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.359,9l20,A,,False,95,23,22,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL2524,GLA,P06280,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,3,87,0,2.0,11.0,83.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.7837,3s5y,A,,False,221,30,29,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL5721,GMPS,P49915,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,4,2,0,4.0,3.0,3.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.7981,2vxo,B,,False,4,1,0,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1972,GRIN2A,Q12879,离子通道,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,3,8,0,3.0,9.0,12.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.3303,5i2n,A,,False,44,17,16,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL2755,GSR,P00390,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,4,45,0,3.0,82.0,91.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.0092,1xan,A,,False,82,26,25,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1250417,HCN4,Q9Y3Q4,离子通道,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,7,12,0,7.0,12.0,16.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.1416,4kl1,A,,False,33,6,5,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1861,HPD,P32754,酶（非激酶）,ENZYME_BIOCHEMICAL,T4_POSITIVE_ONLY,110,0,0,110.0,0.0,0.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.3514,8im2,F,,True,17,4,3,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL2007625,IDH1,O75874,酶（非激酶）,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,687,120,8,12.0,101.0,106.0,PRIMARY_QUANTITATIVE,8.0,8.0,8.0,8.0,4.0,False,0.25,0.4303571428571429,0.0005077074902697,0.0,0.0,0.75,0.9466488025352128,False,False,True,0.25,0.4303571428571429,0.0005077074902697,0.0,0.0,0.75,0.9861976757190934,False,False,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,8.0,4.0,4.0,False,0.3125,0.4511904761904762,1.0,1.0,0.0061854012009107,0.0,0.8391666666666651,0.8280859570214892,0.0,0.9361078215755936,False,False,False,False,GATE_B,8.0,4.0,4.0,True,0.3125,0.4511904761904762,1.0,1.0,0.0061854012009107,0.0,0.8125,0.8250874562718641,0.0,0.9320157734897734,False,False,False,False,4.0,4.0,0.3033860400319099,0.4161384701728821,0.4864388704299927,0.500771164894104,0.512237000465393,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.1414,8t7o,A,,False,429,63,62,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL3991501,IDH2,P48735,酶（非激酶）,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,158,14,8,8.0,69.0,69.0,PRIMARY_QUANTITATIVE,8.0,8.0,8.0,8.0,1.0,False,0.5,0.5666666666666667,0.0815356159649889,0.0,0.0,1.0,0.6997652112769934,False,False,False,0.0,0.5,6.776878889750501e-21,0.0,0.0,0.0,1.0,False,False,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,8.0,4.0,4.0,False,0.875,0.8875,0.5625,0.6916666666666667,0.9938562528089342,0.5,1.0,0.0579710144927536,2.0,0.1098797006725395,False,False,False,False,GATE_B,2.0,1.0,1.0,False,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.504247876061969,2.0,0.7086860610098991,False,False,False,False,4.0,4.0,0.3440131992101669,0.3815722465515136,0.4957812577486038,0.5203219726681708,0.5399545446038245,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.9667,5i96,A,,False,48,9,8,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1786,IMPA1,P29218,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,1,0,0.0,1.0,1.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.5009,1ima,B,,False,48,11,10,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1781870,INPP5D,Q92835,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,20,0,0.0,22.0,22.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.6526,5rya,A,,False,196,93,92,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1886,KCNJ11,Q14654,离子通道,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,2.1435,6c3o,C,,False,9,3,2,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL2331041,KCNK10,P57789,离子通道,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,2,0,0.0,2.0,2.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,2.0231,8qz4,A,,False,52,8,7,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL2476,KCNQ2,O43526,离子通道,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,5,55,0,5.0,8.0,61.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,2.1041,8j01,D,,False,126,31,30,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL3576,KCNQ4,P56696,离子通道,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,2,0,0.0,0.0,2.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.9357,7vnp,A,True,False,31,8,7,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL3076,PAH,P00439,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,0,1.0,0.0,0.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.9381,1kw0,A,,True,45,20,19,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1075126,PKLR,P30613,酶（非激酶）,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,15,10,8,15.0,2.0,10.0,SECONDARY_INCLUDES_TEXT_INACTIVE,8.0,8.0,8.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,8.0,4.0,4.0,False,0.5,0.5666666666666667,0.25,0.5654761904761905,0.0815356159649889,0.0,1.0,0.5472263868065967,0.0,0.6985761505212307,False,False,False,False,GATE_B,8.0,4.0,4.0,True,0.5,0.5666666666666667,0.25,0.5654761904761905,0.0815356159649889,0.0,1.0,0.5472263868065967,0.0,0.734922393875526,False,False,False,False,4.0,4.0,0.5181788206100464,0.5831246972084045,0.6625934362411499,0.668911075592041,0.6739651870727539,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.4375,8xfd,A,,False,1122,58,57,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1812,PNLIP,P16233,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,2,64,0,1.0,28.0,65.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,2.0022,1lpb,B,,False,6,2,1,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1255163,PORCN,Q9H237,酶（非激酶）,ENZYME_BIOCHEMICAL,T4_POSITIVE_ONLY,58,4,0,58.0,3.0,6.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,2.4362,7ura,A,True,False,23,7,6,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL4703,PPP2CA,P67775,酶（非激酶）,ENZYME_BIOCHEMICAL,T4_POSITIVE_ONLY,11,1,0,6.0,1.0,1.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,0.9768,4lac,C,,True,42,23,22,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL3425389,PPP5C,P53041,酶（非激酶）,ENZYME_BIOCHEMICAL,T4_POSITIVE_ONLY,11,3,8,8.0,9.0,10.0,PRIMARY_QUANTITATIVE,8.0,8.0,8.0,8.0,4.0,False,0.75,0.875,0.9994922925097304,2.0,0.25,1.0,0.3157041794255528,False,False,True,0.75,0.875,0.9994922925097304,2.0,0.25,1.0,0.4610948777986338,False,False,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,8.0,4.0,4.0,False,0.75,0.875,0.5,0.7321428571428572,0.9994922925097304,0.25,1.0,0.1794102948525737,2.0,0.2858735467431119,False,False,False,False,GATE_B,8.0,4.0,4.0,True,0.75,0.875,0.5,0.7321428571428572,0.9994922925097304,0.25,1.0,0.1704147926036981,2.0,0.3289952246099172,False,False,False,False,4.0,4.0,0.6996727734804153,0.7101026177406311,0.6039041161537171,0.6307895421981811,0.6522978830337524,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.1117,4zx2,A,,True,60,19,18,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1876,SLC12A3,P55017,转运体,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.0212,7y6i,A,True,False,55,10,9,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1893,SLC18A2,Q05940,转运体,TRANSPORTER_MEMBRANE_FUNCTIONAL,T4_POSITIVE_ONLY,81,0,0,188.0,6.0,6.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.1032,8t6a,A,,False,26,26,25,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
CHEMBL1641347,SLC22A6,Q4U2R8,转运体,TRANSPORTER_MEMBRANE_FUNCTIONAL,T5_SPARSE_OR_NONE,0,20,0,0.0,19.0,25.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_PASS,PASS,1.0713,9kl5,A,,False,11,9,8,E6_NO_ADEQUATE_HISTORICAL_CONTROL,历史对照不足,NONE,先补实测正负对照；仅允许限额探索,从ChEMBL/BindingDB/PubChem补正负对照；未补齐前不作概率化排序,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_CONTROL_ACQUISITION,8 measured positives + 8 measured low-activity/inactive controls
