drug_chembl_id,candidate_anchor_gene,drug_chembl_id_originals,generic_name,candidate_anchor_name,first_approval_year,directions,review_ids,strict895_row_count,pair_priority_class,max_candidate_total_score,max_non_table_evidence_count,any_direct_known_label,any_known_drug_target_pair,fda_text_known_target_match,automated_novel_target_candidate,literature_window,post_approval_window_start,lit_ok,pair_pubmed_count_2000_2026,pair_pubmed_pmids_2000_2026,pair_pubmed_url_2000_2026,post_approval_pair_pubmed_count,post_approval_pair_pubmed_pmids,post_approval_pair_pubmed_url,literature_class,counts_as_reported_old_drug_new_target_signal,in_previous_12696_literature_audit,strict895_literature_status
CHEMBL1628504,EGFR,CHEMBL1628504,Rilpivirine Hydrochloride,Epidermal growth factor receptor,2011.0,oncology,strict895_0123,1,strict895,99.045,5,False,False,False,True,2000/01/01..2026/06/24,2011/01/01,True,17,40041628;39874132;39300843,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rilpivirine+Hydrochloride%22%5BTitle%2FAbstract%5D+OR+%22Rilpivirine%22%5BTitle%2FAbstract%5D%29+AND+%28%22EGFR%22%5BTitle%2FAbstract%5D+OR+%22epidermal+growth+factor+receptor%22%5BTitle%2FAbstract%5D+OR+%22ERBB1%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,17,40041628;39874132;39300843,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rilpivirine+Hydrochloride%22%5BTitle%2FAbstract%5D+OR+%22Rilpivirine%22%5BTitle%2FAbstract%5D%29+AND+%28%22EGFR%22%5BTitle%2FAbstract%5D+OR+%22epidermal+growth+factor+receptor%22%5BTitle%2FAbstract%5D+OR+%22ERBB1%22%5BTitle%2FAbstract%5D%29+AND+%28%222011%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_moderate_overlap,True,True,reported_post_approval_old_drug_new_target
CHEMBL1628504,CDK6,CHEMBL1628504,Rilpivirine Hydrochloride,Cyclin-dependent kinase 6,2011.0,oncology,strict895_0124,1,strict895,99.043,4,False,False,False,True,2000/01/01..2026/06/24,2011/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rilpivirine+Hydrochloride%22%5BTitle%2FAbstract%5D+OR+%22Rilpivirine%22%5BTitle%2FAbstract%5D%29+AND+%28%22CDK6%22%5BTitle%2FAbstract%5D+OR+%22cyclin-dependent+kinase+6%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rilpivirine+Hydrochloride%22%5BTitle%2FAbstract%5D+OR+%22Rilpivirine%22%5BTitle%2FAbstract%5D%29+AND+%28%22CDK6%22%5BTitle%2FAbstract%5D+OR+%22cyclin-dependent+kinase+6%22%5BTitle%2FAbstract%5D%29+AND+%28%222011%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL2106309,AR,CHEMBL2106309,Hydrocortisone,Androgen receptor,2020.0,musculoskeletal,strict895_0125,1,strict895,98.937,4,False,False,False,True,2000/01/01..2026/06/24,2020/01/01,True,19,38889811;38266128;37964154,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Hydrocortisone%22%5BTitle%2FAbstract%5D%29+AND+%28%22AR%22%5BTitle%2FAbstract%5D+OR+%22Androgen+receptor%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,10,38889811;38266128;37964154,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Hydrocortisone%22%5BTitle%2FAbstract%5D%29+AND+%28%22AR%22%5BTitle%2FAbstract%5D+OR+%22Androgen+receptor%22%5BTitle%2FAbstract%5D%29+AND+%28%222020%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_moderate_overlap,True,False,reported_post_approval_old_drug_new_target
CHEMBL1852688,SLC12A3,CHEMBL1852688,Infigratinib Phosphate,Solute carrier family 12 member 3,2021.0,renal,strict895_0126,1,strict895,98.722,4,False,False,False,True,2000/01/01..2026/06/24,2021/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Infigratinib+Phosphate%22%5BTitle%2FAbstract%5D+OR+%22Infigratinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22SLC12A3%22%5BTitle%2FAbstract%5D+OR+%22Solute+carrier+family+12+member+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Infigratinib+Phosphate%22%5BTitle%2FAbstract%5D+OR+%22Infigratinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22SLC12A3%22%5BTitle%2FAbstract%5D+OR+%22Solute+carrier+family+12+member+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222021%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL2364608,BRAF,CHEMBL2364608;CHEMBL2364608__DORAVIRINE,Doravirine,Serine/threonine-protein kinase B-raf,2018.0,oncology,strict895_0127;strict895_0128,2,strict895,98.504,4,False,False,False,True,2000/01/01..2026/06/24,2018/01/01,True,2,39596009;38338893,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Doravirine%22%5BTitle%2FAbstract%5D%29+AND+%28%22BRAF%22%5BTitle%2FAbstract%5D+OR+%22Serine%2Fthreonine-protein+kinase+B-raf%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,2,39596009;38338893,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Doravirine%22%5BTitle%2FAbstract%5D%29+AND+%28%22BRAF%22%5BTitle%2FAbstract%5D+OR+%22Serine%2Fthreonine-protein+kinase+B-raf%22%5BTitle%2FAbstract%5D%29+AND+%28%222018%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_sparse_signal,True,False,reported_post_approval_old_drug_new_target
CHEMBL2364608,TP53,CHEMBL2364608;CHEMBL2364608__DORAVIRINE,Doravirine And Islatravir,Cellular tumor antigen p53,2018.0,oncology,strict895_0129;strict895_0130,2,strict895,98.497,4,False,False,False,True,2000/01/01..2026/06/24,2018/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Doravirine+And+Islatravir%22%5BTitle%2FAbstract%5D%29+AND+%28%22TP53%22%5BTitle%2FAbstract%5D+OR+%22Cellular+tumor+antigen+p53%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Doravirine+And+Islatravir%22%5BTitle%2FAbstract%5D%29+AND+%28%22TP53%22%5BTitle%2FAbstract%5D+OR+%22Cellular+tumor+antigen+p53%22%5BTitle%2FAbstract%5D%29+AND+%28%222018%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL1200648,KRAS,CHEMBL1200648,Rocuronium Bromide,GTPase KRas,2025.0,dermatology,strict895_0131,1,strict895,98.397,5,False,False,False,True,2000/01/01..2026/06/24,2025/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rocuronium+Bromide%22%5BTitle%2FAbstract%5D+OR+%22Rocuronium%22%5BTitle%2FAbstract%5D%29+AND+%28%22KRAS%22%5BTitle%2FAbstract%5D+OR+%22GTPase+KRas%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Rocuronium+Bromide%22%5BTitle%2FAbstract%5D+OR+%22Rocuronium%22%5BTitle%2FAbstract%5D%29+AND+%28%22KRAS%22%5BTitle%2FAbstract%5D+OR+%22GTPase+KRas%22%5BTitle%2FAbstract%5D%29+AND+%28%222025%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL3707247,BRAF,CHEMBL3707247,Ozanimod Hydrochloride,Serine/threonine-protein kinase B-raf,2020.0,dermatology,strict895_0132,1,strict895,98.367,4,False,False,False,True,2000/01/01..2026/06/24,2020/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Ozanimod+Hydrochloride%22%5BTitle%2FAbstract%5D+OR+%22Ozanimod%22%5BTitle%2FAbstract%5D%29+AND+%28%22BRAF%22%5BTitle%2FAbstract%5D+OR+%22Serine%2Fthreonine-protein+kinase+B-raf%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Ozanimod+Hydrochloride%22%5BTitle%2FAbstract%5D+OR+%22Ozanimod%22%5BTitle%2FAbstract%5D%29+AND+%28%22BRAF%22%5BTitle%2FAbstract%5D+OR+%22Serine%2Fthreonine-protein+kinase+B-raf%22%5BTitle%2FAbstract%5D%29+AND+%28%222020%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL2103846,AR,CHEMBL2103846,Ulipristal Acetate,Androgen receptor,2010.0,cardiovascular,strict895_0133,1,strict895,98.347,5,False,False,False,True,2000/01/01..2026/06/24,2010/01/01,True,6,42013670;37766684;28130434,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Ulipristal+Acetate%22%5BTitle%2FAbstract%5D+OR+%22Ulipristal%22%5BTitle%2FAbstract%5D%29+AND+%28%22AR%22%5BTitle%2FAbstract%5D+OR+%22Androgen+receptor%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,6,42013670;37766684;28130434,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Ulipristal+Acetate%22%5BTitle%2FAbstract%5D+OR+%22Ulipristal%22%5BTitle%2FAbstract%5D%29+AND+%28%22AR%22%5BTitle%2FAbstract%5D+OR+%22Androgen+receptor%22%5BTitle%2FAbstract%5D%29+AND+%28%222010%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_moderate_overlap,True,False,reported_post_approval_old_drug_new_target
CHEMBL3707247,RAF1,CHEMBL3707247,Ozanimod Hydrochloride,RAF proto-oncogene serine/threonine-protein kinase,2020.0,dermatology,strict895_0134,1,strict895,98.321,4,False,False,False,True,2000/01/01..2026/06/24,2020/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Ozanimod+Hydrochloride%22%5BTitle%2FAbstract%5D+OR+%22Ozanimod%22%5BTitle%2FAbstract%5D%29+AND+%28%22RAF1%22%5BTitle%2FAbstract%5D+OR+%22RAF+proto-oncogene+serine%2Fthreonine-protein+kinase%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Ozanimod+Hydrochloride%22%5BTitle%2FAbstract%5D+OR+%22Ozanimod%22%5BTitle%2FAbstract%5D%29+AND+%28%22RAF1%22%5BTitle%2FAbstract%5D+OR+%22RAF+proto-oncogene+serine%2Fthreonine-protein+kinase%22%5BTitle%2FAbstract%5D%29+AND+%28%222020%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL1852688,SLC12A1,CHEMBL1852688,Infigratinib Phosphate,Solute carrier family 12 member 1,2021.0,renal,strict895_0135,1,strict895,98.297,4,False,False,False,True,2000/01/01..2026/06/24,2021/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Infigratinib+Phosphate%22%5BTitle%2FAbstract%5D+OR+%22Infigratinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22SLC12A1%22%5BTitle%2FAbstract%5D+OR+%22Solute+carrier+family+12+member+1%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Infigratinib+Phosphate%22%5BTitle%2FAbstract%5D+OR+%22Infigratinib%22%5BTitle%2FAbstract%5D%29+AND+%28%22SLC12A1%22%5BTitle%2FAbstract%5D+OR+%22Solute+carrier+family+12+member+1%22%5BTitle%2FAbstract%5D%29+AND+%28%222021%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL1358,RAF1,CHEMBL1358,Fulvestrant,RAF proto-oncogene serine/threonine-protein kinase,2019.0,dermatology,strict895_0136,1,strict895,98.29,4,False,False,False,True,2000/01/01..2026/06/24,2019/01/01,True,1,15231676,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Fulvestrant%22%5BTitle%2FAbstract%5D%29+AND+%28%22RAF1%22%5BTitle%2FAbstract%5D+OR+%22RAF+proto-oncogene+serine%2Fthreonine-protein+kinase%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Fulvestrant%22%5BTitle%2FAbstract%5D%29+AND+%28%22RAF1%22%5BTitle%2FAbstract%5D+OR+%22RAF+proto-oncogene+serine%2Fthreonine-protein+kinase%22%5BTitle%2FAbstract%5D%29+AND+%28%222019%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_only_before_or_without_approval_window,False,True,reported_only_before_or_without_approval_window
CHEMBL4303220,AR,CHEMBL4303220,Difluprednate,Androgen receptor,2008.0,dermatology,strict895_0137,1,strict895,98.279,5,False,False,False,True,2000/01/01..2026/06/24,2008/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Difluprednate%22%5BTitle%2FAbstract%5D%29+AND+%28%22AR%22%5BTitle%2FAbstract%5D+OR+%22Androgen+receptor%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Difluprednate%22%5BTitle%2FAbstract%5D%29+AND+%28%22AR%22%5BTitle%2FAbstract%5D+OR+%22Androgen+receptor%22%5BTitle%2FAbstract%5D%29+AND+%28%222008%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,True,unreported_in_pubmed_pair_audit
CHEMBL1159650,FGFR3,CHEMBL1159650,Clobetasol Propionate,Fibroblast growth factor receptor 3,2005.0,dermatology,strict895_0138,1,strict895,98.273,5,False,False,False,True,2000/01/01..2026/06/24,2005/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Clobetasol+Propionate%22%5BTitle%2FAbstract%5D%29+AND+%28%22FGFR3%22%5BTitle%2FAbstract%5D+OR+%22Fibroblast+growth+factor+receptor+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Clobetasol+Propionate%22%5BTitle%2FAbstract%5D%29+AND+%28%22FGFR3%22%5BTitle%2FAbstract%5D+OR+%22Fibroblast+growth+factor+receptor+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222005%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL2396661,KCNK3,CHEMBL2396661,Alpelisib,Potassium channel subfamily K member 3,2019.0,cardiovascular,strict895_0139,1,strict895,98.243,4,False,False,False,True,2000/01/01..2026/06/24,2019/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Alpelisib%22%5BTitle%2FAbstract%5D%29+AND+%28%22KCNK3%22%5BTitle%2FAbstract%5D+OR+%22Potassium+channel+subfamily+K+member+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Alpelisib%22%5BTitle%2FAbstract%5D%29+AND+%28%22KCNK3%22%5BTitle%2FAbstract%5D+OR+%22Potassium+channel+subfamily+K+member+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222019%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL3188048,RAF1,CHEMBL3188048,Mifepristone,RAF proto-oncogene serine/threonine-protein kinase,2012.0,dermatology,strict895_0140,1,strict895,98.191,4,False,False,False,True,2000/01/01..2026/06/24,2012/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Mifepristone%22%5BTitle%2FAbstract%5D%29+AND+%28%22RAF1%22%5BTitle%2FAbstract%5D+OR+%22RAF+proto-oncogene+serine%2Fthreonine-protein+kinase%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Mifepristone%22%5BTitle%2FAbstract%5D%29+AND+%28%22RAF1%22%5BTitle%2FAbstract%5D+OR+%22RAF+proto-oncogene+serine%2Fthreonine-protein+kinase%22%5BTitle%2FAbstract%5D%29+AND+%28%222012%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL1200678,MMP7,CHEMBL1200678,Atazanavir Sulfate,Matrilysin,2014.0,oncology,strict895_0141,1,strict895,98.189,4,False,False,False,True,2000/01/01..2026/06/24,2014/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Atazanavir+Sulfate%22%5BTitle%2FAbstract%5D+OR+%22Atazanavir%22%5BTitle%2FAbstract%5D%29+AND+%28%22MMP7%22%5BTitle%2FAbstract%5D+OR+%22Matrilysin%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Atazanavir+Sulfate%22%5BTitle%2FAbstract%5D+OR+%22Atazanavir%22%5BTitle%2FAbstract%5D%29+AND+%28%22MMP7%22%5BTitle%2FAbstract%5D+OR+%22Matrilysin%22%5BTitle%2FAbstract%5D%29+AND+%28%222014%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL2103830,PDGFRB,CHEMBL2103830,Fostamatinib Disodium,Platelet-derived growth factor receptor beta,2018.0,oncology,strict895_0142,1,strict895,98.167,5,False,False,False,True,2000/01/01..2026/06/24,2018/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Fostamatinib+Disodium%22%5BTitle%2FAbstract%5D%29+AND+%28%22PDGFRB%22%5BTitle%2FAbstract%5D+OR+%22Platelet-derived+growth+factor+receptor+beta%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Fostamatinib+Disodium%22%5BTitle%2FAbstract%5D%29+AND+%28%22PDGFRB%22%5BTitle%2FAbstract%5D+OR+%22Platelet-derived+growth+factor+receptor+beta%22%5BTitle%2FAbstract%5D%29+AND+%28%222018%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,False,unreported_in_pubmed_pair_audit
CHEMBL271227,KCNK3,CHEMBL271227,Abiraterone Acetate,Potassium channel subfamily K member 3,2011.0,cardiovascular,strict895_0143,1,strict895,98.147,4,False,False,False,True,2000/01/01..2026/06/24,2011/01/01,True,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Abiraterone+Acetate%22%5BTitle%2FAbstract%5D+OR+%22Abiraterone%22%5BTitle%2FAbstract%5D%29+AND+%28%22KCNK3%22%5BTitle%2FAbstract%5D+OR+%22Potassium+channel+subfamily+K+member+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,0,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Abiraterone+Acetate%22%5BTitle%2FAbstract%5D+OR+%22Abiraterone%22%5BTitle%2FAbstract%5D%29+AND+%28%22KCNK3%22%5BTitle%2FAbstract%5D+OR+%22Potassium+channel+subfamily+K+member+3%22%5BTitle%2FAbstract%5D%29+AND+%28%222011%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,no_pubmed_pair_report_2000_2026,False,True,unreported_in_pubmed_pair_audit
CHEMBL1201014,RAF1,CHEMBL1201014;CHEMBL1201014__PREDNISOLONE_SODIUM_PHOSPHATE,Prednisolone Acetate,RAF proto-oncogene serine/threonine-protein kinase,2006.0,musculoskeletal,strict895_0144;strict895_0145,2,strict895,98.133,5,False,False,False,True,2000/01/01..2026/06/24,2006/01/01,True,1,36533108,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Prednisolone+Acetate%22%5BTitle%2FAbstract%5D+OR+%22Prednisolone%22%5BTitle%2FAbstract%5D%29+AND+%28%22RAF1%22%5BTitle%2FAbstract%5D+OR+%22RAF+proto-oncogene+serine%2Fthreonine-protein+kinase%22%5BTitle%2FAbstract%5D%29+AND+%28%222000%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,1,36533108,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28%22Prednisolone+Acetate%22%5BTitle%2FAbstract%5D+OR+%22Prednisolone%22%5BTitle%2FAbstract%5D%29+AND+%28%22RAF1%22%5BTitle%2FAbstract%5D+OR+%22RAF+proto-oncogene+serine%2Fthreonine-protein+kinase%22%5BTitle%2FAbstract%5D%29+AND+%28%222006%2F01%2F01%22%5BPDAT%5D+%3A+%222026%2F06%2F24%22%5BPDAT%5D%29&retmode=json&retmax=3&sort=pub%2Bdate,reported_after_approval_sparse_signal,True,False,reported_post_approval_old_drug_new_target
