新靶点名称,新靶点基因,新靶点ChEMBL编号,原拟用对照,原对照ChEMBL编号,target_chembl_id,control_chembl_id,control_name,control_inchikey,fda_identity_tier,exact_fda_structure_match,fda_applications,fda_urls,endpoint,numeric_median_nM,positive_rows,weak_rows,affinity_conflict,representative_value_nM,representative_relation,assay_url,assay_description,doi,pubmed_id,status,endpoint_order,覆盖类别,未入选原因
ESR1 — Estrogen receptor,ESR1,CHEMBL206,研究化合物 CHEMBL377849（无通用名称）,CHEMBL377849,CHEMBL206,CHEMBL81,RALOXIFENE,GZUITABIAKMVPG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022042,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022042,Kd,2.4,1.0,0.0,False,2.4,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL6139029,Binding affinity to ERalpha (unknown origin) assessed as dissociation constant incubated for 2 hrs by competitive fluorescence polarization analysis,10.1021/acs.jmedchem.5c00490,40213902.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
UGCG — Ceramide glucosyltransferase,UGCG,CHEMBL2063,ELIGLUSTAT,CHEMBL2110588,CHEMBL2063,CHEMBL2110588,ELIGLUSTAT,FJZZPCZKBUKGGU-AUSIDOKSSA-N,项目FDA注册表完整InChIKey匹配,True,NDA205494,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205494,IC50,16.0,1.0,0.0,False,16.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3599363,Inhibition of glucosylceramide synthase (unknown origin),10.1039/C4MD00086B,,仅结合类IC50，SPR适用性需另证,2.0,C_仅结合类IC50线索,
YES1 — Tyrosine-protein kinase Yes,YES1,CHEMBL2073,STAUROSPORINE,CHEMBL388978,CHEMBL2073,CHEMBL1421,DASATINIB ANHYDROUS,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021986; NDA022072; NDA216099,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021986; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022072; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216099,Kd,3.8575,2.0,0.0,False,3.715,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5652838,Binding affinity to human YES1 incubated for 45 mins by Kinobead based pull down assay,10.1002/cmdc.201800398,29928781.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
PGR — Progesterone receptor,PGR,CHEMBL208,研究化合物 CHEMBL2311103（无通用名称）,CHEMBL2311103,CHEMBL208,CHEMBL1162,NORETHINDRONE,VIKNJXKGJWUCNN-XGXHKTLJSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022001; NDA022501; NDA204426; NDA213388; NDA214846; NDA218718,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022001; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022501; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204426,Ki,1.87,1.0,0.0,False,1.87,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL765846,The binding affinity measured using baculovirus-expressed hPR-A in sf21 cells.,10.1021/jm9705770,9464361.0,直接亲和候选，构建与SPR适用性待确认,1.0,A_完整FDA结构匹配且有Kd或Ki线索,
MIF — Macrophage migration inhibitory factor,MIF,CHEMBL2085,BTZO-1,CHEMBL4516611,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
JAK3 — Tyrosine-protein kinase JAK3,JAK3,CHEMBL2148,STAUROSPORINE,CHEMBL388978,CHEMBL2148,CHEMBL221959,TOFACITINIB,UJLAWZDWDVHWOW-YPMHNXCESA-N,项目FDA注册表完整InChIKey匹配,True,NDA203214; NDA208246; NDA213082,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203214; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208246; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213082,Kd,2.2,1.0,0.0,False,2.2,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1051335,Binding constant for JAK3(Kin.Dom.2/JH1 - catalytic) kinase domain,10.1038/nbt1358,18183025.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
ALOX5 — Polyunsaturated fatty acid 5-lipoxygenase,ALOX5,CHEMBL215,研究化合物 CHEMBL3113617（无通用名称）,CHEMBL3113617,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,有达标活性记录，但同端点也有弱活性记录，需按实验体系拆分复核：ZILEUTON
GBA1 — Lysosomal acid glucosylceramidase,GBA1,CHEMBL2179,研究化合物 CHEMBL5951426（无通用名称）,CHEMBL5951426,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
EZH2 — Histone-lysine N-methyltransferase EZH2,EZH2,CHEMBL2189110,GSK2816126,CHEMBL3287735,CHEMBL2189110,CHEMBL3414621,TAZEMETOSTAT,NSQSAUGJQHDYNO-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA213400,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213400,Kd,9.131,1.0,0.0,False,9.131,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5518866,Binding affinity to EZH2 (unknown origin) in PRC2 complex assessed as dissociation constant,10.1016/j.ejmech.2023.116054,38134746.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
ACHE — Acetylcholinesterase,ACHE,CHEMBL220,HUPERZINE A,CHEMBL395280,CHEMBL220,CHEMBL502,DONEPEZIL,ADEBPBSSDYVVLD-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022568; NDA206439,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022568; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206439,Kd,8.0,1.0,0.0,False,8.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4815506,Binding affinity to CM5 sensor chip immobilized recombinant human AChE assessed as dissociation constant at 298.15 K by surface plasmon resonance assay,10.1021/acs.jmedchem.0c01863,33570950.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
MAPKAPK2 — MAP kinase-activated protein kinase 2,MAPKAPK2,CHEMBL2208,STAUROSPORINE,CHEMBL388978,CHEMBL2208,CHEMBL1289601,LENVATINIB,WOSKHXYHFSIKNG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA206947,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206947,Kd,63.0,1.0,0.0,False,63.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991778,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
FAAH — Fatty-acid amide hydrolase 1,FAAH,CHEMBL2243,MK-3168,CHEMBL2386558,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
CTSC — Dipeptidyl peptidase 1,CTSC,CHEMBL2252,BRENSOCATIB,CHEMBL3900409,CHEMBL2252,CHEMBL3900409,BRENSOCATIB,AEXFXNFMSAAELR-RXVVDRJESA-N,项目FDA注册表完整InChIKey匹配,True,NDA217673,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217673,Kd,2.512,1.0,0.0,False,2.512,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3859664,Reversible inhibition of human recombinant DPP1 by surface plasmon resonance direct binding assay,10.1021/acs.jmedchem.6b01127,27690432.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
MAPK8 — Mitogen-activated protein kinase 8,MAPK8,CHEMBL2276,STAUROSPORINE,CHEMBL388978,CHEMBL2276,CHEMBL1078178,MOMELOTINIB,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA216873,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216873,Kd,599.0,1.0,0.0,False,599.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991776,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
DYRK1A — Dual specificity tyrosine-phosphorylation-regulated kinase 1A,DYRK1A,CHEMBL2292,HARMINE,CHEMBL269538,CHEMBL2292,CHEMBL3301610,ABEMACICLIB,UZWDCWONPYILKI-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208716; NDA208855,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208716; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208855,Kd,103.6745,2.0,0.0,False,204.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991694,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
CA7 — Carbonic anhydrase 7,CA7,CHEMBL2326,ETHOXZOLAMIDE,CHEMBL18,CHEMBL2326,CHEMBL220492,TOPIRAMATE,KJADKKWYZYXHBB-XBWDGYHZSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022580; NDA201635; NDA205122; NDA214679,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022580; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201635; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205122,Ki,0.9,22.0,0.0,False,0.87,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL828071,Ki value against human carbonic anhydrase VII,10.1016/j.bmcl.2004.12.052,15686895.0,直接亲和候选，构建与SPR适用性待确认,1.0,A_完整FDA结构匹配且有Kd或Ki线索,
PPARG — Peroxisome proliferator-activated receptor gamma,PPARG,CHEMBL235,REVERSE TRIIODOTHYRONINE,CHEMBL1743304,CHEMBL235,CHEMBL595,PIOGLITAZONE,HYAFETHFCAUJAY-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021842; NDA021925; NDA022426,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021842; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021925; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022426,Kd,871.0,1.0,0.0,False,871.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4413924,Binding affinity to human 6His-tagged PPARgamma LBD expressed in Escherichia coli BL21(DE3) using FITC-NTKNHPMLMNLLKDNPAQD peptide by isothermal titration calorimetry,10.1021/acs.jmedchem.8b01573,30676741.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
"PDE3A — cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",PDE3A,CHEMBL241,研究化合物 CHEMBL4247714（无通用名称）,CHEMBL4247714,CHEMBL241,CHEMBL799,CILOSTAZOL,RRGUKTPIGVIEKM-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077022; ANDA077027; ANDA077028; ANDA077030; ANDA077208; ANDA077722; ANDA077831,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077022; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077027; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077028,IC50,15.445,2.0,0.0,False,3.89,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4726107,Inhibition of human PDE3A expressed in Sf9 cells using cAMP as substrate after 3 hrs by IMAP TR-FRET assay,10.1016/j.bmc.2020.115540,32503691.0,仅结合类IC50，SPR适用性需另证,2.0,C_仅结合类IC50线索,
ESR2 — Estrogen receptor beta,ESR2,CHEMBL242,研究化合物 CHEMBL475278（无通用名称）,CHEMBL475278,CHEMBL242,CHEMBL81,RALOXIFENE,GZUITABIAKMVPG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022042,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022042,Ki,4.3,3.0,0.0,False,4.3,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL677221,Binding affinity for estrogen receptor beta,10.1016/s0960-894x(03)00306-8,12749895.0,直接亲和候选，构建与SPR适用性待确认,1.0,A_完整FDA结构匹配且有Kd或Ki线索,
CHEK2 — Serine/threonine-protein kinase Chk2,CHEK2,CHEMBL2527,研究化合物 CHEMBL4465866（无通用名称）,CHEMBL4465866,CHEMBL2527,CHEMBL3545311,BRIGATINIB,AILRADAXUVEEIR-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208772,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208772,IC50,6.5,1.0,0.0,False,6.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5705031,Inhibition of human CHEK2 using KKKVSRSGLYRSPSMPENLNRPR as substrate in presence of [gamma33P]-ATP by HotSpot assay,10.1158/1078-0432.ccr-16-0569,27780853.0,仅结合类IC50，SPR适用性需另证,2.0,C_仅结合类IC50线索,
LCK — Tyrosine-protein kinase Lck,LCK,CHEMBL258,DASATINIB ANHYDROUS,CHEMBL1421,CHEMBL258,CHEMBL1421,DASATINIB ANHYDROUS,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021986; NDA022072; NDA216099,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021986; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022072; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216099,Kd,7.2065,2.0,0.0,False,7.413,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5651685,Binding affinity to human LCK incubated for 45 mins by Kinobead based pull down assay,10.1002/cmdc.201800398,29928781.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
CA1 — Carbonic anhydrase 1,CA1,CHEMBL261,ETHOXZOLAMIDE,CHEMBL18,CHEMBL261,CHEMBL477772,PAZOPANIB,CUIHSIWYWATEQL-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022465,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022465,Ki,12.1,1.0,0.0,False,12.1,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5552435,Inhibition of human CA1 assessed as inhibition constant preincubated for 15 mins by phenol red dye based stopped-flow CO2 hydration assay,10.1016/j.ejmech.2024.116527,38810335.0,直接亲和候选，构建与SPR适用性待确认,1.0,A_完整FDA结构匹配且有Kd或Ki线索,
GSK3B — Glycogen synthase kinase-3 beta,GSK3B,CHEMBL262,STAUROSPORINE,CHEMBL388978,CHEMBL262,CHEMBL3301610,ABEMACICLIB,UZWDCWONPYILKI-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208716; NDA208855,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208716; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208855,Kd,10.336500000000001,2.0,0.0,False,13.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991727,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
SRC — Proto-oncogene tyrosine-protein kinase Src,SRC,CHEMBL267,DASATINIB ANHYDROUS,CHEMBL1421,CHEMBL267,CHEMBL288441,BOSUTINIB,UBPYILGKFZZVDX-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA203341; NDA217729,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203341; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217729,Kd,1.0,4.0,0.0,False,1.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3784716,Binding affinity to SRC (unknown origin),10.1021/acs.jmedchem.5b01618,26789553.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
PTK2 — Focal adhesion kinase 1,PTK2,CHEMBL2695,STAUROSPORINE,CHEMBL388978,CHEMBL2695,CHEMBL1287853,FEDRATINIB,JOOXLOJCABQBSG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA212327,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212327,Kd,172.0,1.0,0.0,False,172.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991855,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
"CYP11B2 — Cytochrome P450 11B2, mitochondrial",CYP11B2,CHEMBL2722,OSILODROSTAT,CHEMBL3099695,CHEMBL2722,CHEMBL3099695,OSILODROSTAT,USUZGMWDZDXMDG-CYBMUJFWSA-N,项目FDA注册表完整InChIKey匹配,True,NDA212801,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212801,IC50,0.44999999999999996,10.0,0.0,False,0.7,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3101041,Inhibition of human recombinant CYP11B2 using 11-deoxycorticosterone as substrate by cell-based assay,10.1021/ml400324c,24900631.0,仅结合类IC50，SPR适用性需另证,2.0,C_仅结合类IC50线索,
KDR — Vascular endothelial growth factor receptor 2,KDR,CHEMBL279,LINIFANIB,CHEMBL223360,CHEMBL279,CHEMBL535,SUNITINIB,WINHZLLDWRZWRT-ATVHPVEESA-N,项目FDA注册表完整InChIKey匹配,True,NDA021938; NDA021968,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021938; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021968,Kd,1.5,3.0,0.0,False,0.23,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL860900,Average Binding Constant for VEGFR2; NA=Not Active at 10 uM,10.1038/nbt1068,15711537.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
NTRK1 — High affinity nerve growth factor receptor,NTRK1,CHEMBL2815,STAUROSPORINE,CHEMBL388978,CHEMBL2815,CHEMBL1983268,ENTRECTINIB,HAYYBYPASCDWEQ-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA212725; NDA212726; NDA218550,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212725; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212726; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218550,Kd,2.0,1.0,0.0,False,2.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991807,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
F12 — Coagulation factor XII,F12,CHEMBL2821,SEPIMOSTAT,CHEMBL114586,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
MMP3 — Stromelysin-1,MMP3,CHEMBL283,ILOMASTAT,CHEMBL19611,,,,,,,,,,,,,,,,,,,,,,D_本次未找到合格FDA线索_不代表不存在,在本次身份、单人源蛋白、端点及阈值口径下未找到；不是无FDA药的结论
JAK1 — Tyrosine-protein kinase JAK1,JAK1,CHEMBL2835,CRAVACITINIB,CHEMBL4596392,CHEMBL2835,CHEMBL4435170,DEUCRAVACITINIB,BZZKEPGENYLQSC-FIBGUPNXSA-N,项目FDA注册表完整InChIKey匹配,True,NDA214958,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214958,Kd,0.28,2.0,0.0,False,0.33,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5327986,Binding affinity to human JAK1 JH2 domain assessed as dissociation constant,10.1021/acs.jmedchem.3c00600,37427891.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
DPP4 — Dipeptidyl peptidase 4,DPP4,CHEMBL284,LINAGLIPTIN,CHEMBL237500,CHEMBL284,CHEMBL237500,LINAGLIPTIN,LTXREWYXXSTFRX-QGZVFWFLSA-N,项目FDA注册表完整InChIKey匹配,True,NDA201280; NDA201281; NDA206073; NDA208026; NDA212614,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201280; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201281; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206073,Kd,5.3,1.0,0.0,False,5.3,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4432075,Binding affinity to human recombinant DPP4 (39 to 766 residues) at 5 uM by isothermal titration calorimetry,10.1021/acs.jmedchem.6b00475,27438064.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
GSK3A — Glycogen synthase kinase-3 alpha,GSK3A,CHEMBL2850,ABEMACICLIB,CHEMBL3301610,CHEMBL2850,CHEMBL3301610,ABEMACICLIB,UZWDCWONPYILKI-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208716; NDA208855,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208716; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208855,Kd,13.0,1.0,0.0,False,13.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3991726,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",10.1126/science.aan4368,29191878.0,直接亲和候选，构建与SPR适用性待确认,0.0,A_完整FDA结构匹配且有Kd或Ki线索,
REN — Renin,REN,CHEMBL286,REMIKIREN,CHEMBL31601,CHEMBL286,CHEMBL1560,CAPTOPRIL,FAKRSMQSSFJEIM-RQJHMYQMSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074477; ANDA074505; ANDA074532; ANDA074677; ANDA074737; ANDA074896; ANDA212809; ANDA214442,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074477; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074505; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074532,Ki,1.7,1.0,0.0,False,1.7,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL803244,Antihypertensive activity against human renin,10.1021/jm00136a001,6267277.0,直接亲和候选，构建与SPR适用性待确认,1.0,B_FDA名称匹配且有Kd或Ki线索_身份待复核,
"PDE4D — 3',5'-cyclic-AMP phosphodiesterase 4D",PDE4D,CHEMBL288,ROLIPRAM,CHEMBL63,CHEMBL288,CHEMBL193240,ROFLUMILAST,MNDBXUUTURYVHR-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022522; NDA215985; NDA217242,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022522; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215985; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217242,IC50,0.4,23.0,0.0,False,0.27,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1833212,Inhibition of human PDE4D3 assessed as inhibition of [3H]cAMP hydrolysis to [3H]AMP after 15 mins by scintillation proximity assay,10.1016/j.ejmech.2011.07.054,21871695.0,仅结合类IC50，SPR适用性需另证,2.0,C_仅结合类IC50线索,
