target_chembl_id,control_chembl_id,control_name,control_inchikey,fda_identity_tier,exact_fda_structure_match,fda_applications,fda_urls,endpoint,numeric_median_nM,positive_rows,weak_rows,affinity_conflict,representative_value_nM,representative_relation,assay_url,assay_description,doi,pubmed_id,status,endpoint_order
CHEMBL1929,CHEMBL1164729,FEBUXOSTAT,BQSJTQLCZDPROO-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021856,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021856,Ki,0.35,4,0,False,0.1,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4054643,Non-competitive inhibition of human xanthine oxidase,10.1016/j.ejmech.2017.04.031,28478180.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1994,CHEMBL384467,DEXAMETHASONE,UREBDLICKHMUKA-CXSFZGCWSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022315; NDA050818; NDA208742; NDA208912; NDA211379,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022315; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050818; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208742,Ki,0.36,1,0,False,0.36,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3122505,Displacement of [3H]-aldosterone from human mineralocorticoid receptor expressed in HEK293 cells,10.1021/jm401616g,24446728.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL206,CHEMBL81,RALOXIFENE,GZUITABIAKMVPG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022042,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022042,Ki,0.43,3,0,False,0.4,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL682298,Binding affinity for estrogen receptor alpha,10.1016/s0960-894x(03)00306-8,12749895.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3553,CHEMBL1789941,RUXOLITINIB,HFNKQEVNSGCOJV-OAHLLOKOSA-N,项目FDA注册表完整InChIKey匹配,True,NDA202192; NDA215309; NDA217180,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202192; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215309; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217180,Ki,0.5,2,0,False,0.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL2389430,Inhibition of human TYK2 (873-1187) expressed in baculovirus-infected Sf9 cells using EQEDEPEGDYFEWLE as substrate after 1 hr by HTRF assay,10.1021/jm400266t,23668484.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2034,CHEMBL1276308,MIFEPRISTONE,VKHAHZOOUSRJNA-GCNJZUOMSA-N,项目FDA注册表完整InChIKey匹配,True,NDA202107,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202107,Ki,0.61,14,0,False,0.24,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL681747,Displacement of 10 nM [3H]dexamethasone from human Glucocorticoid receptor,10.1021/jm0105530,12036351.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2835,CHEMBL221959,TOFACITINIB,UJLAWZDWDVHWOW-YPMHNXCESA-N,项目FDA注册表完整InChIKey匹配,True,NDA203214; NDA208246; NDA213082,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203214; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208246; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213082,Ki,0.69,6,0,False,0.68,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL2155756,Inhibition of human recombinant GST-tagged JAK1 using 5-FAM-KKSRGDYMTMQIG as substrate by peptide mobility shift assay,10.1021/jm300438j,22591402.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL4247,CHEMBL3286830,LORLATINIB,IIXWYSCJSQVBQM-LLVKDONJSA-N,项目FDA注册表完整InChIKey匹配,True,NDA210868,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210868,Ki,0.7,4,0,False,0.07,<,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3293161,Inhibition of wild type human recombinant ALK kinase domain (amino acids 1093 to 1141) expressed in baculovirus system using 5'FAM-KKSRGDYMTMQIG-CONH2 as substrate incubated for 15 mins prior to ATP addition measured after 1 hr by microfluidic mobility shift assay,10.1021/jm500261q,24819116.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL4247,CHEMBL601719,CRIZOTINIB,KTEIFNKAUNYNJU-GFCCVEGCSA-N,项目FDA注册表完整InChIKey匹配,True,NDA202570; NDA217581,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202570; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217581,Ki,0.74,3,0,False,0.74,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3293161,Inhibition of wild type human recombinant ALK kinase domain (amino acids 1093 to 1141) expressed in baculovirus system using 5'FAM-KKSRGDYMTMQIG-CONH2 as substrate incubated for 15 mins prior to ATP addition measured after 1 hr by microfluidic mobility shift assay,10.1021/jm500261q,24819116.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1937,CHEMBL408513,BELINOSTAT,NCNRHFGMJRPRSK-MDZDMXLPSA-N,项目FDA注册表完整InChIKey匹配,True,NDA206256,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206256,Ki,0.875,2,0,False,0.85,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1216983,Inhibition of human HDAC2,10.1038/nchembio.313,20139990.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL325,CHEMBL408513,BELINOSTAT,NCNRHFGMJRPRSK-MDZDMXLPSA-N,项目FDA注册表完整InChIKey匹配,True,NDA206256,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206256,Ki,0.875,2,0,False,0.85,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1216982,Inhibition of human HDAC1,10.1038/nchembio.313,20139990.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL5366,CHEMBL3137320,TALAZOPARIB,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,项目FDA注册表完整InChIKey匹配,True,NDA217439,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217439,Ki,0.875,2,0,False,0.85,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3767924,Inhibition of human PARP2 using [3H]NAD as substrate after 1 min by microplate scintillation counting analysis,10.1021/acs.jmedchem.5b01498,26652717.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2835,CHEMBL3622821,UPADACITINIB,WYQFJHHDOKWSHR-MNOVXSKESA-N,项目FDA注册表完整InChIKey匹配,True,NDA211675; NDA218347,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211675; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218347,Ki,0.89,1,0,False,0.89,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4666929,Inhibition of recombinant human JAK1 (854 to 1154 residues) expressed in insect cells using Y1-B as substrate incubated for 30 mins by microfluidic mobility shift assay,10.1016/j.bmcl.2019.04.008,30981576.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2326,CHEMBL220492,TOPIRAMATE,KJADKKWYZYXHBB-XBWDGYHZSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022580; NDA201635; NDA205122; NDA214679,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022580; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201635; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205122,Ki,0.9,22,0,False,0.87,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL828071,Ki value against human carbonic anhydrase VII,10.1016/j.bmcl.2004.12.052,15686895.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3242,CHEMBL477772,PAZOPANIB,CUIHSIWYWATEQL-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022465,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022465,Ki,0.9,1,0,False,0.9,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5552438,Inhibition of human CA12 assessed as inhibition constant preincubated for 15 mins by phenol red dye based stopped-flow CO2 hydration assay,10.1016/j.ejmech.2024.116527,38810335.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2971,CHEMBL221959,TOFACITINIB,UJLAWZDWDVHWOW-YPMHNXCESA-N,项目FDA注册表完整InChIKey匹配,True,NDA203214; NDA208246; NDA213082,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203214; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208246; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213082,Ki,0.99,5,0,False,0.99,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL2155755,Inhibition of human recombinant JAK2 kinase domain using FITC-KGGEEEEYFELVKK as substrate by peptide mobility shift assay,10.1021/jm300438j,22591402.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2695,CHEMBL3137331,DEFACTINIB,FWLMVFUGMHIOAA-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA219616,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219616,Ki,1.0,1,0,False,1.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5722905,Inhibition of full-length FAK (unknown origin) with N-terminal NanoLuc-fusion expressed in HEK293T cells by NanoBRET assay,10.1016/j.chembiol.2021.01.003,33497606.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2973,CHEMBL4594250,NETARSUDIL,OURRXQUGYQRVML-AREMUKBSSA-N,项目FDA注册表完整InChIKey匹配,True,NDA208254; NDA208259,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208254; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208259,Ki,1.0,5,0,False,4.2,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4668589,Inhibition of human ROCK2 by Kinase-Glo luminescent assay,10.1021/acs.jmedchem.9b01033,32482069.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL206,CHEMBL1358,FULVESTRANT,VWUXBMIQPBEWFH-WCCTWKNTSA-N,项目FDA注册表完整InChIKey匹配,True,NDA210063; NDA210326,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210063; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210326,Ki,1.04,3,0,False,1.04,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL681151,In vitro displacement of 0.5 nM [3H]17-beta-estradiol from human Estrogen receptor alpha,10.1021/jm020536q,12672240.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1978,CHEMBL1444,LETROZOLE,HPJKCIUCZWXJDR-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA209935,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209935,Ki,1.11,2,0,False,2.2,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1011778,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by Lineweaver-Burke plot in presence of NADPH,10.1021/jm800945c,19072235.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2034,CHEMBL384467,DEXAMETHASONE,UREBDLICKHMUKA-CXSFZGCWSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022315; NDA050818; NDA208742; NDA208912; NDA211379,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022315; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050818; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208742,Ki,1.2,11,0,False,3.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL947390,Displacement of radiolabeled Dexamethasone from human glucocorticoid receptor,10.1021/jm8007618,18983139.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2034,CHEMBL1370,BUDESONIDE,VOVIALXJUBGFJZ-KWVAZRHASA-N,项目FDA注册表完整InChIKey匹配,True,NDA021929; NDA021949; NDA203634; NDA205613; NDA212122; NDA213976; NDA214070; NDA215935; NDA216579,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021929; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021949; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203634,Ki,1.3,1,0,False,1.3,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4189813,Displacement of [3H]dexamethasone from human recombinant glucocorticoid receptor expressed in insect cells after 24 hrs by scintillation proximity assay,10.1021/acs.jmedchem.7b01873,29741897.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2041,CHEMBL1289601,LENVATINIB,WOSKHXYHFSIKNG-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA206947,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206947,Ki,1.5,2,0,False,1.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3428795,Inhibition of RET (unknown origin),10.1021/jm501464c,25625428.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL279,CHEMBL1171837,PONATINIB,PHXJVRSECIGDHY-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA203469,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203469,Ki,1.5,1,0,False,1.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5734552,"In-Vitro Kinase Inhibition Assay: Compounds 2-4 and cabozantinib were each tested for binding of c-Met, VEGFR2, TIE2 and the control compound, staurosporine. Specifically, each compound was tested at a 3-fold serial dilution starting at 10 microMolar (μM) in a 10-dose IC50 mode into an enzyme/substrate mixture using acoustic technology, and pre-incubated for 20 minutes to ensure compounds were equilibrated and bound to the enzyme. Staurosporine was used as a control and was tested at a 4-fold serial dilution starting at 20 μM. Next, 5 concentrations of ATP were added to initiate the reaction. The activity was monitored every 5-15 min for a time course study.",,,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1827,CHEMBL192,SILDENAFIL,BNRNXUUZRGQAQC-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021845; NDA022473; NDA210858,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021845; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022473; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210858,Ki,1.87,3,0,False,1.87,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL762496,Phosphodiesterase 5 activity of human corpus cavernosum,10.1021/jm025545d,12213052.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL208,CHEMBL1162,NORETHINDRONE,VIKNJXKGJWUCNN-XGXHKTLJSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022001; NDA022501; NDA204426; NDA213388; NDA214846; NDA218718,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022001; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022501; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204426,Ki,1.87,1,0,False,1.87,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL765846,The binding affinity measured using baculovirus-expressed hPR-A in sf21 cells.,10.1021/jm9705770,9464361.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1868,CHEMBL535,SUNITINIB,WINHZLLDWRZWRT-ATVHPVEESA-N,项目FDA注册表完整InChIKey匹配,True,NDA021938; NDA021968,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021938; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021968,Ki,2.0,1,0,False,2.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3296760,Binding affinity to VEGFR1 (unknown origin),10.1016/j.ejmech.2014.05.051,24904961.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL325,CHEMBL1213492,GIVINOSTAT,YALNUENQHAQXEA-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA217865,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217865,Ki,2.0,2,0,False,2.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1216982,Inhibition of human HDAC1,10.1038/nchembio.313,20139990.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2189110,CHEMBL3414621,TAZEMETOSTAT,NSQSAUGJQHDYNO-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA213400,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213400,Ki,2.5,3,0,False,2.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3418671,Inhibition of wild-type human EZH2 by flash plate assay,10.1021/jm501234a,25406853.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2326,CHEMBL1055,CHLORTHALIDONE,JIVPVXMEBJLZRO-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA202331; NDA218647,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202331; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218647,Ki,2.8,1,0,False,2.8,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1029736,Inhibition of human recombinant full length CA7 by stopped-flow CO2 hydration method,10.1016/j.bmc.2008.12.023,19119014.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2326,CHEMBL220491,BRINZOLAMIDE,HCRKCZRJWPKOAR-JTQLQIEISA-N,项目FDA注册表完整InChIKey匹配,True,NDA204251,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204251,Ki,2.8,7,0,False,2.8,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL828071,Ki value against human carbonic anhydrase VII,10.1016/j.bmcl.2004.12.052,15686895.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1937,CHEMBL1213492,GIVINOSTAT,YALNUENQHAQXEA-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA217865,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217865,Ki,3.0,2,0,False,3.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1216983,Inhibition of human HDAC2,10.1038/nchembio.313,20139990.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL205,CHEMBL220491,BRINZOLAMIDE,HCRKCZRJWPKOAR-JTQLQIEISA-N,项目FDA注册表完整InChIKey匹配,True,NDA204251,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204251,Ki,3.0,57,0,False,3.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL657143,Inhibition of human carbonic anhydrase II,10.1016/j.bmcl.2003.09.063,14684332.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2326,CHEMBL902,FAMOTIDINE,XUFQPHANEAPEMJ-UHFFFAOYSA-N,项目FDA注册表完整InChIKey匹配,True,NDA219935,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219935,Ki,3.0,1,0,False,3.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4269591,Inhibition of recombinant human CA7 preincubated for 15 mins prior to testing measured for 10 to 100 secs by phenol red based stopped-flow CO2 hydration assay,10.1021/acsmedchemlett.8b00334,30344913.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3242,CHEMBL220491,BRINZOLAMIDE,HCRKCZRJWPKOAR-JTQLQIEISA-N,项目FDA注册表完整InChIKey匹配,True,NDA204251,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204251,Ki,3.0,13,0,False,3.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL877449,Inhibitory activity against catalytic domain of human carbonic anhydrase XII,10.1016/j.bmcl.2005.06.054,16039853.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2148,CHEMBL1789941,RUXOLITINIB,HFNKQEVNSGCOJV-OAHLLOKOSA-N,项目FDA注册表完整InChIKey匹配,True,NDA202192; NDA215309; NDA217180,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202192; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215309; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217180,Ki,3.2,1,0,False,3.2,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL2389431,Inhibition of human JAK3 (781-1124) expressed in baculovirus-infected Sf9 cells using EQEDEPEGDYFEWLE as substrate after 1 hr by HTRF assay,10.1021/jm400266t,23668484.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL208,CHEMBL103,PROGESTERONE,RJKFOVLPORLFTN-LEKSSAKUSA-N,项目FDA注册表完整InChIKey匹配,True,NDA022057; NDA210132,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022057; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210132,Ki,3.5,6,0,False,3.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL765844,Binding affinity against baculovirus expressed human Progesterone receptor,10.1021/jm980723h,10212133.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL2326,CHEMBL218490,DORZOLAMIDE,IAVUPMFITXYVAF-XPUUQOCRSA-N,项目FDA注册表完整InChIKey匹配,True,NDA202667,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202667,Ki,3.5,8,0,False,3.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL828071,Ki value against human carbonic anhydrase VII,10.1016/j.bmcl.2004.12.052,15686895.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3242,CHEMBL218490,DORZOLAMIDE,IAVUPMFITXYVAF-XPUUQOCRSA-N,项目FDA注册表完整InChIKey匹配,True,NDA202667,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202667,Ki,3.5,19,0,False,3.5,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL877449,Inhibitory activity against catalytic domain of human carbonic anhydrase XII,10.1016/j.bmcl.2005.06.054,16039853.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1994,CHEMBL1393,SPIRONOLACTONE,LXMSZDCAJNLERA-ZHYRCANASA-N,项目FDA注册表完整InChIKey匹配,True,NDA209478,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209478,Ki,3.6674999999999995,2,0,False,2.323,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL902628,Binding affinity to human mineralocorticoid receptor,10.1021/jm701186z,18038968.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL279,CHEMBL502835,NINTEDANIB,XZXHXSATPCNXJR-ZIADKAODSA-N,项目FDA注册表完整InChIKey匹配,True,NDA205832,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205832,Ki,3.8,3,0,False,3.8,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL5735258,"EGFR2 Enzyme Inhibition: The inhibitory activities of compounds of the invention against VEGFR2 (VEGFR2 Kinase Enzyme System: Promega), were evaluated by mixing the VEGFR2 protein (1.56 ng/mL, 2 μL), substrate (Poly (4:1 Glu4, Tyr1), 100 ng/mL, 2 μL) with the test compound (2 μL at either 3 μM, 0.67 μM, 0.15 μM, 0.033 μM, 0.0073 μM, 0.0016 μM, 0.0036 μM or 0.00008 μM) for 90 min at 25° C. The kinase reaction was initiated by adding ATP (50 μM, 2 μL) and the mixture was incubated for 1 hr at 25° C. ADP-Glo reagent was added for 40 min (8 μL) then development reagent (16 μL) was added for 40 min prior to detection in a microplate reader (EnVision Multilabel Reader, Perkin Elmer).",,,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL1936,CHEMBL535,SUNITINIB,WINHZLLDWRZWRT-ATVHPVEESA-N,项目FDA注册表完整InChIKey匹配,True,NDA021938; NDA021968,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021938; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021968,Ki,4.0,1,0,False,4.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL3296768,Binding affinity to c-KIT (unknown origin),10.1016/j.ejmech.2014.05.051,24904961.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL3717,CHEMBL601719,CRIZOTINIB,KTEIFNKAUNYNJU-GFCCVEGCSA-N,项目FDA注册表完整InChIKey匹配,True,NDA202570; NDA217581,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202570; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217581,Ki,4.0,5,0,False,2.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL1825352,Binding affinity to human recombinant c-MET assessed as inhibition of autophosphorylation by continuous fluorometric assay,10.1021/jm2007613,21812414.0,直接亲和候选，构建与SPR适用性待确认,1
CHEMBL5366,CHEMBL1094636,NIRAPARIB,PCHKPVIQAHNQLW-CQSZACIVSA-N,项目FDA注册表完整InChIKey匹配,True,NDA214876; NDA216793,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214876; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216793,Ki,4.0,1,0,False,4.0,=,https://www.ebi.ac.uk/chembl/explore/assay/CHEMBL4481031,Inhibition of PARP2 (unknown origin),10.1016/j.ejmech.2019.01.024,30684797.0,直接亲和候选，构建与SPR适用性待确认,1
