target_chembl_id,gene_symbol,uniprot_accession,target_class_l1,ot_project_assay_family,is_gpcr,chembl_kinase,ot_sm_structure_with_ligand,ot_sm_high_quality_pocket,ot_sm_med_quality_pocket,af_exact_sequence_model,p2rank_status,p2rank_tier,p2rank_top_score,p2rank_top_probability,pocket_residue_count,pocket_mean_plddt,known_unique_pocket_count,known_k1_pocket_count,known_k1_k2_pocket_count,known_drug_mapped,known_biolip2,known_biolip2_affinity,known_scpdb,known_klifs,known_gpcrdb,p2rank_top1_any_known_residue_match,p2rank_top1_any_known_center_match_4a,p2rank_top1_any_known_center_match_8a,p2rank_top1_any_known_combined_match_8a,p2rank_top1_best_known_recall,p2rank_top1_best_jaccard,p2rank_top1_minimum_center_distance,p2rank_top3_any_known_residue_match,p2rank_top3_any_known_center_match_4a,p2rank_top3_any_known_center_match_8a,p2rank_top3_any_known_combined_match_8a,p2rank_top3_best_known_recall,p2rank_top3_best_jaccard,p2rank_top3_minimum_center_distance,p2rank_all_any_known_residue_match,p2rank_all_any_known_center_match_4a,p2rank_all_any_known_center_match_8a,p2rank_all_any_known_combined_match_8a,p2rank_all_best_known_recall,p2rank_all_best_jaccard,p2rank_all_minimum_center_distance,p2rank_top1_any_k1_combined_match_8a,p2rank_top3_any_k1_combined_match_8a,p2rank_all_any_k1_combined_match_8a,p2rank_top1_any_k1_k2_combined_match_8a,p2rank_top3_any_k1_k2_combined_match_8a,p2rank_all_any_k1_k2_combined_match_8a,pdbe_raw_ligand_instance_count,pdbe_raw_unique_pdb_count,representative_known_pocket_id,representative_known_pocket_grade,representative_known_pocket_sources,representative_pdb_id,representative_chain_id,representative_ligand_id,representative_known_pocket_residues,representative_known_pocket_residue_count,pocket_decision_tier,primary_pocket_policy
CHEMBL3712898,SDC1,P18827,Unclassified protein,excluded_or_review,False,False,True,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,5,2,,,,,,,,,P2_无实验口袋_P2Rank低置信或无口袋,暂不作为标准结构筛选靶点
CHEMBL4630887,SEMA4D,Q92854,Unclassified protein,excluded_or_review,False,False,False,True,False,True,completed,A_HIGH_CONFIDENCE,15.93,0.686,34,97.61617647058824,1,0,0,False,False,False,False,False,False,False,False,True,True,0.05,0.0188679245283018,4.63796147703924,False,False,True,True,0.05,0.0188679245283018,4.63796147703924,True,False,True,True,0.15,0.125,4.63796147703924,False,False,False,False,False,False,1,1,KP:Q92854:9588464edfb4,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,3ol2,A,NAG,49;77;79;80;111;124;139;141;146;160;168;191;193;304;320;329;407;417;419;492,20.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL5305024,SERPING1,P05155,Unclassified protein,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,6.79,0.292,12,92.61083333333332,1,0,0,False,False,False,False,False,False,False,False,True,True,0.0,0.0,5.305321933262444,False,False,True,True,0.0,0.0,5.305321933262444,False,False,True,True,0.0,0.0,5.305321933262444,False,False,False,False,False,False,6,2,KP:P05155:52a0bbdaf189,K4_FUNCTIONAL_OR_FRAGMENT_SITE,PDBE,2oay,A,GOL,233;234;235;273;334;335;343;432;448,9.0,E4_功能配体或片段口袋待复核,区分辅因子/底物/片段；不可直接视为药物口袋
CHEMBL4630877,SIGLEC8,Q9NYZ4,Unclassified protein,excluded_or_review,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,1.27,0.011,7,52.72714285714286,3,0,3,False,True,False,False,False,False,False,False,False,False,0.0,0.0,92.4700828360786,True,False,True,True,0.6666666666666666,0.5,6.972149257342867,True,False,True,True,0.6666666666666666,0.5,6.972149257342867,False,False,False,False,True,True,5,2,KP:Q9NYZ4:5fb70bf3632a,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,7qui,B,F9I,23;72;73;74;125;132;136;137;138;139;141,11.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL2364159,SNAP25,P60880,Other cytosolic protein,excluded_or_review,False,False,True,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,5,5,,,,,,,,,P2_无实验口袋_P2Rank低置信或无口袋,暂不作为标准结构筛选靶点
CHEMBL6152,SNCA,P37840,Unclassified protein,excluded_or_review,False,False,True,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,25,0,11,False,True,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,108,44,KP:P37840:6203809fd048,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,8x7m,D,CGO,85;86;88,3.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3580487,SOST,Q9BQB4,Unclassified protein,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0,,,,,,,,,P2_无实验口袋_P2Rank低置信或无口袋,暂不作为标准结构筛选靶点
CHEMBL4523377,STING1,Q86WV6,Unclassified protein,excluded_or_review,False,False,True,False,False,True,completed,C_WEAK_REVIEW,4.0,0.13,12,83.8775,155,0,83,False,True,True,True,False,False,True,True,True,True,0.6666666666666666,0.3888888888888889,3.4876151093047576,True,True,True,True,0.6666666666666666,0.3888888888888889,3.4876151093047576,True,True,True,True,0.6666666666666666,0.3888888888888889,3.4876151093047576,False,False,False,True,True,True,319,110,KP:Q86WV6:3a98ed30e69c,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE;SCPDB,4qxq,A,1YE,162;163;165;170;235;238;263;264;266;267,10.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3856163,TACSTD2,P09758,Unclassified protein,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,6.47,0.274,20,95.0305,4,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,19.39994679903931,True,False,False,True,0.3333333333333333,0.0714285714285714,8.19448518632433,True,False,False,True,0.3333333333333333,0.0714285714285714,8.19448518632433,False,False,False,False,False,False,13,3,KP:P09758:a320f1caea0d,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,7e5m,A,NAG,80;105;120;121,4.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL3713062,TFPI,P10646,Unclassified protein,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,5.43,0.212,13,93.07615384615384,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,31.933413174095566,False,False,False,False,0.0,0.0,13.34163128135012,False,False,False,False,0.0,0.0,13.34163128135012,False,False,False,False,False,False,3,3,KP:P10646:d03fbb63882e,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,4dtg,K,PGE,129;147;152;153,4.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL4662938,TGFA,P01135,Unclassified protein,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,0.72,0.001,4,66.775,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,2,2,,,,,,,,,P2_无实验口袋_P2Rank低置信或无口袋,暂不作为标准结构筛选靶点
CHEMBL4630878,TIGIT,Q495A1,Unclassified protein,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,1,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,8,5,KP:Q495A1:8f99c8090bd0,K4_FUNCTIONAL_OR_FRAGMENT_SITE,PDBE,5v52,A,SO4,64;78;79;80,4.0,E4_功能配体或片段口袋待复核,区分辅因子/底物/片段；不可直接视为药物口袋
CHEMBL3712856,TNC,P24821,Unclassified protein,excluded_or_review,False,False,True,False,False,True,completed,B_MODERATE_CONFIDENCE,7.33,0.322,16,76.653125,6,0,6,False,True,False,False,False,False,False,False,False,False,0.0,0.0,61.29941565662216,True,False,False,True,0.25,0.0555555555555555,11.213610068238506,True,False,False,True,0.25,0.0555555555555555,11.213610068238506,False,False,False,False,True,True,16,14,KP:P24821:4a82e5c398a7,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,5r62,A,RXJ,2046;2047;2048;2050;2054;2056,6.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL6157,TSG101,Q99816,Unclassified protein,excluded_or_review,False,False,True,True,False,True,completed,C_WEAK_REVIEW,2.98,0.078,10,95.174,3,0,1,False,True,False,False,False,False,True,True,True,True,0.8333333333333334,0.4545454545454545,3.9552308456299023,True,True,True,True,0.8333333333333334,0.4545454545454545,3.9552308456299023,True,True,True,True,0.8333333333333334,0.4545454545454545,3.9552308456299023,False,False,False,False,True,True,22,9,KP:Q99816:780b21daefa9,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,5vkg,A,4N1,40;41;56;73;75;90,6.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3712854,VIM,P08670,Structural protein,excluded_or_review,False,False,False,True,False,True,completed_no_pocket,D_NO_POCKET,,,0,,9,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,23,11,KP:P08670:a2ed68ec819a,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,3klt,D,PG4,273;276;277;279;280;283;284;286;290;295,10.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL2084,ASGR1,P07306,Membrane receptor,excluded_or_review,False,False,True,False,False,True,completed,C_WEAK_REVIEW,4.6,0.164,12,97.26416666666668,7,0,4,False,True,True,False,False,False,False,False,False,False,0.0,0.0,18.628099050191626,True,False,True,True,1.0,0.5,5.954105764407447,True,False,True,True,1.0,0.5,5.954105764407447,False,False,False,False,True,True,29,8,KP:P07306:70a74d66234d,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,6yau,A,OJB,237;240;242;244;253;265;266;267,8.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3580492,BSG,P35613,Membrane receptor,excluded_or_review,False,False,True,True,False,True,completed,D_LOW_CONFIDENCE,1.22,0.01,8,84.98375,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,2,2,,,,,,,,,P2_无实验口袋_P2Rank低置信或无口袋,暂不作为标准结构筛选靶点
CHEMBL3218,CD22,P20273,Adhesion;Membrane receptor;Surface antigen,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,2.86,0.072,9,82.59555555555556,13,0,1,False,True,False,False,False,False,False,False,False,False,0.0,0.0,70.18052351365014,False,False,False,False,0.2,0.0909090909090909,10.792138178322208,True,False,True,True,0.6666666666666666,0.25,7.275981704057382,False,False,False,False,False,False,50,7,KP:P20273:a30f546219d5,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,5vkm,A,SIA,71;120;126;127;128;129,6.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3712880,CD37,P11049,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,8.71,0.398,10,97.069,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0,,,,,,,,,P1_无实验口袋_P2Rank_AB探索,以P2Rank为预测起点；需另一口袋模型或结构证据确认
CHEMBL1975,CD3E,P07766,Membrane receptor,excluded_or_review,False,False,True,False,True,True,completed,D_LOW_CONFIDENCE,1.34,0.013,7,88.95428571428572,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,3,3,,,,,,,,,P2_无实验口袋_P2Rank低置信或无口袋,暂不作为标准结构筛选靶点
CHEMBL1250358,CD40,P25942,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,6,5,,,,,,,,,P2_无实验口袋_P2Rank低置信或无口袋,暂不作为标准结构筛选靶点
CHEMBL3714583,CD47,Q08722,Adhesion;Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.24,0.01,8,85.0475,27,0,1,False,True,False,False,False,False,False,False,False,False,0.0,0.0,12.74003147711095,False,False,False,False,0.0,0.0,12.74003147711095,False,False,False,False,0.0,0.0,12.74003147711095,False,False,False,False,False,False,61,15,KP:Q08722:0786b9690f1e,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,7xjf,C,FUC,31;34;52;68;73;75;88,7.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL2176855,CLEC4C,Q8WTT0,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,0.89,0.003,6,94.73,5,0,3,False,True,True,False,False,False,False,False,False,False,0.0,0.0,18.93857518555419,False,False,False,False,0.0,0.0,18.93857518555419,False,False,False,False,0.0,0.0,18.93857518555419,False,False,False,False,False,False,8,3,KP:Q8WTT0:ca739c996850,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,4zet,A,MAN,172;174;178;194;195;196,6.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3713643,CR1,P17927,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0,,,,,,,,,P2_无实验口袋_P2Rank低置信或无口袋,暂不作为标准结构筛选靶点
CHEMBL1996,CSF3R,Q99062,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,8.55,0.389,18,88.03500000000001,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,69.18489047783483,False,False,False,False,0.0,0.0,68.10792471783294,False,False,False,False,0.0,0.0,14.697190353601602,False,False,False,False,False,False,1,1,KP:Q99062:b87dcdc3162f,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,2d9q,B,NAG,134;137;226;228,4.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL1817,EPOR,P19235,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,5.04,0.189,9,88.73666666666666,5,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,12.93311818945841,False,False,False,False,0.0,0.0,12.93311818945841,False,False,False,False,0.0,0.0,12.93311818945841,False,False,False,False,False,False,19,10,KP:P19235:e764afcdeb7d,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,6moj,B,TAR,194;196;206;207;208;209,6.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL4081,F3,P13726,Membrane receptor;Surface antigen,excluded_or_review,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,2.25,0.046,11,93.27090909090909,5,0,0,False,False,False,False,False,False,True,False,False,True,0.3,0.1666666666666666,13.503318271099598,True,False,False,True,0.3,0.1666666666666666,13.503318271099598,True,False,False,True,0.3,0.1666666666666666,13.503318271099598,False,False,False,False,False,False,44,31,KP:P13726:b162e9a2f60f,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,2c4f,U,NAG,156;158;206;208,4.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL2940,FCER2,P06734,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,9.6,0.443,17,93.6470588235294,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,18.546249241108924,False,False,False,False,0.0,0.0,18.546249241108924,False,False,False,False,0.0,0.0,18.546249241108924,False,False,False,False,False,False,36,12,KP:P06734:529708307f99,K4_FUNCTIONAL_OR_FRAGMENT_SITE,PDBE,4g96,A,EDO,182;190;194,3.0,E4_功能配体或片段口袋待复核,区分辅因子/底物/片段；不可直接视为药物口袋
CHEMBL5349,FCGR1A,P12314,Membrane receptor,excluded_or_review,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,2.21,0.044,8,96.64,7,0,0,False,False,False,False,False,False,False,False,False,False,0.1176470588235294,0.0869565217391304,13.269128215795574,False,False,False,False,0.1176470588235294,0.0869565217391304,13.269128215795574,False,False,False,False,0.1176470588235294,0.0869565217391304,13.269128215795574,False,False,False,False,False,False,14,7,KP:P12314:1ba019111106,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,8din,C,NAG,136;146;174,3.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL3856162,FCGR3A,P08637,Membrane receptor,excluded_or_review,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,2.25,0.046,8,97.1175,18,0,0,False,False,False,False,False,False,True,True,True,True,0.25,0.1428571428571428,2.596522193723751,True,True,True,True,0.5,0.2857142857142857,2.596522193723751,True,True,True,True,0.5,0.2857142857142857,2.596522193723751,False,False,False,False,False,False,59,15,KP:P08637:8f9702dd95d4,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,7uru,C,NAG,62;63;138;140;150;173;175;180,8.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL2121,FOLR1,P15328,Membrane receptor,excluded_or_review,False,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,34.74,0.928,18,95.09444444444443,9,0,6,False,True,True,False,False,False,True,True,True,True,1.0,0.1904761904761904,3.972180944882658,True,True,True,True,1.0,0.1904761904761904,3.972180944882658,True,True,True,True,1.0,0.1904761904761904,3.972180944882658,False,False,False,True,True,True,25,5,KP:P15328:cc9c03d6d1e9,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,4lrh,H,FOL,124;125;156;157;158;159;160;162,8.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3833481,GFRA1,P56159,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,7.73,0.344,15,85.45266666666666,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0,,,,,,,,,P1_无实验口袋_P2Rank_AB探索,以P2Rank为预测起点；需另一口袋模型或结构证据确认
CHEMBL3308912,GP6,Q9HCN6,Adhesion;Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,2.8,0.07,9,96.05444444444444,7,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,16.419491593766775,True,False,True,True,0.3333333333333333,0.25,6.546142633558246,True,False,True,True,0.3333333333333333,0.25,6.546142633558246,False,False,False,False,False,False,24,5,KP:Q9HCN6:2654356dab15,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,5ou7,A,PG6,37;104;160;162;185;188,6.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL1887,IFNAR1,P17181,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,6.68,0.286,14,94.325,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,20.124927552830265,False,False,False,False,0.0,0.0,20.124927552830265,False,False,False,False,0.0,0.0,20.124927552830265,False,False,False,False,False,False,3,3,KP:P17181:2639be9a0a5e,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,3se4,A,NAG,172;197;220,3.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL2050,IL11RA,Q14626,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,5,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,19,5,KP:Q14626:883e23cf8a06,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,8qy4,E,NAG,124;126;127;198;203;207;247,7.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL3713941,IL13RA2,Q14627,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,5.63,0.225,12,94.83416666666666,1,0,0,False,False,False,False,False,False,True,False,True,True,0.6666666666666666,0.1538461538461538,7.423138902183569,True,False,True,True,0.6666666666666666,0.1538461538461538,7.423138902183569,True,False,True,True,0.6666666666666666,0.1538461538461538,7.423138902183569,False,False,False,False,False,False,2,1,KP:Q14627:96356ae1d184,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,3lb6,D,NAG,170;172;215,3.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL3580485,IL17RA,Q96F46,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,24.77,0.858,22,83.22772727272728,11,0,1,False,True,False,False,False,False,False,False,False,False,0.0,0.0,17.927252294450728,False,False,True,True,0.0,0.0,7.895415301299862,True,True,True,True,0.5,0.1818181818181818,3.19275060253694,False,False,False,False,False,True,24,8,KP:Q96F46:302848813015,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,4hsa,C,FUC,38;41;52;261,4.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL1959,IL1R1,P14778,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,3.46,0.1,7,96.76857142857143,5,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,36.46138406019442,False,False,False,False,0.0,0.0,25.197539399413586,False,False,False,False,0.0,0.0,25.197539399413586,False,False,False,False,False,False,8,3,KP:P14778:e30f8edb17fd,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,4dep,B,NAG,191;192;193;214;229;233;249;293;322;324,10.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL1778,IL2RA,P01589,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.6,0.021,9,96.33444444444444,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,1,1,,,,,,,,,P2_无实验口袋_P2Rank低置信或无口袋,暂不作为标准结构筛选靶点
CHEMBL3276,IL2RB,P14784,Membrane receptor,excluded_or_review,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,1.28,0.011,10,83.23299999999999,19,0,5,False,True,False,False,False,False,True,True,True,True,0.75,0.2857142857142857,3.545995531934581,True,True,True,True,0.75,0.2857142857142857,3.545995531934581,True,True,True,True,0.75,0.2857142857142857,3.545995531934581,False,False,False,True,True,True,41,7,KP:P14784:b35c533c3830,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,2erj,B,FUC,37;39;62;107;116;131;222,7.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL4630894,IL31RA,Q8NI17,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,6.7,0.287,16,72.555625,2,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,73.97825970790338,False,False,False,False,0.0,0.0,64.72499704364613,False,False,False,False,0.0,0.0,64.72499704364613,False,False,False,False,False,False,2,1,KP:Q8NI17:9fca2ae7b62a,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,9eza,D,NAG,26;27;33;37;43;61;82;84;93,9.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL3712987,IL3RA,P26951,Membrane receptor,excluded_or_review,False,False,True,False,False,True,completed,C_WEAK_REVIEW,3.88,0.123,13,87.56307692307692,11,0,1,False,True,False,False,False,False,False,False,False,False,0.0,0.0,14.907516753675344,True,False,True,True,0.3333333333333333,0.0833333333333333,5.61690519258604,True,False,True,True,0.3333333333333333,0.0833333333333333,5.61690519258604,False,False,False,False,False,False,29,4,KP:P26951:54f4a8cbaf4d,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,5uwc,G,EDT,113;115;121;166,4.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL3580483,IL5RA,Q01344,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.93,0.033,9,96.96444444444444,2,0,0,False,False,False,False,False,False,False,False,True,True,0.0833333333333333,0.05,7.989375592622993,False,False,True,True,0.0833333333333333,0.05,7.989375592622993,False,False,True,True,0.0833333333333333,0.05,7.989375592622993,False,False,False,False,False,False,5,3,KP:Q01344:cd3df3237e88,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,8tld,F,NAG,35;51;130;131;158;170;172;214;216;243;244;259,12.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL4998,ITGA2,P17301,Adhesion;Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,15.34,0.67,37,94.47189189189189,4,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,55.23503471442936,False,False,False,False,0.0,0.0,48.91575737275676,True,False,True,True,0.875,0.5833333333333334,4.7403799455274855,False,False,False,False,False,False,103,22,KP:P17301:55a38d73ace5,K3_EXPERIMENTAL_DRUGLIKE_SITE,PDBE,9ri7,A,SIN,182;183;184;247;248;249;250;287,8.0,E3_实验药物样口袋待复核,人工确认配体生物学意义后使用实验口袋
CHEMBL3955,ITGA5,P08648,Membrane receptor,excluded_or_review,False,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,22.64,0.83,34,98.0220588235294,23,0,2,False,True,False,False,False,False,False,False,False,False,0.0,0.0,8.901568287667068,True,False,True,True,0.6666666666666666,0.25,4.394669232433768,True,False,True,True,0.6666666666666666,0.25,4.394669232433768,False,False,False,False,True,True,66,14,KP:P08648:a7a84f12aec1,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE,9ckv,A,MAN,261;262;263;264,4.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
CHEMBL1803,ITGAL,P20701,Adhesion;Membrane receptor,excluded_or_review,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,32.37,0.915,46,96.3582608695652,26,0,23,False,True,True,True,False,False,False,False,False,False,0.0,0.0,22.35823290495522,True,True,True,True,0.5,0.3333333333333333,2.440847304741065,True,True,True,True,0.5,0.3333333333333333,2.440847304741065,False,False,False,False,True,True,125,35,KP:P20701:19ceeeb0c52f,K2_SPECIALIZED_CURATED_SITE,BIOLIP2;PDBE;SCPDB,1cqp,B,803,260;282;284;323,4.0,E2_专库确认实验口袋,优先专库确认实验口袋；核验配体与构象语境
