system_id,cluster,native_contact_ap_after,native_contact_prevalence_after,native_residue_only_score_ap_after,native_atom_permuted_score_ap_after,native_atom_to_residue_macro_ap_after,native_residue_to_atom_macro_ap_after,native_contact_pairs_after,native_pair_candidates_after,all_regions_contact_ap_after,all_regions_contact_prevalence_after,native_distance_mae_capped32_A_after,native_region_selected_after,regions_after,native_contact_ap_before,native_contact_prevalence_before,native_residue_only_score_ap_before,native_atom_permuted_score_ap_before,native_atom_to_residue_macro_ap_before,native_residue_to_atom_macro_ap_before,native_contact_pairs_before,native_pair_candidates_before,all_regions_contact_ap_before,all_regions_contact_prevalence_before,native_distance_mae_capped32_A_before,native_region_selected_before,regions_before
5el9__1__17.A_24.A_6.A__24.B_24.C_24.D,c89,0.4646940420967704,0.1969230769230769,0.3817958032778525,0.3679582473648921,0.5614880916803994,0.5578056094232565,64,325,0.2678313056525357,0.1094017094017094,1.830055952072144,True,2,0.6795207902173548,0.1969230769230769,0.4071862028687686,0.4359175767651013,0.694085914085914,0.7368871016420036,64,325,0.679520790217355,0.1094017094017094,0.740834653377533,True,2
5el9__1__18.A_22.A_7.A__22.B_22.C_22.D,c89,0.4774153972166296,0.1969230769230769,0.3844314488822482,0.2941616346118711,0.5732047083970161,0.6128632750691574,64,325,0.2475079038380442,0.1200750469043152,1.8285071849823,True,2,0.6585265222040053,0.1969230769230769,0.4071862028687686,0.3316631988424406,0.6763891877353415,0.7577367748446179,64,325,0.6585265222040053,0.1200750469043152,0.7545214295387268,True,2
5el9__1__19.A_21.A_8.A__21.B_21.C_21.D,c89,0.475929949082069,0.1969230769230769,0.3825284040104533,0.3347226372494511,0.5551060157790926,0.6067219436337083,64,325,0.2205606784610773,0.1172161172161172,1.8300386667251587,True,2,0.6741710882717397,0.1969230769230769,0.4041400703154246,0.3698956567890326,0.6982832658794198,0.7386482163442948,64,325,0.6741710882717397,0.1172161172161172,0.7398593425750732,True,2
3fma__2__1.B__1.G,c2953,0.2643518507980739,0.0913043478260869,0.2183120690367067,0.218139245132229,0.5714402427637723,0.2904354453348932,63,690,0.2412571366199458,0.0570652173913043,3.997944593429565,True,2,0.3022964766989582,0.0913043478260869,0.2422330171553774,0.1671156447010799,0.6473662571089042,0.4105718919288408,63,690,0.3022964766989582,0.0570652173913043,2.187312364578247,True,2
2eqa__1__1.A__1.B_1.C,c1652,0.2478832842526769,0.1159420289855072,0.1914705432568284,0.1620228191659402,0.3799691391539217,0.4183831805597818,64,552,0.1907282088009986,0.0695652173913043,2.652907609939575,True,2,0.5777283063784381,0.1159420289855072,0.3002477858795793,0.2056417673291219,0.6693391994478951,0.7296312612906019,64,552,0.5777283063784381,0.0695652173913043,0.8412348628044128,True,2
5dnx__1__1.A_1.B_1.C__1.G_1.H_1.I,c89,0.4676941876429928,0.2275641025641025,0.3724191710186866,0.3540613655505571,0.5815224276310249,0.5776351417282789,71,312,0.228870849306511,0.13003663003663,1.904768943786621,True,2,0.6650677922271793,0.2275641025641025,0.352433400835351,0.3743923934066692,0.7093122120045197,0.7551871512655827,71,312,0.6650677922271793,0.13003663003663,0.8348997235298157,True,2
5dnl__1__6.A_8.A_8.B__8.D_8.E_8.F,c89,0.4480553565635512,0.1955128205128205,0.3460531971881278,0.2806686718897574,0.5413027042682913,0.5237724771338217,61,312,0.2005312043735296,0.099836333878887,1.857613205909729,True,2,0.6003032829029222,0.1955128205128205,0.3281661521888508,0.3108510726638483,0.6602550227550228,0.675510236728724,61,312,0.6003032829029223,0.099836333878887,0.8029019236564636,True,2
4f39__1__2.A__2.B,c7,0.4438580325657598,0.2148148148148148,0.3451738699659592,0.3012905682419677,0.5314533522033522,0.5278724024817775,58,270,0.2256844369583918,0.1137254901960784,1.6143933534622192,True,2,0.6949453558169908,0.2148148148148148,0.4426860400136262,0.336055206943682,0.726960076960077,0.681579270046532,58,270,0.6948652372414987,0.1137254901960784,0.9045329689979552,True,2
5el9__1__2.A_24.A_6.A__6.B_6.C_6.D,c89,0.4662150625036559,0.1969230769230769,0.379643788625838,0.3290377962800236,0.5491085750617523,0.618827028091734,64,325,0.2817065366934861,0.1200750469043152,1.8305357694625852,True,2,0.6651147689102935,0.1969230769230769,0.4065074945578488,0.3231497077253478,0.6850172050172051,0.7405407752326519,64,325,0.6650667093163972,0.1200750469043152,0.7605016231536865,True,2
5el9__1__20.A_23.A_5.A__23.B_23.C_23.D,c89,0.4732441205405831,0.1969230769230769,0.3806990867284706,0.3654016657584779,0.5537137419746115,0.5700589754161183,64,325,0.1993459722934497,0.1144901610017889,1.83024263381958,True,2,0.6664194478717842,0.1969230769230769,0.4065074945578488,0.41456313475655,0.6902013727013727,0.7674512830255127,64,325,0.6661445022880977,0.1144901610017889,0.7546814680099487,True,2
3fma__4__1.D__1.I,c2953,0.2459303594472698,0.1181818181818181,0.2169934232434232,0.1880940714359193,0.5251521164021163,0.3704603443344385,52,440,0.1241822579389302,0.0472727272727272,2.95810341835022,True,2,0.3318457207910413,0.1181818181818181,0.2169094794094794,0.1923795348585388,0.5968849206349206,0.428400042257364,52,440,0.3318457207910412,0.0472727272727272,1.922580599784851,True,2
6fc1__1__1.A__1.E,c326,0.6354473101229506,0.1351981351981352,0.3521535587366308,0.2781686077430513,0.7791808390022675,0.6245136715716844,58,429,0.5415155252881947,0.0585858585858585,2.57920503616333,True,2,0.6899777700003534,0.1351981351981352,0.3367035785531083,0.2764258831071722,0.7344104308390021,0.666638846466034,58,429,0.6899777700003534,0.0585858585858585,1.428849220275879,True,2
5dnl__1__7.A_7.B_7.C__7.G_7.H_7.I,c89,0.4770620142130946,0.1987179487179487,0.356134192741219,0.355806545175852,0.5780592128669051,0.5540531084228563,62,312,0.2584723203560827,0.1163227016885553,1.8454724550247192,True,2,0.620840802116685,0.1987179487179487,0.327124867137274,0.3783871277086775,0.6684307359307358,0.6616470247772767,62,312,0.620840802116685,0.1163227016885553,0.7425574064254761,True,2
5dnl__1__8.A_8.B_8.C__8.G_8.H_8.I,c89,0.4780281087267029,0.1987179487179487,0.3510003480912452,0.289831655805403,0.5690871772772226,0.5335822129939777,62,312,0.312761990498537,0.1163227016885553,1.8467422723770144,True,2,0.6280590623648061,0.1987179487179487,0.3301576766216965,0.2877827694810521,0.688003663003663,0.6636510991342924,62,312,0.6280590623648061,0.1163227016885553,0.753724992275238,True,2
5el9__1__20.A_7.A_9.A__9.B_9.C_9.D,c89,0.4611907977789765,0.1969230769230769,0.3825284040104533,0.314583827956073,0.5719796899095542,0.5737595667637684,64,325,0.2329292621444772,0.1118881118881118,1.8277223110198972,True,2,0.6678981584311894,0.1969230769230769,0.4071862028687686,0.3541051620347345,0.6798737800660877,0.7225313593450847,64,325,0.6678981584311894,0.1118881118881118,0.7381763458251953,True,2
5el9__1__23.A_3.A_5.A__5.B_5.C_5.D,c89,0.4932263406431896,0.1969230769230769,0.3834389517960011,0.313390865807453,0.5699167633324576,0.6806184719420014,64,325,0.248506738600709,0.1144901610017889,1.8291544914245603,True,2,0.6523901864661008,0.1969230769230769,0.4059611658865201,0.328506922868779,0.6754503117964656,0.7238907077982708,64,325,0.65226578978998,0.1144901610017889,0.7537251710891724,True,2
5el9__1__22.A_4.A_7.A__7.B_7.C_7.D,c89,0.4704195890400714,0.1969230769230769,0.3844314488822482,0.3322459172903275,0.5611833252217868,0.5767456399809341,64,325,0.2027403630386795,0.1172161172161172,1.8299410343170168,True,2,0.6786381483633066,0.1969230769230769,0.4071862028687686,0.3585579343944848,0.6932617382617382,0.7401550754982127,64,325,0.6784583932796081,0.1172161172161172,0.7419868111610413,True,2
5equ__2__1.B__1.J,c224,0.1338116378016124,0.0781818181818181,0.1999357426539189,0.1210512022334378,0.301081120508365,0.2111420728176374,86,1100,0.071748588156225,0.0419512195121951,3.918666124343872,True,2,0.3593080983150142,0.0781818181818181,0.2498416183299904,0.1882851604353144,0.5633337308337307,0.355309801970248,86,1100,0.3593080983150141,0.0419512195121951,2.211958885192871,True,2
4f39__1__1.A__1.B,c7,0.4484828761186188,0.2148148148148148,0.3523577780119362,0.3178727976960855,0.5159865967365966,0.5501391135319706,58,270,0.2493240548008133,0.1137254901960784,1.6143286228179932,True,2,0.7155067183310276,0.2148148148148148,0.4426860400136262,0.3420295279200841,0.7339706589706589,0.7299294369513863,58,270,0.7154295578372006,0.1137254901960784,0.8995726704597473,True,2
3gb4__1__1.A__1.F,c164,0.1775190996464316,0.1337792642140468,0.2256308548907233,0.1709965842851956,0.2960554919168577,0.5456161246161246,40,299,0.1154982716454669,0.0879120879120879,1.572842717170715,True,2,0.6461496781008356,0.1337792642140468,0.5336526187487726,0.3850875274125432,0.7409840159840159,0.6877034231200898,40,299,0.6461496781008353,0.0879120879120879,0.8519639372825623,True,2
5fns__1__1.A__1.B,c315,0.2779570423150991,0.0960591133004926,0.2434052356387621,0.2053882477534766,0.4498216005315396,0.3984298290072728,78,812,0.2148875621690471,0.061128526645768,2.785036087036133,True,2,0.3645878853435069,0.0960591133004926,0.2242741519617787,0.1756905971612026,0.5399091027108269,0.5762061393701219,78,812,0.3642019999952156,0.061128526645768,1.8094764947891235,True,2
5elw__1__1.A_13.A_23.A__13.B_13.C_13.D,c89,0.4934672686276859,0.1969230769230769,0.3958622016809234,0.3279219736419667,0.5850874821945056,0.6953792072125405,64,325,0.235047715733727,0.1172161172161172,1.8330367803573608,True,2,0.7494626475529127,0.1969230769230769,0.4510790524913121,0.3546923969883557,0.7855189255189254,0.8073282227032228,64,325,0.7494626475529127,0.1172161172161172,0.7272800207138062,True,2
6fz2__1__1.A__1.C,c118,0.1865923717206735,0.1152263374485596,0.1652852532764464,0.1397541398952006,0.2724112519077134,0.3584637199378248,84,729,0.1187136998808119,0.074074074074074,2.6173646450042725,True,2,0.4402059361457594,0.1152263374485596,0.280038763801061,0.2299368847890732,0.5431148772352475,0.5829339536293563,84,729,0.4347740989142273,0.074074074074074,1.5359562635421753,True,2
5elw__1__1.A_11.A_13.A__1.B_1.C_1.D,c89,0.5127701951443849,0.1969230769230769,0.4050025405087622,0.3413770662956357,0.5865839211484006,0.6875900442150441,64,325,0.3386128479324375,0.1447963800904977,1.8307231664657595,True,2,0.7410050304134382,0.1969230769230769,0.4487471396125242,0.3497416401677098,0.7797643626215055,0.7983834843140399,64,325,0.7410050304134381,0.1447963800904977,0.7116059064865112,True,2
5equ__4__1.D__1.P,c224,0.1385974396221231,0.0730434782608695,0.1923767682092262,0.1079541857093113,0.3073181427253825,0.3326748247834172,84,1150,0.0760113047744775,0.0409756097560975,3.77972149848938,True,2,0.4621504232897709,0.0730434782608695,0.2176374300476744,0.1763802110696699,0.6267627280127279,0.5381640406796618,84,1150,0.4621504232897709,0.0409756097560975,1.858792424201965,True,2
1gc5__1__1.A__1.B,c1264,0.2251688612947799,0.0897435897435897,0.2123501106445169,0.1570303138267017,0.4362796391642546,0.3629451837069738,63,702,0.1359962298273347,0.0476190476190476,2.675868034362793,True,2,0.3323942016082483,0.0897435897435897,0.2296390103628254,0.1649002760564062,0.5637160862641631,0.5545578629560917,63,702,0.3323942016082483,0.0476190476190476,1.18275249004364,True,2
5equ__3__1.C__1.M,c224,0.1251987105092416,0.0681481481481481,0.1814946234498664,0.112660703281412,0.3016775496346779,0.2610048441357772,92,1350,0.0727017250567404,0.0408888888888888,3.800849914550781,True,2,0.359446863493263,0.0681481481481481,0.2439862994715683,0.1860205872297178,0.5320667892940036,0.3758584337623415,92,1350,0.359446863493263,0.0408888888888888,2.2784743309021,True,2
3gbb__2__1.B__1.D,c7,0.4128264758040565,0.1618357487922705,0.3522131987123207,0.2791629503336495,0.563663820747154,0.568958941709292,67,414,0.2996565949696852,0.0930555555555555,1.789328932762146,True,2,0.5978262054661327,0.1618357487922705,0.4254584829211695,0.3405356103239859,0.645974961252739,0.7063893160570014,67,414,0.5943772573394309,0.0930555555555555,1.2053978443145752,True,2
3gbb__1__1.A__1.C,c7,0.3907427884161834,0.1527777777777778,0.3578902578902578,0.2381103949006554,0.5971201199709972,0.5130857965618809,66,432,0.3097294626993949,0.1018518518518518,1.7767060995101929,True,2,0.6096488588468838,0.1527777777777778,0.418778675028675,0.286014583905524,0.6851025132275131,0.6974295137203635,66,432,0.6080524968693424,0.1018518518518518,1.2750544548034668,True,2
5dnx__1__1.A_1.B_4.A__1.D_1.E_1.F,c89,0.4420309189537545,0.2211538461538461,0.3735962613249648,0.313219617745311,0.5761289720000129,0.5498127417245064,69,312,0.2929472284149892,0.1516483516483516,1.8975409269332888,True,2,0.6526154122042443,0.2211538461538461,0.3592139362157068,0.36866042318863,0.7029712168173707,0.7131262865156422,69,312,0.6526154122042445,0.1516483516483516,0.8189902901649475,True,2
5elw__1__10.A_14.A_2.A__2.B_2.C_2.D,c89,0.4860778097653453,0.1969230769230769,0.4026003777205699,0.3125879302578288,0.5800633981403212,0.6771608514941847,64,325,0.2269652007619324,0.0965309200603318,1.8305542469024656,True,2,0.7336907811382327,0.1969230769230769,0.4491159114656711,0.3803973684951915,0.7653597145630111,0.785205353802576,64,325,0.7336907811382326,0.0965309200603318,0.7183078527450562,True,2
5elw__1__1.A_21.A_8.A__8.B_8.C_8.D,c89,0.5376183867180246,0.1969230769230769,0.4060630608707531,0.3231881967192042,0.5882046607040652,0.6894405465933244,64,325,0.2293416309029917,0.0984615384615384,1.831284523010254,True,2,0.7705702007285722,0.1969230769230769,0.4532836187583783,0.3759136617473219,0.793498445998446,0.8150521351076905,64,325,0.769230044783153,0.0984615384615384,0.7058994770050049,True,2
5elw__1__10.A_19.A_6.A__10.B_10.C_10.D,c89,0.540913406865086,0.1969230769230769,0.4067956616033539,0.3296036790391913,0.5871782838632089,0.6522974689919133,64,325,0.2600457450865052,0.1094017094017094,1.8317874670028689,True,2,0.7598993088759489,0.1969230769230769,0.4532836187583783,0.3685174744925879,0.7850208552131627,0.8040609452276118,64,325,0.759899308875949,0.1094017094017094,0.6965320110321045,True,2
5elw__1__10.A_16.A_19.A__19.B_19.C_19.D,c89,0.5248645436807349,0.1969230769230769,0.405735141241363,0.3175280431705666,0.5866146294671368,0.6827536994898106,64,325,0.2321369837705088,0.1172161172161172,1.831170916557312,True,2,0.7500387988132611,0.1969230769230769,0.4521135648539495,0.3675270656372132,0.7859331937903365,0.7694834907890464,64,325,0.7500387988132611,0.1172161172161172,0.7028312683105469,True,2
5elw__1__11.A_15.A_17.A__17.B_17.C_17.D,c89,0.5299206242646489,0.1969230769230769,0.3983822000648924,0.3432178231771702,0.5819323343167879,0.6625568032790256,64,325,0.2071596835475561,0.1144901610017889,1.8330057859420776,True,2,0.7604563984656245,0.1969230769230769,0.4555316211566211,0.382351607463846,0.7753951817413356,0.8193114144086365,64,325,0.7604563984656245,0.1144901610017889,0.7156866788864136,True,2
3gl0__1__1.A__1.E_1.F_1.G,c164,0.2729168186421318,0.1666666666666666,0.3708374315635345,0.2290645383535035,0.4168105691512553,0.494836186540732,40,240,0.1494784252394981,0.0980392156862745,1.4690765142440796,True,2,0.6636086838194398,0.1666666666666666,0.6318642526455026,0.5481405179334905,0.751557239057239,0.5264188011063011,40,240,0.6636086838194398,0.0980392156862745,0.9901411533355712,True,2
6fqh__1__1.A__1.C,c7,0.3069743761280707,0.178743961352657,0.3244897319066117,0.2906443803813177,0.492916537616026,0.3998017088280081,74,414,0.1684210969532404,0.0946291560102301,2.095564603805542,True,2,0.4305477703566878,0.178743961352657,0.4230488288352738,0.37319525830006,0.5726953879927026,0.5117503443092145,74,414,0.4305477703566878,0.0946291560102301,1.5377662181854248,True,2
5dnx__1__1.A_3.A_3.B__3.D_3.E_3.F,c89,0.4641290847292754,0.2211538461538461,0.3634556772713373,0.3323289954445488,0.5749407300425401,0.5295558381342694,69,312,0.2402041585498534,0.1326923076923077,1.8969112634658811,True,2,0.6509394614774779,0.2211538461538461,0.3554588109772056,0.3091744623386289,0.6946812162196777,0.7268114575537544,69,312,0.6509394614774782,0.1326923076923077,0.810210108757019,True,2
6f3j__1__1.A__1.D,c33,0.2062822794028793,0.1078341013824884,0.1706884447544986,0.1622461846142691,0.3302058185113066,0.3397913647803078,117,1085,0.1831414687342464,0.0698924731182795,3.7535364627838135,True,2,0.6038335396602899,0.1078341013824884,0.2745486569699654,0.1859848354985409,0.7232754356565901,0.7079989757156423,117,1085,0.6038335396602899,0.0698924731182795,1.1786788702011108,True,2
6fqh__1__1.B__1.D,c7,0.2640066726361961,0.1763285024154589,0.3270899212548653,0.2681123324363796,0.4259995519778129,0.4157124500504204,73,414,0.2075357191393544,0.1094452773613193,2.0971338748931885,True,2,0.3720397525817236,0.1763285024154589,0.3998907650485971,0.318019762990031,0.482454921937019,0.4447351161256385,73,414,0.3720397525817236,0.1094452773613193,1.7196916341781616,True,2
5elw__1__11.A_17.A_8.A__11.B_11.C_11.D,c89,0.5244905642938336,0.1969230769230769,0.4053361835813759,0.3834323273463679,0.5892385633273344,0.6625359599248488,64,325,0.2220608822528572,0.1094017094017094,1.8313690423965452,True,2,0.7453543067515249,0.1969230769230769,0.4491159114656711,0.4049436158763792,0.780902946260089,0.796895168617391,64,325,0.7453543067515249,0.1094017094017094,0.7052326798439026,True,2
5elw__1__12.A_14.A_18.A__18.B_18.C_18.D,c89,0.4915903344460522,0.1969230769230769,0.4057351412413629,0.3089406868088436,0.6016940004440003,0.6900641518974852,64,325,0.2356190241201065,0.1025641025641025,1.8303359746932983,True,2,0.7447897019681865,0.1969230769230769,0.4469624659528506,0.3299528099297921,0.7737004479037446,0.7860012292234514,64,325,0.7447897019681864,0.1025641025641025,0.706572949886322,True,2
5elw__1__12.A_16.A_3.A__3.B_3.C_3.D,c89,0.5092061249267726,0.1969230769230769,0.4067956616033539,0.3403245923464723,0.5859845938177088,0.6773621851399628,64,325,0.2407717829966541,0.1025641025641025,1.831368923187256,True,2,0.7515626685117485,0.1969230769230769,0.45426701036677,0.3823669611503656,0.7785417177450143,0.803493292715515,64,325,0.7515626685117484,0.1025641025641025,0.698718249797821,True,2
5elw__1__12.A_18.A_5.A__12.B_12.C_12.D,c89,0.5211960622470162,0.1969230769230769,0.4053361835813759,0.3144010994269485,0.5804289294164859,0.6625335348807571,64,325,0.2664110666653055,0.1144901610017889,1.8323423862457275,True,2,0.7576992997637619,0.1969230769230769,0.4532836187583783,0.3284392388271057,0.7883852258852257,0.7921885706885708,64,325,0.756227408597967,0.1144901610017889,0.7071568369865417,True,2
6ewf__1__1.A__1.C,c118,0.1703843829265142,0.1124828532235939,0.158627536877594,0.1530748976888641,0.2224511791308765,0.3691623067280338,82,729,0.1063087095346704,0.069023569023569,2.4784798622131348,True,2,0.3584482845616616,0.1124828532235939,0.2938125244750548,0.2227384294575444,0.518302362261702,0.5098303838593429,82,729,0.3578681074584167,0.069023569023569,1.7104231119155884,True,2
5fm0__1__1.A__1.C_1.D_1.E_1.F,c1867,0.3050135659874688,0.0984848484848484,0.1897189027965156,0.146271844785682,0.5093451707785106,0.4681911560224472,117,1188,0.2774661640713425,0.0695187165775401,3.2366039752960205,True,2,0.5683893886564505,0.0984848484848484,0.225758161002176,0.16223255214746,0.67727092760181,0.616644276870854,117,1188,0.5683893886564505,0.0695187165775401,1.493595838546753,True,2
5dnx__1__1.B_4.C_8.C__4.J_4.K_4.L,c89,0.4504796834691001,0.2275641025641025,0.3907110693214191,0.3491655637679682,0.5460574568719365,0.5682545169064777,71,312,0.1780230002346146,0.11620294599018,1.908200740814209,True,2,0.6420109627099024,0.2275641025641025,0.3666344640071617,0.3124539422048777,0.6953282116743653,0.7117695948490766,71,312,0.6420109627099024,0.11620294599018,0.8445651531219482,True,2
2gmh__1__1.A__1.H,c7692,0.0936250921363354,0.0789473684210526,0.1189441561767675,0.1102373280116893,0.1690689874914156,0.1577319735489581,99,1254,0.060947123640914,0.0482456140350877,4.406888008117676,True,2,0.1255091628259026,0.0789473684210526,0.1587955951231623,0.1184740582787118,0.2296953168407842,0.2434264914742874,99,1254,0.1253574261200068,0.0482456140350877,3.8027522563934326,True,2
6fqk__1__1.B__1.D,c7,0.2623034216524467,0.1279461279461279,0.2330644446012523,0.2081092960417517,0.4516979967905893,0.3614236845636013,76,594,0.171918931430486,0.0781893004115226,2.343865156173706,True,2,0.3986504186792002,0.1279461279461279,0.3051214017416288,0.2559515869430969,0.6133034146923037,0.5443709242194547,76,594,0.3986504186792003,0.0781893004115226,1.3592654466629028,True,2
5elw__1__14.A_2.A_22.A__14.B_14.C_14.D,c89,0.5053763824676469,0.1969230769230769,0.4042756632193849,0.3435046845203375,0.5907957640649949,0.6900742313242314,64,325,0.2927648305592709,0.126232741617357,1.8303725719451904,True,2,0.7308947749814745,0.1969230769230769,0.4491159114656711,0.4114507589028105,0.7532446074479041,0.7613984754956977,64,325,0.7308947749814746,0.126232741617357,0.718749463558197,True,2
5dnx__1__1.C_3.B_6.C__1.J_1.K_1.L,c89,0.4622119648762465,0.2275641025641025,0.3949828538748939,0.3655770958409762,0.5637349531887347,0.5622528524489309,71,312,0.2818999955634784,0.156043956043956,1.907602906227112,True,2,0.640991277647567,0.2275641025641025,0.3718688618471933,0.3429873801411444,0.688513381205689,0.7147786772699237,71,312,0.640991277647567,0.156043956043956,0.8317358493804932,True,2
5elw__1__13.A_20.A_9.A__20.B_20.C_20.D,c89,0.5256497275049962,0.1969230769230769,0.3969227220429143,0.3276400176421862,0.5829370460454819,0.6393837366337365,64,325,0.3488774226030849,0.133056133056133,1.832300901412964,True,2,0.7520635792755462,0.1969230769230769,0.4555316211566211,0.3707589653069122,0.7769294594294595,0.7877764884292661,64,325,0.7520635792755465,0.133056133056133,0.7265298962593079,True,2
6fqk__1__1.A__1.C,c7,0.2332711968467136,0.1080246913580246,0.20972008090122,0.1846011205557977,0.336892736590449,0.3863562088221483,70,648,0.164546887194662,0.074074074074074,2.445662498474121,True,2,0.3300588179484904,0.1080246913580246,0.3069875230589516,0.2267894687567045,0.5517000900334234,0.5116655442999808,70,648,0.3300470354302128,0.074074074074074,1.4332168102264404,True,2
6ggi__1__1.A__1.C_1.D_1.E_1.H_1.I,c3463,0.2880712874949619,0.1227106227106227,0.3259459501714613,0.2616986598715313,0.4632342886142667,0.3903452797202796,67,546,0.2314173394715321,0.0759637188208616,1.7902647256851196,True,2,0.2869391595482032,0.1227106227106227,0.345840870103018,0.2396227738687865,0.4638488379443709,0.389252140686066,67,546,0.2794232472980748,0.0759637188208616,1.8757171630859373,True,2
6f3j__1__2.A__2.D,c33,0.2039286457539309,0.1078341013824884,0.1717643799702188,0.137234469074352,0.314720598125018,0.3353088696652337,117,1085,0.1356742307469971,0.066213921901528,3.754204273223877,True,2,0.6264359168264517,0.1078341013824884,0.2745617157333381,0.1518175419522217,0.7494939066310033,0.736578057001096,117,1085,0.6264359168264516,0.066213921901528,1.1174486875534058,True,2
6f3r__1__1.A__1.C,c33,0.2286261874454047,0.1174568965517241,0.1980730836862307,0.1756355734288886,0.339819313677676,0.3109822782817541,109,928,0.1963018102105125,0.0894909688013136,3.147003650665283,True,2,0.5908675324701993,0.1174568965517241,0.2746491887809518,0.1923009581025469,0.7510913506146774,0.7564474975337764,109,928,0.5908675324701993,0.0894909688013136,0.9545212984085084,True,2
5elw__1__15.A_24.A_4.A__15.B_15.C_15.D,c89,0.4828898689537164,0.1969230769230769,0.4053361835813759,0.3066722015786188,0.5830513637747502,0.673902287013398,64,325,0.2375303003398263,0.1070234113712374,1.8316148519515991,True,2,0.7484662331177181,0.1969230769230769,0.4469624659528506,0.3863384710030982,0.7691192669764099,0.8009487200042754,64,325,0.7484438777569027,0.1070234113712374,0.7128117680549622,True,2
5dnx__1__1.C_6.C_8.B__6.J_6.K_6.L,c89,0.4542957803364951,0.2275641025641025,0.3958307089210154,0.3401629178258273,0.535130190322498,0.547762346650652,71,312,0.314709827295359,0.156043956043956,1.9080501794815063,True,2,0.6566694768137995,0.2275641025641025,0.3751801148804627,0.360884361172185,0.7051339137053423,0.695138914799279,71,312,0.6566694768137995,0.156043956043956,0.8349018692970276,True,2
5dnx__1__2.A_2.B_2.C__2.G_2.H_2.I,c89,0.4888948717150398,0.2275641025641025,0.3668072946321624,0.3211464909875386,0.5796287037318064,0.5610782917155466,71,312,0.2418927400159864,0.1092307692307692,1.9037386178970337,True,2,0.6654439671984538,0.2275641025641025,0.3538384120995171,0.3201466704851181,0.7174197739582355,0.782346436696927,71,312,0.6654439671984539,0.1092307692307692,0.82399982213974,True,2
4gxs__1__1.A_1.B__1.E,c7,0.2920669414545204,0.1018518518518518,0.2657135165831272,0.2199210815325562,0.4518807058444006,0.3695892239396066,88,864,0.2185465387956712,0.0743243243243243,2.493529796600342,True,2,0.3086263217527049,0.1018518518518518,0.3158610033432476,0.2090560614963986,0.4693208190910397,0.361630166026956,88,864,0.3086194630186215,0.0743243243243243,1.8479653596878047,True,2
2gmh__2__1.B__1.U,c7692,0.0840578071371124,0.0773524720893142,0.1274942843089286,0.1210917879769776,0.1507236236725348,0.1436999088208562,97,1254,0.0430147841013709,0.0425438596491228,4.1588945388793945,True,2,0.0926864725162444,0.0773524720893142,0.1687011720111325,0.132142378100407,0.2075390845045306,0.1788416162536142,97,1254,0.0925094279342317,0.0425438596491228,4.346519470214844,True,2
5elw__1__15.A_4.A_9.A__4.B_4.C_4.D,c89,0.501865675961401,0.1969230769230769,0.4053361835813759,0.3015371682548254,0.5951054530353173,0.6743900081400082,64,325,0.2513850088178235,0.1144901610017889,1.830836057662964,True,2,0.7365729135180545,0.1969230769230769,0.4469624659528506,0.3302785483753866,0.7714782256815224,0.785531632462188,64,325,0.7365729135180545,0.1144901610017889,0.7249067425727844,True,2
6f3s__1__1.A__1.C,c33,0.2278159796785009,0.1114718614718614,0.2079281559462916,0.1655908113479814,0.3351707708201564,0.3420778011744336,103,924,0.1985179315806003,0.0766369047619047,3.2145044803619385,True,2,0.5610979580820307,0.1114718614718614,0.2732111048456729,0.189258169796946,0.6953412094247178,0.6928495838365013,103,924,0.5610979580820307,0.0766369047619047,1.262689471244812,True,2
6f3r__1__2.A__2.C,c33,0.2165463511768622,0.1174568965517241,0.1969868610403751,0.1732855857395707,0.3452424539749433,0.319477605962849,109,928,0.1715869077433036,0.0751724137931034,3.1485986709594727,True,2,0.5670582220415208,0.1174568965517241,0.2726439879697304,0.1795200033016895,0.7320474818507053,0.7431142889389418,109,928,0.5670582220415208,0.0751724137931034,1.0533488988876345,True,2
5dnx__1__2.A_4.A_4.B__4.D_4.E_4.F,c89,0.4993114254568799,0.2211538461538461,0.3734072563304679,0.3199233104699361,0.5833298673885717,0.5634093756642777,69,312,0.2131200237904406,0.108320251177394,1.8951953649520876,True,2,0.6836574675037238,0.2211538461538461,0.359459158455814,0.3167068008882382,0.708647691339999,0.7312096309645328,69,312,0.6836574675037237,0.108320251177394,0.7977055907249451,True,2
5dnx__1__2.A_2.B_3.A__2.D_2.E_2.F,c89,0.4505973318475874,0.2211538461538461,0.37190712920105,0.3633082451496262,0.5610097073615173,0.5543236240365091,69,312,0.2944942236391413,0.1516483516483516,1.8979538679122925,True,2,0.658728084723257,0.2211538461538461,0.3540679684492394,0.3826526907649831,0.7186539813462891,0.7244861166429793,69,312,0.6587280847232568,0.1516483516483516,0.8246201872825623,True,2
6f3s__1__2.A__2.C,c33,0.2205547941935844,0.1114718614718614,0.2074041225838802,0.1768691465148058,0.3329152360225897,0.3244177751577269,103,924,0.1915160967054768,0.0782674772036474,3.2163243293762207,True,2,0.5741509762077003,0.1114718614718614,0.2728715347079662,0.2086990851912541,0.7008359968612502,0.6801582642133636,103,924,0.5741509762077003,0.0782674772036474,1.3353744745254517,True,2
