pair_id,ligand_inchikey,target_chembl_id,gene_symbol,label,binary_label,source_rows,sources,endpoints,relations,min_nM,max_nM,has_grey,has_unresolved,positive_record_ids,negative_record_ids,endpoint_group,refresh_covered,existing_ChEMBL37_numeric_pair,local_training_exact_pair,local_training_connectivity_pair,local_training_drug_seen,local_training_target_seen,drug_names,known_relation_excluded,known_training,known_chembl37,novelty_pass,identity_scope_pass,chemistry_policy_pass,independent_validation_rank_score,biomaster_independent_borda_score,ensemble_drug_to_target_logit,old_drug_leakage_safe_score_v10,dtiam_probability,rank_SPR_current,rank_contract_primary,rank_neural_full_fit,rank_graph_ranker,rank_DTIAM_comparator,scored,refresh_endpoint_covered
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3145,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,28732,Kd_Ki,True,False,False,False,True,True,imatinib,False,False,False,True,True,True,-3.009210465102673,0.2885117493472585,-3.1246414,0.1233555154592985,0.4772109,191.0,308.0,55.0,297.0,273.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL3145,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,32730,Kd_Ki,True,False,False,False,True,True,gefitinib,False,False,False,True,True,True,-3.3993386634451634,0.512402088772846,-4.7224746,0.5001579101118921,0.37753785,192.0,166.0,159.0,111.0,195.0,True,True
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3983,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL3983,TTK,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,36648,Kd_Ki,True,False,False,False,True,True,nilotinib,False,False,False,True,True,True,-2.234017690028357,0.183420365535248,-5.765283,0.0435581141484327,0.81089085,194.0,364.0,345.0,382.0,289.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL5838,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34254,Kd_Ki,True,False,False,False,True,True,fostamatinib,False,False,False,True,False,True,-2.587536990766755,0.3276762402088773,-2.0823147,0.245811376780278,0.91778004,199.0,299.0,96.0,241.0,22.0,True,True
NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL238,NTJOBXMMWNYJFB-UHFFFAOYSA-N,CHEMBL238,SLC6A3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,6471,Kd_Ki,True,False,False,False,True,True,amisulpride,False,False,False,True,True,True,-3.4284717168686334,0.5509138381201044,-4.235904,0.5231586384762807,0.2323573,201.0,151.0,258.0,135.0,220.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3130,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26434;30868,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-2.446598170626535,0.5065274151436032,-4.5903187,0.2328228358143839,0.75411093,204.0,180.0,169.0,159.0,200.0,True,True
CGIGDMFJXJATDK-UHFFFAOYSA-N__CHEMBL1641348,CGIGDMFJXJATDK-UHFFFAOYSA-N,CHEMBL1641348,SLC22A8,GREY,,1,BindingDB_202609,Ki,=,5950.0,5950.0,True,False,,,Kd_Ki,True,False,False,False,True,True,indomethacin,False,False,False,False,True,True,-3.649449979537069,0.2859007832898172,-6.869724,0.1772871506857402,0.34574643,215.0,338.0,362.0,374.0,187.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL3130,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,36285,Kd_Ki,True,False,False,False,True,True,gefitinib,False,False,False,True,True,True,-3.586082669998582,0.6227154046997389,-4.822254,0.8044815730948532,0.4896487,228.0,102.0,169.0,13.0,132.0,True,True
XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL202,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CHEMBL202,DHFR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,=,18000000.0,18000000.0,False,False,,56710,Kd_Ki,True,False,False,False,True,True,metformin,False,False,False,False,True,True,-4.7191296475769535,0.2865535248041775,-5.0249934,0.4662949040644614,0.07758865,233.0,316.0,291.0,277.0,232.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3267,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35411,Kd_Ki,True,False,False,False,True,True,imatinib,False,False,False,True,True,True,-3.311222893964235,0.3524804177545692,-4.0341296,0.2089417748700704,0.47496527,235.0,280.0,98.0,201.0,275.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL3267,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31284,Kd_Ki,True,False,False,False,True,True,selumetinib,False,False,False,True,True,True,-3.056279413275696,0.3446475195822454,-4.2416553,0.049985194683604,0.39291874,235.0,284.0,218.0,231.0,278.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL3267,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29966,Kd_Ki,True,False,False,False,True,True,dasatinib,False,False,False,True,True,True,-2.544763180463717,0.4412532637075718,-3.7337873,0.6072023442043143,0.8780931,242.0,232.0,243.0,117.0,124.0,True,True
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL1163124,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34612,Kd_Ki,True,False,False,False,True,True,nilotinib,False,False,False,True,True,True,-2.794068929140295,0.4503916449086162,-4.776461,0.3725218488825574,0.89427733,243.0,226.0,283.0,185.0,198.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL5838,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31259,Kd_Ki,True,False,False,False,True,True,selumetinib,False,False,False,True,True,True,-3.126685552733092,0.4947780678851174,-2.8804066,0.1462407318157929,0.519212,246.0,202.0,70.0,69.0,208.0,True,True
DCOPUUMXTXDBNB-UHFFFAOYSA-N__CHEMBL202,DCOPUUMXTXDBNB-UHFFFAOYSA-N,CHEMBL202,DHFR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,=,160000.0,160000.0,False,False,,56706,Kd_Ki,True,False,False,False,True,True,diclofenac,False,False,False,False,True,True,-3.840510380709607,0.2943864229765013,-2.5510912,0.4018163903057559,0.14226584,247.0,316.0,147.0,240.0,251.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1908389,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,33556,Kd_Ki,True,False,False,False,True,True,selumetinib,False,False,False,True,True,True,-3.1955429093003938,0.3368146214099217,-5.5848274,0.0438715143163326,0.53053534,260.0,291.0,337.0,244.0,200.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL1163124,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29156,Kd_Ki,True,False,False,False,True,True,fostamatinib,False,False,False,True,False,True,-3.103829080860114,0.5104438642297651,2.308636,0.4317301261318811,0.7832183,266.0,185.0,19.0,110.0,172.0,True,True
XUFQPHANEAPEMJ-UHFFFAOYSA-N__CHEMBL1641348,XUFQPHANEAPEMJ-UHFFFAOYSA-N,CHEMBL1641348,SLC22A8,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,=,300000.0,300000.0,False,False,,46267,Kd_Ki,True,False,False,False,True,True,famotidine,False,False,False,False,True,True,-3.984808258599624,0.2584856396866841,-4.4188366,0.764276447272413,0.19101045,268.0,331.0,322.0,309.0,358.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL1163124,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35877,Kd_Ki,True,False,False,False,True,True,pazopanib,False,False,False,True,True,True,-3.27324712160517,0.3694516971279373,0.32013798,0.4869544093760697,0.91172004,280.0,274.0,48.0,191.0,81.0,True,True
XMXHEBAFVSFQEX-UHFFFAOYSA-N__CHEMBL222,XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL222,SLC6A2,GREY,,1,BindingDB_202609,Ki,=,1479.0,1479.0,True,False,,,Kd_Ki,True,False,False,False,False,True,iloperidone,False,False,False,False,True,True,-3.237274119544575,0.0913838120104438,-0.84999186,0.2744306175302525,0.6871472,281.0,377.0,75.0,384.0,40.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3267,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26435;32264,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-3.168527973578652,0.4503916449086162,-5.114307,0.3918733130632714,0.8221576,288.0,221.0,207.0,75.0,111.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL1808,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL1808,ACE,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,=,715000.0,715000.0,False,False,,52087,Kd_Ki,True,False,False,False,True,True,dasatinib,False,False,False,False,True,True,-3.049216080990821,0.2049608355091383,-5.381813,0.4156684205987866,0.4265825,289.0,346.0,341.0,287.0,376.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1163124,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26377;30862,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-3.561584468435318,0.4216710182767624,-5.2329993,0.307765024928349,0.7866649,314.0,244.0,219.0,108.0,158.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL1163124,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31608,Kd_Ki,True,False,False,False,True,True,selumetinib,False,False,False,True,True,True,-3.7888202969802496,0.5404699738903395,-5.79064,0.3539370429641386,0.5424463,317.0,165.0,349.0,10.0,187.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL1163124,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31722,Kd_Ki,True,False,False,False,True,True,lapatinib,False,False,False,True,True,False,-3.9684281277114426,0.0796344647519582,-6.3517666,0.1423634973940127,0.6538197,320.0,381.0,332.0,368.0,273.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1163124,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29822,Kd_Ki,True,False,False,False,True,True,imatinib,False,False,False,True,True,True,-4.304315438703518,0.2088772845953002,-5.398974,0.1639694778128319,0.7555765,324.0,347.0,251.0,251.0,125.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL1163124,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29214,Kd_Ki,True,False,False,False,True,True,vandetanib,False,False,False,True,True,True,-5.170853325382101,0.4680156657963447,-4.897512,0.5807321808661969,0.16028935,325.0,214.0,263.0,38.0,339.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL1163124,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL1163124,MAP3K13,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,36279,Kd_Ki,True,False,False,False,True,True,gefitinib,False,False,False,True,True,True,-4.956301603426559,0.2774151436031331,-5.656189,0.3553098850482603,0.21895918,334.0,329.0,269.0,179.0,322.0,True,True
HEFNNWSXXWATRW-UHFFFAOYSA-N__CHEMBL1641348,HEFNNWSXXWATRW-UHFFFAOYSA-N,CHEMBL1641348,SLC22A8,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,=,1170000.0,1170000.0,False,False,,47963,Kd_Ki,True,False,False,False,True,True,ibuprofen,False,False,False,False,True,True,-5.679018206522119,0.3838120104438642,-5.056564,0.600187019828352,0.09238571,340.0,272.0,262.0,105.0,118.0,True,True
DKYWVDODHFEZIM-UHFFFAOYSA-N__CHEMBL1641348,DKYWVDODHFEZIM-UHFFFAOYSA-N,CHEMBL1641348,SLC22A8,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,=,1160000.0,1160000.0,False,False,,47962,Kd_Ki,True,False,False,False,True,True,ketoprofen,False,False,False,False,True,True,-5.710734895878852,0.248041775456919,-2.941796,0.4721202676448218,0.09845306,348.0,343.0,189.0,199.0,115.0,True,True
