target_id,uniprot_id,gene,protein_length,protein_sha256,target_chembl_id,sequence_sha256,target_class_l1,target_class_l2,ot_project_assay_family,structure_ready_strict,target_feature_index,homology_cluster,cluster_known,sampling_cluster,sampling_family,hash_priority,selected_APP96
CHEMBL2337,P48067,SLC6A9,706,c942a402c587890f8ae3ac39a033212f5b4b109d0b4b26170e7294dbac3b5553,CHEMBL2337,c942a402c587890f8ae3ac39a033212f5b4b109d0b4b26170e7294dbac3b5553,Transporter,Electrochemical transporter,transporter,True,3976.0,SEQ:08ab69187b319cff68eba5e95e6d06f77a7a8e75e4b1a83c000f7ed2c160d37f,True,SEQ:08ab69187b319cff68eba5e95e6d06f77a7a8e75e4b1a83c000f7ed2c160d37f,transporter,04bdbf9db1e3d71143794f9e04790f6bc63669cda3acb78800019594ef12754f,True
CHEMBL235,P37231,PPARG,505,1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,CHEMBL235,1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,Transcription factor,Nuclear receptor,nuclear_epigenetic_transcription,True,540.0,SEQ:1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,True,SEQ:1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,nuclear_epigenetic_transcription,1a8b0f85b0de8868de2e2eff105ee4a42c8362af9703a1bab6e1724ade8ef547,True
CHEMBL2362986,O95477,ABCA1,2261,3136cc5cb28231272477a2bcc16add022b5fc6d26aa161cedaa8d3271e785d34,CHEMBL2362986,3136cc5cb28231272477a2bcc16add022b5fc6d26aa161cedaa8d3271e785d34,Transporter,Primary active transporter,transporter,False,966.0,SEQ:3136cc5cb28231272477a2bcc16add022b5fc6d26aa161cedaa8d3271e785d34,True,SEQ:3136cc5cb28231272477a2bcc16add022b5fc6d26aa161cedaa8d3271e785d34,transporter,afdafae0ddc8c2ab09f96a6101fc023c646886e32121e36aa627e889036d2f39,True
CHEMBL240,Q12809,KCNH2,1159,287332153da38b59cc1be9554cc3a29f14d3b9e2a33150b4d54137773b22d1f7,CHEMBL240,287332153da38b59cc1be9554cc3a29f14d3b9e2a33150b4d54137773b22d1f7,Ion channel,Voltage-gated ion channel,ion_channel,False,804.0,SEQ:287332153da38b59cc1be9554cc3a29f14d3b9e2a33150b4d54137773b22d1f7,True,SEQ:287332153da38b59cc1be9554cc3a29f14d3b9e2a33150b4d54137773b22d1f7,ion_channel,aa01ec445b0f67752c1218f61116469bb0ad58e5826b48ecdf4b14d28ba86312,True
CHEMBL2435,P62714,PPP2CB,309,2c059b5d887c76e8b9c0a49db785f10d0f81564a5167f42ec47ddc8ea3026781,CHEMBL2435,2c059b5d887c76e8b9c0a49db785f10d0f81564a5167f42ec47ddc8ea3026781,Enzyme,Phosphatase,enzyme,True,,,False,UNMAPPED:CHEMBL2435,enzyme,03658c1bd93f2e4e58c5dbb10ea7d9e6266dbd3bed9530cd70fbc94ff5a3d706,True
CHEMBL248,P08246,ELANE,267,d6b94d57bf52bc0af4eb1f2866d0175f26a7bd411b9720c512e1b7d133843602,CHEMBL248,d6b94d57bf52bc0af4eb1f2866d0175f26a7bd411b9720c512e1b7d133843602,Enzyme,Protease,enzyme,False,4265.0,SEQ:087ec39e04049bcd985131f9b3906f227ec88fffbfe1f1b051ffaf0619e2c8b4,True,SEQ:087ec39e04049bcd985131f9b3906f227ec88fffbfe1f1b051ffaf0619e2c8b4,enzyme,1a406727efe1ca198b450cc1ac6c485d7313858e6a6739839d7e3c8b21d623f6,True
CHEMBL2492,P36544,CHRNA7,502,3d3fd12195f3efe1864680cfd15e17e255a74320c5605f79da077747b27e84c2,CHEMBL2492,3d3fd12195f3efe1864680cfd15e17e255a74320c5605f79da077747b27e84c2,Ion channel,Ligand-gated ion channel,ion_channel,True,1192.0,SEQ:015f4bd91eb1ae0731e7fa44552636508f59862c9269876fbbc107774dfe54dd,True,SEQ:015f4bd91eb1ae0731e7fa44552636508f59862c9269876fbbc107774dfe54dd,ion_channel,4bda930df4073eff36bfcf6af09f9f48c11318184d5b22fdaed84fecadcb7a85,True
CHEMBL261,P00915,CA1,261,5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880,CHEMBL261,5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880,Enzyme,Lyase,enzyme,True,1697.0,SEQ:486dfc57e7984c71a5b05346fff61606d92d4d9518f6ce220be4a3b3dd9ed92c,True,SEQ:486dfc57e7984c71a5b05346fff61606d92d4d9518f6ce220be4a3b3dd9ed92c,enzyme,107720aaad4345ca3fb72ce533422e8f1e260dc3ba309b13ffb4c61d55f87694,True
CHEMBL2689,Q04912,MST1R,1400,223384aa416b5e9b85eba0bd82b798c35b38f8ae4325c35ff46c78dbac5325ed,CHEMBL2689,223384aa416b5e9b85eba0bd82b798c35b38f8ae4325c35ff46c78dbac5325ed,Enzyme,Kinase,kinase,True,689.0,SEQ:223384aa416b5e9b85eba0bd82b798c35b38f8ae4325c35ff46c78dbac5325ed,True,SEQ:223384aa416b5e9b85eba0bd82b798c35b38f8ae4325c35ff46c78dbac5325ed,kinase,54ea6ed4bf075b868ad9ebcd439df56773e7a5fb9c57b1e4827a1a75ad7f04f1,True
CHEMBL2706,P23467,PTPRB,1997,d21db1e4df818384f2c9357ac27257fff3f091e740b2823da319c1b572a51e39,CHEMBL2706,d21db1e4df818384f2c9357ac27257fff3f091e740b2823da319c1b572a51e39,Enzyme,Phosphatase,enzyme,False,4177.0,SEQ:d21db1e4df818384f2c9357ac27257fff3f091e740b2823da319c1b572a51e39,True,SEQ:d21db1e4df818384f2c9357ac27257fff3f091e740b2823da319c1b572a51e39,enzyme,17686642991797f2d7310f1d668804a06b1afa81594857f20d83facb87cc804f,True
CHEMBL2778,Q12908,SLC10A2,348,314374051a4251883f154b5aa9b4a54ee7ad5d2fa3047b6c8dedf6a65f48abbf,CHEMBL2778,314374051a4251883f154b5aa9b4a54ee7ad5d2fa3047b6c8dedf6a65f48abbf,Transporter,Electrochemical transporter,transporter,True,967.0,SEQ:314374051a4251883f154b5aa9b4a54ee7ad5d2fa3047b6c8dedf6a65f48abbf,True,SEQ:314374051a4251883f154b5aa9b4a54ee7ad5d2fa3047b6c8dedf6a65f48abbf,transporter,4cc96066a30f039dfb20ea2659fab66d19cbd27fe6c91f2b2ce8d970fa8f93ba,True
CHEMBL2850,P49840,GSK3A,483,67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,CHEMBL2850,67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,Enzyme,Kinase,kinase,True,1985.0,SEQ:67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,True,SEQ:67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,kinase,421d44a0ff4c700f8e547dcc5114a7f57a56996f665b91a478e5988f00086c67,True
CHEMBL2872,P80192,MAP3K9,1104,6d5dc046360ddf30d8e647741d3fcf83873c4b533f6da6801cfe749d7921d896,CHEMBL2872,6d5dc046360ddf30d8e647741d3fcf83873c4b533f6da6801cfe749d7921d896,Enzyme,Kinase,kinase,True,2100.0,SEQ:2217216aa2f83359a0dbae70c3ab138e4f03b64cfd6a0b079049ecf160f72e3a,True,SEQ:2217216aa2f83359a0dbae70c3ab138e4f03b64cfd6a0b079049ecf160f72e3a,kinase,274ea6e826065ac909f22b7c18acde453933cb0f8ea8973e8663198714f6538c,True
CHEMBL2971,O60674,JAK2,1132,21017319c2c8714bf0b97157e13f2184664d2d13b899b37276195af86ca0720a,CHEMBL2971,21017319c2c8714bf0b97157e13f2184664d2d13b899b37276195af86ca0720a,Enzyme,Kinase,kinase,True,665.0,SEQ:18a68eca96f64db10c5b38e1f1bf1b013e7dd5091fad780578010a93474da833,True,SEQ:18a68eca96f64db10c5b38e1f1bf1b013e7dd5091fad780578010a93474da833,kinase,4c867a938a78340245427507953c3c8b65834cb0f099a0b8cf29dd1001fb6ef8,True
CHEMBL301,P24941,CDK2,298,fe22d91e18cd544a85d7c768cd864172200252df906b774d890dc103224f7c8d,CHEMBL301,fe22d91e18cd544a85d7c768cd864172200252df906b774d890dc103224f7c8d,Enzyme,Kinase,kinase,True,5049.0,SEQ:0297752cbbb160a1a2fee4880b98710b630abae0d51abd20970073bd8159c2af,True,SEQ:0297752cbbb160a1a2fee4880b98710b630abae0d51abd20970073bd8159c2af,kinase,2717dbeabbd21697ad1c373f90d64e61a92d23552ab7b227690cb1ce01c18e54,True
CHEMBL3192,Q9BY41,HDAC8,377,4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,CHEMBL3192,4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,Epigenetic regulator,Eraser,nuclear_epigenetic_transcription,True,1365.0,SEQ:4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,True,SEQ:4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,nuclear_epigenetic_transcription,2befac6cb324ef525b250026e9d2fbe86acd855cc9cd455f7977f4837f532cb7,True
CHEMBL3201,P35869,AHR,848,37e405aacce2a3f7dce748db4891554b5e5bbedc23dc555869faf6d865e697b3,CHEMBL3201,37e405aacce2a3f7dce748db4891554b5e5bbedc23dc555869faf6d865e697b3,Transcription factor,,nuclear_epigenetic_transcription,False,1096.0,SEQ:37e405aacce2a3f7dce748db4891554b5e5bbedc23dc555869faf6d865e697b3,True,SEQ:37e405aacce2a3f7dce748db4891554b5e5bbedc23dc555869faf6d865e697b3,nuclear_epigenetic_transcription,745cd0e1a534aa2b914415bd7bc32b2e41c41872d71f603456c1a87bf9b5dfcc,True
CHEMBL325,Q13547,HDAC1,482,7289cbc54521bc202bb99244e249eff3fd381af091772ac7e1cfdbd1b155c545,CHEMBL325,7289cbc54521bc202bb99244e249eff3fd381af091772ac7e1cfdbd1b155c545,Epigenetic regulator,Eraser,nuclear_epigenetic_transcription,True,2211.0,SEQ:7289cbc54521bc202bb99244e249eff3fd381af091772ac7e1cfdbd1b155c545,True,SEQ:7289cbc54521bc202bb99244e249eff3fd381af091772ac7e1cfdbd1b155c545,nuclear_epigenetic_transcription,40a073a19185a329d4cdeb056df53901e8341671d4d33bc9e715fde3c0535845,True
CHEMBL3273,P48764,SLC9A3,834,b51fefb32007ce55cbcddddd69c471c6b4d798d8ffad2c7fe98ff6a6de84ba92,CHEMBL3273,b51fefb32007ce55cbcddddd69c471c6b4d798d8ffad2c7fe98ff6a6de84ba92,Transporter,Electrochemical transporter,transporter,True,3569.0,SEQ:134b946bef955c97bd8e65837fc8e60fd4952ccaf19446ad6c39c4be47fcfaf8,True,SEQ:134b946bef955c97bd8e65837fc8e60fd4952ccaf19446ad6c39c4be47fcfaf8,transporter,8261fbd5eed5e7a627e926d8d5932458709b45796f4489319bcbfca5aabf36c0,True
CHEMBL3514,Q13093,PLA2G7,441,c14a1285a61abbca445e7369adf981bd085e703ad3cecc8acb5499797b348e1c,CHEMBL3514,c14a1285a61abbca445e7369adf981bd085e703ad3cecc8acb5499797b348e1c,Enzyme,Hydrolase,enzyme,True,3823.0,SEQ:c14a1285a61abbca445e7369adf981bd085e703ad3cecc8acb5499797b348e1c,True,SEQ:c14a1285a61abbca445e7369adf981bd085e703ad3cecc8acb5499797b348e1c,enzyme,109bc6cf66ac78302d9c4018f56e1c045a317010a4d9c135484b0a388af66153,True
CHEMBL3576,P56696,KCNQ4,695,c6dd0092b775896c1534636ea95779a84e074f590068fcc7fec370765e4e3a99,CHEMBL3576,c6dd0092b775896c1534636ea95779a84e074f590068fcc7fec370765e4e3a99,Ion channel,Voltage-gated ion channel,ion_channel,False,3932.0,SEQ:5cec1050068dcd45ac8aa7733dd29eb9b7792e5972d8a6fe5d62a356c323bad4,True,SEQ:5cec1050068dcd45ac8aa7733dd29eb9b7792e5972d8a6fe5d62a356c323bad4,ion_channel,64b27ee6aab1ed9c85c031d3405109100fb891ed14025419598d0f451c3887cb,True
CHEMBL3670,P26439,HSD3B2,372,18033136f0b1562946ef34206594155695acf1088cd70ca93bc77d821a72f149,CHEMBL3670,18033136f0b1562946ef34206594155695acf1088cd70ca93bc77d821a72f149,Enzyme,Oxidoreductase,enzyme,True,495.0,SEQ:18033136f0b1562946ef34206594155695acf1088cd70ca93bc77d821a72f149,True,SEQ:18033136f0b1562946ef34206594155695acf1088cd70ca93bc77d821a72f149,enzyme,0a3742f63c008ec8f127be6a23607ea605801d588581121e84790acc34c6347f,True
CHEMBL3884,P31639,SLC5A2,672,18afa63e36d6157b163608e12bce93118922bef5ec51dc9811cf59ab3855dc14,CHEMBL3884,18afa63e36d6157b163608e12bce93118922bef5ec51dc9811cf59ab3855dc14,Transporter,Electrochemical transporter,transporter,True,506.0,SEQ:18afa63e36d6157b163608e12bce93118922bef5ec51dc9811cf59ab3855dc14,True,SEQ:18afa63e36d6157b163608e12bce93118922bef5ec51dc9811cf59ab3855dc14,transporter,162e01fb10beb156103edd40652b62305fa266ffef5713b6ddc07d0684981ef8,True
CHEMBL3902,P09211,GSTP1,210,cd085d4391829da9e96878c9f2170c05c298e1c4c86a7f810400d6adda64bbb6,CHEMBL3902,cd085d4391829da9e96878c9f2170c05c298e1c4c86a7f810400d6adda64bbb6,Enzyme,Transferase,enzyme,False,4066.0,SEQ:7dc4b0059cbb0294729f59988d674c42f4355b7c0d9e439c4e059cd1acbd2a60,True,SEQ:7dc4b0059cbb0294729f59988d674c42f4355b7c0d9e439c4e059cd1acbd2a60,enzyme,1b5f727a4908975bb1551f45ec665cb8c14de2554cb49ea418c3c99f0d9c25c6,True
CHEMBL3972,P22102,GART,1010,2b50a9bdb76401c564adebe2d7cebb4de1094be4bea454c59063a59361c2e5a1,CHEMBL3972,2b50a9bdb76401c564adebe2d7cebb4de1094be4bea454c59063a59361c2e5a1,Enzyme,Ligase,enzyme,True,856.0,SEQ:2b50a9bdb76401c564adebe2d7cebb4de1094be4bea454c59063a59361c2e5a1,True,SEQ:2b50a9bdb76401c564adebe2d7cebb4de1094be4bea454c59063a59361c2e5a1,enzyme,004f15f1a1adaa3816589f3bbffe0bf405ce8d5f52e0bbf2ab2d4600c64da069,True
CHEMBL3973,P22455,FGFR4,802,defa1995fbabefcd7f4bf6dab888d02769c2ab647bb8d52c3e2e827bd3630cfe,CHEMBL3973,defa1995fbabefcd7f4bf6dab888d02769c2ab647bb8d52c3e2e827bd3630cfe,Enzyme,Kinase,kinase,True,4456.0,SEQ:9c4089da85ef3c06dde2c14def7afc4a2e1452947ca9abf34025f90a101db770,True,SEQ:9c4089da85ef3c06dde2c14def7afc4a2e1452947ca9abf34025f90a101db770,kinase,3e38e290deb577b67d3965316b4d4903a1a509e577161e16369ca409c8fc6de2,True
CHEMBL4016,P42262,GRIA2,883,b89a34e8176a3aa843db2f9bb6c1a9011b7179891282e17e8dea7ac94fe76c1b,CHEMBL4016,b89a34e8176a3aa843db2f9bb6c1a9011b7179891282e17e8dea7ac94fe76c1b,Ion channel,Ligand-gated ion channel,ion_channel,True,3639.0,SEQ:00db91b4578ef5aae6a919976e58dcdc9cd9ca77a912f999f0aa62c9cacee3c0,True,SEQ:00db91b4578ef5aae6a919976e58dcdc9cd9ca77a912f999f0aa62c9cacee3c0,ion_channel,21ddff48951e5bcddba9b83da75151303e20e3c5889070e41b04b38e6a671dc3,True
CHEMBL4051,P13569,CFTR,1480,a86f7dbeb9c5f48401a1a452b440d782c35067d2da152180a09ce26f76d11639,CHEMBL4051,a86f7dbeb9c5f48401a1a452b440d782c35067d2da152180a09ce26f76d11639,Ion channel,Other ion channel,ion_channel,False,3314.0,SEQ:6cb34696d3d1b75531cc5ea64e3243d5cb235f5ffa308fd5b7ad969333207a1b,True,SEQ:6cb34696d3d1b75531cc5ea64e3243d5cb235f5ffa308fd5b7ad969333207a1b,ion_channel,0b4ad52293b99e53c1b68762f1a460737ddc0bdb8e7cbcb8c948ea5a6790ac23,True
CHEMBL4096,P04637,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,CHEMBL4096,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,Transcription factor,,nuclear_epigenetic_transcription,False,4550.0,SEQ:e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,True,SEQ:e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,nuclear_epigenetic_transcription,5ecc1ec86f659a8d0beb93bdb6c3a0dd037c1c4a419328e4ef28d60aa861b8c4,True
CHEMBL4191,Q99685,MGLL,303,6e07b46dcedc0ec3990f75af51364e261ded9d1f9fd0409f771daaae0948e6f1,CHEMBL4191,6e07b46dcedc0ec3990f75af51364e261ded9d1f9fd0409f771daaae0948e6f1,Enzyme,Hydrolase,enzyme,True,2113.0,SEQ:6e07b46dcedc0ec3990f75af51364e261ded9d1f9fd0409f771daaae0948e6f1,True,SEQ:6e07b46dcedc0ec3990f75af51364e261ded9d1f9fd0409f771daaae0948e6f1,enzyme,1650a0323a26a7028c8c6db27e14442e5eb0511319c78fb49c2a45cd5e6dc638,True
CHEMBL4302,P08183,ABCB1,1280,e104bd0942475592d1b9846250cd047178657b11a0718e3dc71de016002d13f9,CHEMBL4302,e104bd0942475592d1b9846250cd047178657b11a0718e3dc71de016002d13f9,Transporter,Primary active transporter,transporter,True,4493.0,SEQ:c2673c48330f18ce51f178c5b96e8545e2a20d36a1f05f7ecd0f0a8d85c219e4,True,SEQ:c2673c48330f18ce51f178c5b96e8545e2a20d36a1f05f7ecd0f0a8d85c219e4,transporter,6a9b340a6ee7a8027bffaa87d1b6e47126678486b47b9b2d657e2e16536bd8ad,True
CHEMBL4304,Q12791,KCNMA1,1236,d4e6b670eb793c48c392c9c64f22329115e774a583534592d95c3da5ba283e65,CHEMBL4304,d4e6b670eb793c48c392c9c64f22329115e774a583534592d95c3da5ba283e65,Ion channel,Voltage-gated ion channel,ion_channel,True,4236.0,SEQ:d4e6b670eb793c48c392c9c64f22329115e774a583534592d95c3da5ba283e65,True,SEQ:d4e6b670eb793c48c392c9c64f22329115e774a583534592d95c3da5ba283e65,ion_channel,67a3ca2515e4fdeaa8d2cae1122d1dfb07b5a638f606d28c545209ec70a9766a,True
CHEMBL4306,P22460,KCNA5,613,7ad0211f6f1856263e963aa8f65d2f66843a22412af6c78570724639b15733b8,CHEMBL4306,7ad0211f6f1856263e963aa8f65d2f66843a22412af6c78570724639b15733b8,Ion channel,Voltage-gated ion channel,ion_channel,False,2400.0,SEQ:7ad0211f6f1856263e963aa8f65d2f66843a22412af6c78570724639b15733b8,True,SEQ:7ad0211f6f1856263e963aa8f65d2f66843a22412af6c78570724639b15733b8,ion_channel,86203a624e0ad8d5909a3f08383bd09a73737dd0501f355b990f414f73a4930e,True
CHEMBL4478,Q00975,CACNA1B,2339,455a3743ead4dc373fcf76bcaa0ba8a3cd517d97ac52e18988d560da6c3747c9,CHEMBL4478,455a3743ead4dc373fcf76bcaa0ba8a3cd517d97ac52e18988d560da6c3747c9,Ion channel,Voltage-gated ion channel,ion_channel,False,1353.0,SEQ:455a3743ead4dc373fcf76bcaa0ba8a3cd517d97ac52e18988d560da6c3747c9,True,SEQ:455a3743ead4dc373fcf76bcaa0ba8a3cd517d97ac52e18988d560da6c3747c9,ion_channel,1690f2778c0660393c4f6bbd8a05df17f9126ab95ff1ad57f1019e10ce50b140,True
CHEMBL4482,O96013,PAK4,591,261a58d7e60edfc0e5856fbe4a7731d73aecba5005d564fad9d5dafb5bfe869e,CHEMBL4482,261a58d7e60edfc0e5856fbe4a7731d73aecba5005d564fad9d5dafb5bfe869e,Enzyme,Kinase,kinase,True,770.0,SEQ:261a58d7e60edfc0e5856fbe4a7731d73aecba5005d564fad9d5dafb5bfe869e,True,SEQ:261a58d7e60edfc0e5856fbe4a7731d73aecba5005d564fad9d5dafb5bfe869e,kinase,43d93084cd0ac8b047d2a2c909edd78ef169231480a3a8a72ee95581cd75e656,True
CHEMBL4501,P23443,RPS6KB1,525,5108f141bd89daf8332040d559884335f4f156f72cf7a919dc97f8e0322cbda4,CHEMBL4501,5108f141bd89daf8332040d559884335f4f156f72cf7a919dc97f8e0322cbda4,Enzyme,Kinase,kinase,True,1573.0,SEQ:0262c98d50b56f5a3caf0eeed1550c2543dba87524fecd3b287816f82be04774,True,SEQ:0262c98d50b56f5a3caf0eeed1550c2543dba87524fecd3b287816f82be04774,kinase,10e1600db0314c5bcb988597c1aace0e32a4f933997734c9a9175e95a2b316d8,True
CHEMBL4506,Q96EB6,SIRT1,747,499d7bf59db33f2a877745045c7f1885e74a10e88dab5c10d5d7faddbbc8ab8f,CHEMBL4506,499d7bf59db33f2a877745045c7f1885e74a10e88dab5c10d5d7faddbbc8ab8f,Epigenetic regulator,Eraser,nuclear_epigenetic_transcription,True,1431.0,SEQ:499d7bf59db33f2a877745045c7f1885e74a10e88dab5c10d5d7faddbbc8ab8f,True,SEQ:499d7bf59db33f2a877745045c7f1885e74a10e88dab5c10d5d7faddbbc8ab8f,nuclear_epigenetic_transcription,ce373eaf4c1256956536b2a5998444c6bcc9e259a2d3e9f5e837139a1b2428d3,True
CHEMBL4588,P22894,MMP8,467,105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,CHEMBL4588,105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,Enzyme,Protease,enzyme,False,336.0,SEQ:105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,True,SEQ:105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,enzyme,1350e35bb6e1a8b70a97713e1515e2d19a5dbd54bcfca940c1800d78617c1a73,True
CHEMBL4618,P09960,LTA4H,611,419e4dc8adbe6e5c40c24c2479e48931f61150dfe7759907fb8e3a6144e21e98,CHEMBL4618,419e4dc8adbe6e5c40c24c2479e48931f61150dfe7759907fb8e3a6144e21e98,Enzyme,Protease,enzyme,True,1278.0,SEQ:419e4dc8adbe6e5c40c24c2479e48931f61150dfe7759907fb8e3a6144e21e98,True,SEQ:419e4dc8adbe6e5c40c24c2479e48931f61150dfe7759907fb8e3a6144e21e98,enzyme,11e9b4b5b80b510740e0741dbd76e430504f43ea8caefd01717626cdc9369191,True
CHEMBL4630,O14757,CHEK1,476,a43bba725114d4c16c5b3b5bef27c7b952c8f9b6cb244e89980991f6337bf1e6,CHEMBL4630,a43bba725114d4c16c5b3b5bef27c7b952c8f9b6cb244e89980991f6337bf1e6,Enzyme,Kinase,kinase,False,3241.0,SEQ:a43bba725114d4c16c5b3b5bef27c7b952c8f9b6cb244e89980991f6337bf1e6,True,SEQ:a43bba725114d4c16c5b3b5bef27c7b952c8f9b6cb244e89980991f6337bf1e6,kinase,0e503bf0ac08a14e333658ba353833f3e178fe27cecb8600d351bfa8c884f0b4,True
CHEMBL4816,Q9Y243,AKT3,479,7807e896342f7584ad6033dfdf0a6b0076732db9c708df5d0544de83fdf47511,CHEMBL4816,7807e896342f7584ad6033dfdf0a6b0076732db9c708df5d0544de83fdf47511,Enzyme,Kinase,kinase,True,2327.0,SEQ:31df09ee54136584c9d22b78c72cb3401adeedaa4ef3491b7618f82c9f676527,True,SEQ:31df09ee54136584c9d22b78c72cb3401adeedaa4ef3491b7618f82c9f676527,kinase,39d75571b245c5ee216a94661986f7b0246505ee1aa64ba55ed7af7b6798515d,True
CHEMBL4860,P10415,BCL2,239,fff13b41ef65181ecfd036c714d8c453d73781b4e2a5bd73a6cbe02d9829fb19,CHEMBL4860,fff13b41ef65181ecfd036c714d8c453d73781b4e2a5bd73a6cbe02d9829fb19,Ion channel,Other ion channel,ion_channel,False,5082.0,SEQ:7ff04ddccf949e11263e780f4fb3492ae973c50c851a4df836fb5d6e323a318a,True,SEQ:7ff04ddccf949e11263e780f4fb3492ae973c50c851a4df836fb5d6e323a318a,ion_channel,2a89b060170469d5c0b904c95d13d8f15327e1512a7fe9766f6fe630a04dae27,True
CHEMBL4899,P41279,MAP3K8,467,85be618bbf0bc60ffeab00ec3415cc19dfeb475b3da875a80c6c34f2c9af80bf,CHEMBL4899,85be618bbf0bc60ffeab00ec3415cc19dfeb475b3da875a80c6c34f2c9af80bf,Enzyme,Kinase,kinase,True,2619.0,SEQ:85be618bbf0bc60ffeab00ec3415cc19dfeb475b3da875a80c6c34f2c9af80bf,True,SEQ:85be618bbf0bc60ffeab00ec3415cc19dfeb475b3da875a80c6c34f2c9af80bf,kinase,55fad18bd0ae28ec79b9aea824a75bcbc0365d43743e75c47c4e6fffc1f1a2a7,True
CHEMBL5464,Q13546,RIPK1,671,a5738db82a0d8d4b3b1be01d61879e9adcd8fef0377366ac0d930a850c227edc,CHEMBL5464,a5738db82a0d8d4b3b1be01d61879e9adcd8fef0377366ac0d930a850c227edc,Enzyme,Kinase,kinase,True,3257.0,SEQ:a5738db82a0d8d4b3b1be01d61879e9adcd8fef0377366ac0d930a850c227edc,True,SEQ:a5738db82a0d8d4b3b1be01d61879e9adcd8fef0377366ac0d930a850c227edc,kinase,4d8fac0c8092c24fbbbfa24ef3e43cb738bcf94b1a0875e2495e1609fcb2623c,True
CHEMBL5469,Q14289,PTK2B,1009,87744367b800f3cc95c3a6d293b833f1eb880275dbff337dd1b2025d071efdaf,CHEMBL5469,87744367b800f3cc95c3a6d293b833f1eb880275dbff337dd1b2025d071efdaf,Enzyme,Kinase,kinase,True,2665.0,SEQ:673a5ff1e9eb71e9f4ce597ab556006ebebba414fa71bbe2287e813bbd3ddf7e,True,SEQ:673a5ff1e9eb71e9f4ce597ab556006ebebba414fa71bbe2287e813bbd3ddf7e,kinase,4f1e0301488e0e123abfc017e81773d17ac6617d14254e6f31033ee6a704f719,True
CHEMBL5608,Q16288,NTRK3,839,3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,CHEMBL5608,3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,Enzyme,Kinase,kinase,False,1019.0,SEQ:3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,True,SEQ:3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,kinase,16222d5f545a5e14ab38a3da5cc6b51df8333286bc2462cea3deb6478a65ae96,True
CHEMBL5903,Q04771,ACVR1,509,7c2a7bcf3a9e687a4734d149429648beaeb58a4936962328b18c1fd4d5c90203,CHEMBL5903,7c2a7bcf3a9e687a4734d149429648beaeb58a4936962328b18c1fd4d5c90203,Enzyme,Kinase,kinase,True,2428.0,SEQ:0efc6cf7e9c1607e27d1c9175567bbc32e5101300ef47136244c4fed1a9d8e05,True,SEQ:0efc6cf7e9c1607e27d1c9175567bbc32e5101300ef47136244c4fed1a9d8e05,kinase,08f2b4ef6ffbc9bda65a8f6c040b02c9c99324636958e0db658a6aed82e0b7a3,True
CHEMBL6044,Q16548,BCL2A1,175,fe76404c5e0db4b161b830fbcbffabe5f6574550ded0cfdf7f3c45837c165164,CHEMBL6044,fe76404c5e0db4b161b830fbcbffabe5f6574550ded0cfdf7f3c45837c165164,Ion channel,Other ion channel,ion_channel,False,5057.0,SEQ:fe76404c5e0db4b161b830fbcbffabe5f6574550ded0cfdf7f3c45837c165164,True,SEQ:fe76404c5e0db4b161b830fbcbffabe5f6574550ded0cfdf7f3c45837c165164,ion_channel,a912e6fd50af92bee8b8572f0cb2a15a9b83b47664f1ad896bde2c40be1705c6,True
